,Date,Original,Corpus,Class
0,2020-07-29,karel mertens senior economic policy advisor federal reserve bank dallas,karel mertens senior economic policy advisor federal reserve bank dallas,0
1,2020-07-29,participants agreed that light fundamental changes economy past decadeincluding generally lower levels interest rates persistent disinflationary pressures united states abroadand given learned monetary policy framework review refining statement could helpful increasing transparency accountability monetary policy,participant agree that light fundamental change economy past decadeincluding generally low level interest rate persistent disinflationary pressure united state abroadand give learn monetary policy framework review refining statement could helpful increase transparency accountability monetary policy,0
2,2020-07-29,refinements could also facilitate well informed decisionmaking households businesses and result better position committee meet maximum employment price stability objectives,refinement could also facilitate well inform decisionmaking household business and result well position committee meet maximum employment price stability objective,0
3,2020-07-29,broad equity price indexes roughly flat even concerns resurgence coronavirus covid  united states grew,broad equity price index roughly flat even concern resurgence coronavirus covid united state grow,0
4,2020-07-29,airline hotel share prices declined sharply share prices bankswhich faced earnings pressures large loan loss provisions compressed net interest marginscontinued underperform,airline hotel share price decline sharply share price bankswhich face earnings pressure large loan loss provision compress net interest marginscontinued underperform,0
5,2020-07-29,soma manager noted survey responses suggested dispersion views timing rate increase might related differing views economic conditions would prevail fomc first lifted target range survey respondents views conditions also dispersed,soma manager note survey response suggest dispersion view timing rate increase might related differ view economic condition would prevail fomc first lift target range survey respondent view condition also disperse,0
6,2020-07-29,staff review economic situation coronavirus outbreak measures undertaken contain spread continued substantial effects economic activity united states abroad,staff review economic situation coronavirus outbreak measure undertaken contain spread continued substantial effect economic activity united state abroad,0
7,2020-07-29,information available time july  meeting suggesteds economic activity picked may june following sharp declines march april,information available time july meeting suggesteds economic activity picked may june follow sharp decline march april,0
8,2020-07-29,labor market conditions improved considerably june improvements may june modest relative substantial deterioration seen march april,labor market condition improve considerably june improvement may june modest relative substantial deterioration see march april,0
9,2020-07-29,consumer price inflationas measured month percentage change price index personal consumption expenditures pce mayremained well rates prevailed early year,consumer price inflationas measure month percentage change price index personal consumption expenditure pce mayremained well rate prevail early year,0
10,2020-07-29,total nonfarm payroll employment expanded robustly june may gains two months offset one third jobs lost march april,total nonfarm payroll employment expand robustly june may gain two month offset one third job lose march april,0
11,2020-07-29,unemployment rate moved ,unemployment rate move,0
12,2020-07-29,unemployment rates african americans asians hispanics declined balance past two months remained well national average,unemployment rate african american asian hispanic decline balance past two month remain well national average,0
13,2020-07-29,labor force participation rate employment population ratio increased june,labor force participation rate employment population ratio increase june,0
14,2020-07-29,initial claims unemployment insurance benefits continued decrease net middle july pace declines slowed recent weeks,initial claim unemployment insurance benefit continued decrease net middle july pace decline slow recent week,0
15,2020-07-29,addition weekly estimates private sector payrolls constructed board staff using data provided payroll processor adp along high frequency measuressuch employment small businesses job postingssuggested employment gains slowed since mid june likely still strong,addition weekly estimate private sector payroll construct board staff use data provide payroll processor adp along high frequency measuressuch employment small business job postingssuggested employment gain slow since mid june likely still strong,0
16,2020-07-29,total pce price inflation ,total pce price inflation,0
17,2020-07-29, percent  months ending may reflecting weak aggregate demand considerable drop consumer energy prices,percent month end may reflect weak aggregate demand considerable drop consumer energy price,0
18,2020-07-29,core pce price inflation excludes changes consumer food energy prices ,core pce price inflation excludes change consumer food energy price,0
19,2020-07-29,contrast trimmed mean measure month pce price inflation constructed federal reserve bank dallas ,contrast trim mean measure month pce price inflation construct federal reserve bank dallas,0
20,2020-07-29,consumer price index cpi increased ,consumer price index cpi increase,0
21,2020-07-29, percent  months ending june core cpi inflation ,percent month end june core cpi inflation,0
22,2020-07-29,monthly basis available data indicated consumer pricesas measured pce price index may cpi junehad turned fallen march april rebound evident many price categories affected social distancing measures,monthly basis available data indicate consumer pricesas measure pce price index may cpi junehad turn fall march april rebound evident many price category affected social distance measure,0
23,2020-07-29,recent readings survey based measures longer run inflation expectations little changed balance,recent reading survey base measure longer run inflation expectation little change balance,0
