,Date,Original,Corpus,Class
0,2005-08-09,information received meeting suggested final demand expanded solid pace second quarter led surge net exports another robust gain residential investment business investment consumer spending rose moderate rates,information receive meeting suggest final demand expand solid pace second quarter lead surge net export another robust gain residential investment business investment consumer spending rise moderate rate,0
1,2005-08-09,labor market continued improve gradually june july,labor market continued improve gradually june july,0
2,2005-08-09,core cpi pce prices decelerated recent months notable increases earlier year,core cpi pce price decelerate recent month notable increase earlier year,0
3,2005-08-09,crude oil prices continued rise reaching record levels nominal terms intermeeting period,crude oil price continued rise reach record level nominal term intermeeting period,0
4,2005-08-09,payroll employment grew june july pace roughly par preceding six months,payroll employment grow june july pace roughly par precede six month,0
5,2005-08-09,hiring services construction sectors remained strong manufacturing sector posted small job losses,hire service construction sector remain strong manufacturing sector post small job loss,0
6,2005-08-09,employment increasing average workweek production nonsupervisory workers unchanged two months aggregate hours continued firm,employment increase average workweek production nonsupervisory worker unchanged two month aggregate hour continued firm,0
7,2005-08-09,unemployment rate dipped ,unemployment rate dipped,0
8,2005-08-09,initial claims unemployment insurance remained low levels,initial claim unemployment insurance remain low level,0
9,2005-08-09,motor vehicle production also rose good bit pace production growth high tech sector sluggish reflecting decline output communications equipment,motor vehicle production also rise good bit pace production growth high tech sector sluggish reflect decline output communication equipment,0
10,2005-08-09,real personal consumption expenditures increased moderate pace second quarter buoyed surge purchases motor vehicles appeared due largely extension automaker employee discount program general public,real personal consumption expenditure increase moderate pace second quarter buoyed surge purchase motor vehicle appear due largely extension automaker employee discount program general public,0
11,2005-08-09,excluding spending motor vehicles growth real personal consumption expenditures slowed slightly second quarter,exclude spending motor vehicle growth real personal consumption expenditure slow slightly second quarter,0
12,2005-08-09,mortgage rates remained low house prices apparently continued rise briskly,mortgage rate remain low house price apparently continued rise briskly,0
13,2005-08-09,business spending equipment software posted solid increase second quarter boosted surge outlays transportation equipment,business spending equipment software post solid increase second quarter boost surge outlay transportation equipment,0
14,2005-08-09,excluding volatile component business spending equipment software decelerated markedly second quarter,exclude volatile component business spending equipment software decelerate markedly second quarter,0
15,2005-08-09,spending nonresidential construction remained subdued,spending nonresidential construction remain subdue,0
16,2005-08-09,nonetheless fundamentals appeared continue support business investment user cost capital still low corporations experiencing strong cash flows holding ample liquid assets,nonetheless fundamental appear continue support business investment user cost capital still low corporation experience strong cash flow hold ample liquid asset,0
17,2005-08-09,gdp growth number major foreign industrial economies appeared slowed bit second quarter,gdp growth number major foreign industrial economy appear slow bit second quarter,0
18,2005-08-09,consumer prices unchanged june posting notable increases earlier year,consumer price unchanged june post notable increase earlier year,0
19,2005-08-09,consumer energy prices reversed small part previous run up core consumer inflation remained low,consumer energy price reverse small part previous run up core consumer inflation remain low,0
20,2005-08-09,producer price index unchanged june,producer price index unchanged june,0
21,2005-08-09,annual revisions national income product accounts released early august included substantial upward revision core pce inflation  ,annual revision national income product account release early august include substantial upward revision core pce inflation,0
