,Date,Original,Corpus,Class
0,2006-08-08,information reviewed meeting suggested growth economic activity second quarter slowed rapid pace first quarter,information review meeting suggest growth economic activity second quarter slow rapid pace first quarter,0
1,2006-08-08,consumer spending business investment decelerated posting substantial increases first quarter,consumer spending business investment decelerate post substantial increase first quarter,0
2,2006-08-08,demand labor moderated hiring recent months pace earlier year,demand labor moderate hire recent month pace earlier year,0
3,2006-08-08,consumer price inflation remained elevated july reflecting increases energy prices shelter costs,consumer price inflation remain elevate july reflect increase energy price shelter cost,0
4,2006-08-08,establishments professional business services continued add jobs roughly pace earlier year,establishment professional business service continued add job roughly pace earlier year,0
5,2006-08-08,unemployment rate rose ,unemployment rate rise,0
6,2006-08-08,mining sector includes oil natural gas extraction expanded solidly june although average growth second quarter first quarter part recovery disruptions caused last yearhurricanes neared completion,mining sector include oil natural gas extraction expand solidly june although average growth second quarter first quarter part recovery disruption cause last yearhurricanes near completion,0
7,2006-08-08,growth consumer spending slowed considerably second quarter surge purchases around turn year,growth consumer spending slow considerably second quarter surge purchase around turn year,0
8,2006-08-08,spending goods excluding motor vehicles posted modest increase june remaining flat average previous four months,spending good exclude motor vehicle post modest increase june remain flat average previous four month,0
9,2006-08-08,although nominal wages salaries rose briskly first half year gains real disposable income held rising consumer prices,although nominal wage salary rise briskly first half year gain real disposable income held rise consumer price,0
10,2006-08-08,past gains household wealth particularly home prices supported consumer spending higher interest rates energy prices likely restraining influence,past gain household wealth particularly home price support consumer spending high interest rate energy price likely restrain influence,0
11,2006-08-08,available measures house prices indicated price increases moderated past four quarters,available measure house price indicate price increase moderate past four quarter,0
12,2006-08-08,surging first quarter real spending equipment software edged second quarter,surge first quarter real spending equipment software edge second quarter,0
13,2006-08-08,spending high tech equipment software declined well,spending high tech equipment software decline well,0
14,2006-08-08,outlays drilling mining structures continued climb response high energy prices spending office construction edged vacancy rates continued trend down,outlay drilling mining structure continued climb response high energy price spending office construction edge vacancy rate continued trend down,0
15,2006-08-08,overall economic fundamentals business sentiment continued support increased investment,overall economic fundamental business sentiment continued support increase investment,0
16,2006-08-08,import growth heavily concentrated oil reflecting higher prices quantities categories imports fell balance,import growth heavily concentrate oil reflect high price quantity category import fell balance,0
17,2006-08-08,expansion economic activity advanced foreign economies appeared continue second quarter pace roughly comparable first quarter net,expansion economic activity advanced foreign economy appear continue second quarter pace roughly comparable first quarter net,0
18,2006-08-08,incoming data second quarter pointed pickup economic growth euro area japan indicated growth slowed somewhat canada,incoming data second quarter point pickup economic growth euro area japan indicate growth slow somewhat canada,0
19,2006-08-08,recent economic indicators developing economies mixed but general suggested moderation growth rapid first quarter pace,recent economic indicator develop economy mixed but general suggest moderation growth rapid first quarter pace,0
20,2006-08-08,headline inflation continued move up balance recent months consumer prices increased faster pace second quarter previous twelve months,headline inflation continued move up balance recent month consumer price increase faster pace second quarter previous twelve month,0
21,2006-08-08,consumer energy prices declining slightly june surged second quarter net,consumer energy price decline slightly june surge second quarter net,0
22,2006-08-08,core consumer prices also continued rise boosted acceleration shelter costs particularly owner occupied residences pass energy cost increases,core consumer price also continued rise boost acceleration shelter cost particularly owner occupy residence pas energy cost increase,0
23,2006-08-08,higher oil prices showed producer prices variety energy intensive intermediate goods,high oil price show producer price variety energy intensive intermediate good,0
24,2006-08-08,rising import prices higher domestic rates capacity utilization strong global demand materials factors underlying acceleration core prices intermediate materials,rise import price high domestic rate capacity utilization strong global demand material factor underlie acceleration core price intermediate material,0
25,2006-08-08,price crude oil increased intermeeting period strong weather related demand caused price natural gas rise considerably,price crude oil increase intermeeting period strong weather related demand cause price natural gas rise considerably,0
