,Date,Original,Corpus,Class
0,2008-08-05,mr struckmeyer deputy staff director office staff director management board governors,mr struckmeyer deputy staff director office staff director management board governor,0
1,2008-08-05,mr sill economic advisor federal reserve bank philadelphia,mr sill economic advisor federal reserve bank philadelphia,0
2,2008-08-05,information reviewed august meeting indicated economy expanded moderate pace second quarter recent financial market developments highlighted stresses economy faced going forward,information review august meeting indicate economy expand moderate pace second quarter recent financial market development highlight stress economy face go forward,0
3,2008-08-05,consumer business spending recorded gains second quarter net exports contributed importantly rise real gross domestic product gdp,consumer business spending record gain second quarter net export contribute importantly rise real gross domestic product gdp,0
4,2008-08-05,however residential construction continued fall sharply labor market weakened further industrial production declined,however residential construction continued fall sharply labor market weaken far industrial production decline,0
5,2008-08-05,core consumer price inflation remained relatively stable headline inflation elevated result large increases food energy prices,core consumer price inflation remain relatively stable headline inflation elevate result large increase food energy price,0
6,2008-08-05,labor demand continued contract july,labor demand continued contract july,0
7,2008-08-05,private nonfarm payroll employment fell july pace bit less average monthly rate first six months year,private nonfarm payroll employment fell july pace bit less average monthly rate first six month year,0
8,2008-08-05,industry pattern job losses roughly similar earlier year although july report showed smaller decline construction earlier,industry pattern job loss roughly similar earlier year although july report show small decline construction earlier,0
9,2008-08-05,nonbusiness services include health education remained notable source net additions employment,nonbusiness service include health education remain notable source net addition employment,0
10,2008-08-05,unemployment rate rose july  percentage point level year earlier labor force participation rate unchanged,unemployment rate rise july percentage point level year earlier labor force participation rate unchanged,0
11,2008-08-05,ratio wealth income likely declined second quarter equity prices declined balance house prices continued fall,ratio wealth income likely decline second quarter equity price decline balance house price continued fall,0
12,2008-08-05,house prices remained downward trajectory,house price remain downward trajectory,0
13,2008-08-05,business sector real spending equipment software declined second quarter outlays transportation equipment dropped sharply,business sector real spending equipment software decline second quarter outlay transportation equipment drop sharply,0
14,2008-08-05,spending computers software rose moderate rate second quarter outlays equipment improved bit last quarter declined preceding two quarters,spending computer software rise moderate rate second quarter outlay equipment improve bit last quarter decline precede two quarter,0
15,2008-08-05,contrast value petroleum imports fell back despite higher prices imports automotive products also fell,contrast value petroleum import fell back despite high price import automotive product also fell,0
