,Date,Original,Corpus,Class
0,2006-03-28,information reviewed meeting suggested economic activity expanding strongly first quarter,information review meeting suggest economic activity expand strongly first quarter,0
1,2006-03-28,consumer spending track rise robust pace business purchases equipment software picked appreciably,consumer spending track rise robust pace business purchase equipment software picked appreciably,0
2,2006-03-28,warm weather boosted housing construction january february although sales new homes dropped back house prices decelerated slightly,warm weather boost housing construction january february although sale new home drop back house price decelerate slightly,0
3,2006-03-28,headline consumer price inflation jumped january moderated february energy prices moved down,headline consumer price inflation jumped january moderate february energy price move down,0
4,2006-03-28,core inflation remained contained,core inflation remain contain,0
5,2006-03-28,labor demand continued increase first two months  private nonfarm payroll employment showed large gains january february,labor demand continued increase first two month private nonfarm payroll employment show large gain january february,0
6,2006-03-28,favorable weather conditions employment growth especially brisk construction sector,favorable weather condition employment growth especially brisk construction sector,0
7,2006-03-28,unemployment rate continued decline averaged  percent first two months year,unemployment rate continued decline average percent first two month year,0
8,2006-03-28,several labor market indicators also signaled tightening labor market conditions,several labor market indicator also signal tighten labor market condition,0
9,2006-03-28,consumer spending appeared rebounded strongly first quarter,consumer spending appear rebound strongly first quarter,0
10,2006-03-28,motor vehicle purchases bounced back late  early  sluggish pace followed end past summer employee pricing programs,motor vehicle purchase bounce back late early sluggish pace follow end past summer employee pricing program,0
11,2006-03-28,excluding motor vehicles consumption spending robust supported continuing improvement labor market advances wage salary income,exclude motor vehicle consumption spending robust support continue improvement labor market advance wage salary income,0
12,2006-03-28,annual raise pay federal employees cost living adjustments social security benefits transfer programs initiation medicare prescription drug plan boosted level personal disposable income january,annual raise pay federal employee cost living adjustment social security benefit transfer program initiation medicare prescription drug plan boost level personal disposable income january,0
13,2006-03-28,consumption likely supported also ongoing increases home prices gains stock market,consumption likely support also ongoing increase home price gain stock market,0
14,2006-03-28,consumer confidence measured surveys remained consistent moderate increases consumer spending,consumer confidence measure survey remain consistent moderate increase consumer spending,0
15,2006-03-28,house price appreciation appeared slowed rapid pace summer price increases new existing homes remained well within elevated range prevailed recent years,house price appreciation appear slow rapid pace summer price increase new exist home remain well within elevate range prevail recent year,0
16,2006-03-28,fundamentals underlying capital spending continued supportive business sector output expanded briskly firms remained flush funds relative price declines high tech equipment continued push user cost,fundamental underlie capital spending continued supportive business sector output expand briskly firm remain flush fund relative price decline high tech equipment continued push user cost,0
17,2006-03-28,although vacancy rates nonresidential properties well peaks reached first quarter  real spending new construction yet gain traction,although vacancy rate nonresidential property well peak reach first quarter real spending new construction yet gain traction,0
18,2006-03-28,much increase reflected rising prices goods held real inventory accumulation subdued,much increase reflect rise price good held real inventory accumulation subdue,0
19,2006-03-28,real gdp growth foreign industrial economies mixed fourth quarter economic activity slowed euro area canada japanese economy expanded briskly growth united kingdom firmed,real gdp growth foreign industrial economy mixed fourth quarter economic activity slow euro area canada japanese economy expand briskly growth united kingdom firm,0
20,2006-03-28,recent indicators economic activity developing economies generally quite positive,recent indicator economic activity develop economy generally quite positive,0
21,2006-03-28,readings core consumer price inflation favorable recent months,reading core consumer price inflation favorable recent month,0
22,2006-03-28,nonetheless overall consumer price index edged february registering large increase january driven mostly spike energy prices,nonetheless overall consumer price index edge february register large increase january driven mostly spike energy price,0
23,2006-03-28,prices food core items recorded modest increases february energy prices fell back amid increases oil inventories unseasonably mild temperatures since latter part december,price food core item record modest increase february energy price fell back amid increase oil inventory unseasonably mild temperature since latter part december,0
24,2006-03-28,weekly data march however indicated gasoline prices rose sharply,weekly data march however indicate gasoline price rise sharply,0
25,2006-03-28,prices capital equipment inched february substantial gain january,price capital equipment inched february substantial gain january,0
26,2006-03-28,nevertheless prices capital equipment decelerated past twelve months,nevertheless price capital equipment decelerate past twelve month,0
27,2006-03-28,higher energy prices still seemed passing prices number core intermediate materials although increases moderate observed immediate aftermath hurricanes last autumn,high energy price still seem passing price number core intermediate material although increase moderate observe immediate aftermath hurricane last autumn,0
28,2006-03-28,increase employment cost index fourth quarter  relatively modest,increase employment cost index fourth quarter relatively modest,0
29,2006-03-28,preliminary survey measures short term inflation expectations march edged up longer term measures remained steady,preliminary survey measure short term inflation expectation march edge up longer term measure remain steady,0
30,2006-03-28,accompanying statement committee indicated that although recent economic data uneven expansion economic activity appeared solid,accompany statement committee indicate that although recent economic data uneven expansion economic activity appear solid,0
31,2006-03-28,core inflation stayed relatively low recent months longer term inflation expectations remained contained,core inflation stayed relatively low recent month longer term inflation expectation remain contain,0
32,2006-03-28,nevertheless committee noted possible increases resource utilization well elevated energy prices potential add inflation pressures,nevertheless committee note possible increase resource utilization well elevate energy price potential add inflation pressure,0
33,2006-03-28,circumstances committee judged policy firming may needed keep risks attainment sustainable economic growth price stability roughly balance reiterated would respond changes economic prospects needed foster objectives,circumstance committee judged policy firm may need keep risk attainment sustainable economic growth price stability roughly balance reiterate would respond change economic prospect need foster objective,0
34,2006-03-28,policy expectations yields treasury coupon securities subsequently firmed net intermeeting period incoming data indicated robust economic growth united states strengthening expansion abroad,policy expectation yield treasury coupon security subsequently firm net intermeeting period incoming data indicate robust economic growth united state strengthen expansion abroad,0
35,2006-03-28,broad stock market indexes modestly higher amid favorable economic news lower oil prices trade weighted foreign exchange value dollar appreciated slightly period,broad stock market index modestly high amid favorable economic news low oil price trade weight foreign exchange value dollar appreciate slightly period,0
36,2006-03-28,growth domestic nonfinancial sector debt appeared moderated bit first quarter robust pace fourth quarter ,growth domestic nonfinancial sector debt appear moderate bit first quarter robust pace fourth quarter,0
37,2006-03-28,net issuance corporate bonds expansion business loans commercial banks abated february early march robust growth january commercial paper outstanding flat first quarter,net issuance corporate bond expansion business loan commercial bank abate february early march robust growth january commercial paper outstanding flat first quarter,0
38,2006-03-28,staff forecast prepared meeting showed real gdp expanding briskly current quarter,staff forecast prepared meeting show real gdp expand briskly current quarter,0
39,2006-03-28,economic growth expected moderate later year,economic growth expect moderate later year,0
