,Date,Original,Corpus,Class
0,2012-10-24,thresholds forward guidance staff presentation focused potential effects using specific threshold values inflation unemployment rate provide forward guidance regarding timing initial increase federal funds rate,threshold forward guidance staff presentation focus potential effect use specific threshold value inflation unemployment rate provide forward guidance regard timing initial increase federal fund rate,0
1,2012-10-24,presentation reviewed simulations staff macroeconomic model illustrate implications policy economy announcing various threshold values would need attained federal open market committee fomc would consider increasing target federal funds rate,presentation review simulation staff macroeconomic model illustrate implication policy economy announce various threshold value would need attain federal open market committee fomc would consider increase target federal fund rate,0
2,2012-10-24,participants generally favored use economic variables place conjunction calendar date committee forward guidance offered different views whether quantitative qualitative thresholds would effective,participant generally favor use economic variable place conjunction calendar date committee forward guidance offer different view whether quantitative qualitative threshold would effective,0
3,2012-10-24,many participants view adopting quantitative thresholds could right conditions help committee clearly communicate thinking likely timing eventual increase federal funds rate would shift response unanticipated changes economic conditions outlook,many participant view adopt quantitative threshold could right condition help committee clearly communicate think likely timing eventual increase federal fund rate would shift response unanticipated change economic condition outlook,0
4,2012-10-24,accordingly thresholds could increase probability market reactions economic developments would move longer term interest rates manner consistent committee view regarding likely future path short term rates,accordingly threshold could increase probability market reaction economic development would move longer term interest rate manner consistent committee view regard likely future path short term rate,0
5,2012-10-24,several participants concerned quantitative thresholds could confuse public giving impression fomc focuses small number economic variables setting monetary policy committee fact uses wide range information,several participant concerned quantitative threshold could confuse public give impression fomc focus small number economic variable set monetary policy committee fact us wide range information,0
6,2012-10-24,issues included whether specify thresholds terms realized projected values inflation unemployment rate and either case values thresholds would best balance committee objectives promoting maximum employment price stability,issue include whether specify threshold term realize project value inflation unemployment rate and either case value threshold would best balance committee objective promote maximum employment price stability,0
7,2012-10-24,another open question whether supplement thresholds expressed terms unemployment rate inflation additional indicators economic financial conditions might signal need either raise federal funds rate threshold crossed delay well afterward,another open question whether supplement threshold express term unemployment rate inflation additional indicator economic financial condition might signal need either raise federal fund rate threshold cross delay well afterward,0
8,2012-10-24,noted guidance could significant effects financial conditions economy,note guidance could significant effect financial condition economy,0
9,2012-10-24,conclusion discussion chairman asked staff provide additional background material taking account range participants views,conclusion discussion chairman ask staff provide additional background material take account range participant view,0
10,2012-10-24,staff review economic situation information reviewed october   meeting suggested economic activity continued increase moderate pace recent months,staff review economic situation information review october meeting suggest economic activity continued increase moderate pace recent month,0
11,2012-10-24,unemployment rate declined still elevated,unemployment rate decline still elevate,0
12,2012-10-24,consumer price inflation picked up reflecting higher consumer energy costs longer run inflation expectations remained stable,consumer price inflation picked up reflect high consumer energy cost longer run inflation expectation remain stable,0
13,2012-10-24,private nonfarm employment expanded modestly september government employment increased,private nonfarm employment expand modestly september government employment increase,0
14,2012-10-24,unemployment rate fell ,unemployment rate fell,0
15,2012-10-24, percent labor force participation rate rose slightly,percent labor force participation rate rise slightly,0
16,2012-10-24,share workers employed part time economic reasons increased somewhat continued elevated rate long duration unemployment edged remained high,share worker employ part time economic reason increase somewhat continued elevate rate long duration unemployment edge remain high,0
17,2012-10-24,indicators labor market conditions surveys firms job openings hiring plans initial claims unemployment insurance not show decided improvement intermeeting period,indicator labor market condition survey firm job opening hire plan initial claim unemployment insurance not show decide improvement intermeeting period,0
18,2012-10-24,recent data factors tend support household spending mixed,recent data factor tend support household spending mixed,0
19,2012-10-24,real disposable income declined august largely reflecting effect higher consumer energy prices,real disposable income decline august largely reflect effect high consumer energy price,0
20,2012-10-24,contrast consumer sentiment rose september early october continued modest increases house prices added households net worth,contrast consumer sentiment rise september early october continued modest increase house price add household net worth,0
21,2012-10-24,forward looking indicators subdued readings surveys business conditions capital spending plans also pointed toward roughly flat real expenditures business equipment near term,forward look indicator subdue reading survey business condition capital spending plan also point toward roughly flat real expenditure business equipment near term,0
22,2012-10-24,nominal business spending new nonresidential construction decreased august,nominal business spending new nonresidential construction decrease august,0
23,2012-10-24,farm sector however drought conditions likely reduced inventory accumulation last quarter subtracted overall economic growth,farm sector however drought condition likely reduce inventory accumulation last quarter subtract overall economic growth,0
24,2012-10-24,real federal government purchases appeared edge third quarter data nominal federal spending august september pointed slight increase real defense expenditures,real federal government purchase appear edge third quarter data nominal federal spending august september point slight increase real defense expenditure,0
25,2012-10-24,state local government payrolls expanded nominal construction spending continued decline recent months,state local government payroll expand nominal construction spending continued decline recent month,0
26,2012-10-24,consumer prices picked august september primarily reflecting sharp increases retail gasoline prices,consumer price picked august september primarily reflect sharp increase retail gasoline price,0
27,2012-10-24,however survey data indicated retail gasoline prices flat early october,however survey data indicate retail gasoline price flat early october,0
28,2012-10-24,consumer food prices rose modestly recent months,consumer food price rise modestly recent month,0
29,2012-10-24,somewhat better expected crop harvest caused spot futures prices farm commodities retrace rise summer however farm commodity prices remained elevated continued point toward temporary upward pressures retail food prices later year,somewhat well expect crop harvest cause spot future price farm commodity retrace rise summer however farm commodity price remain elevate continued point toward temporary upward pressure retail food price later year,0
30,2012-10-24,increases consumer prices excluding food energy subdued august september,increase consumer price exclude food energy subdue august september,0
31,2012-10-24,near term inflation expectations thomson reutersuniversity michigan surveys consumers declined september early october longer term inflation expectations survey moved near lower end narrow range remained time,near term inflation expectation thomson reutersuniversity michigan survey consumer decline september early october longer term inflation expectation survey move near low end narrow range remain time,0
32,2012-10-24,available measures labor compensation indicated increases nominal wages stayed relatively modest,available measure labor compensation indicate increase nominal wage stayed relatively modest,0
