,Date,Original,Corpus,Class
0,2004-03-16,information reviewed meeting suggested economic activity continued expand solid pace early ,information review meeting suggest economic activity continued expand solid pace early,0
1,2004-03-16,consumer spending growth appeared picked somewhat activity housing market remained high levels,consumer spending growth appear picked somewhat activity housing market remain high level,0
2,2004-03-16,business sector spending equipment software apparently advancing vigorously firms adding modestly inventories,business sector spending equipment software apparently advance vigorously firm add modestly inventory,0
3,2004-03-16,still increases economic activity not yet generated sizable gains employment,still increase economic activity not yet generate sizable gain employment,0
4,2004-03-16,core consumer price inflation remained low expectations future inflation continued subdued,core consumer price inflation remain low expectation future inflation continued subdue,0
5,2004-03-16,january february employment reports depicted labor market slow pick momentum,january february employment report depict labor market slow pick momentum,0
6,2004-03-16,employment manufacturing sector fallen continually three years essentially unchanged february employment sectors showed mixed changes,employment manufacturing sector fall continually three year essentially unchanged february employment sector show mixed change,0
7,2004-03-16,despite weakness employment unemployment rate january february came fourth quarter level,despite weakness employment unemployment rate january february come fourth quarter level,0
8,2004-03-16,consumer spending growth recent months appeared pick somewhat pace fourth quarter ,consumer spending growth recent month appear pick somewhat pace fourth quarter,0
9,2004-03-16,retail sales rose briskly average january february spending services january the recent month data available,retail sale rise briskly average january february spending service january the recent month data available,0
10,2004-03-16,overall expenditures supported sizable gains real disposable personal income increases household wealth owing rising home equity prices,overall expenditure support sizable gain real disposable personal income increase household wealth owe rise home equity price,0
11,2004-03-16,disposable income boosted significant growth private wages salaries drop taxes due lower final payments higher refunds associated last year tax cut,disposable income boost significant growth private wage salary drop tax due low final payment high refund associate last year tax cut,0
12,2004-03-16,home prices continued rise briskly,home price continued rise briskly,0
13,2004-03-16,spending capital goods advanced vigorous pace fourth quarter appeared continuing growth early year,spending capital good advanced vigorous pace fourth quarter appear continue growth early year,0
14,2004-03-16,spending businesses supported increases sales continuation strong cash flows low user cost capital,spending business support increase sale continuation strong cash flow low user cost capital,0
15,2004-03-16,case time real spending private nonresidential structures languished vacancies industrial buildings office properties high levels,case time real spending private nonresidential structure languish vacancy industrial building office property high level,0
16,2004-03-16,recent data suggested economic activity major foreign industrial countries strengthened outside euro area notably including sizable jump japan output fourth quarter,recent data suggest economic activity major foreign industrial country strengthen outside euro area notably include sizable jump japan output fourth quarter,0
17,2004-03-16,growth euro area remained tepid,growth euro area remain tepid,0
18,2004-03-16,core consumer price inflation stayed low early ,core consumer price inflation stayed low early,0
19,2004-03-16,twelve months ending january increase core consumer prices around  percent  percentage point increase preceding twelve months,twelve month end january increase core consumer price around percent percentage point increase precede twelve month,0
20,2004-03-16,total consumer price inflation however boosted january surge energy prices,total consumer price inflation however boost january surge energy price,0
21,2004-03-16,incoming information trends labor costs mixed,incoming information trend labor cost mixed,0
22,2004-03-16,contrast employment cost index hourly compensation private industry grew bit faster twelve months ending december year earlier period,contrast employment cost index hourly compensation private industry grow bit faster twelve month end december year earlier period,0
23,2004-03-16,committee also retained assessment upside downside risks attainment sustainable growth roughly equal well judgment probability unwelcome fall inflation diminished almost equal rise inflation,committee also retain assessment upside downside risk attainment sustainable growth roughly equal well judgment probability unwelcome fall inflation diminish almost equal rise inflation,0
24,2004-03-16,inflation low resource use slack committee saw no need tightening policy near future,inflation low resource use slack committee saw no need tighten policy near future,0
25,2004-03-16,however provide additional flexibility adjust monetary policy later date action deemed appropriate given economic developments committee removed post meeting statement explicit reference considerable period substituted statement conveyed sense could patient removing policy accommodation,however provide additional flexibility adjust monetary policy later date action deem appropriate give economic development committee remove post meeting statement explicit reference considerable period substitute statement conveyed sense could patient remove policy accommodation,0
26,2004-03-16,balance intermeeting period however chairman testimony monetary policy data nonfarm payroll employment weakish cast persuaded investors policy tightening still ways off,balance intermeeting period however chairman testimony monetary policy data nonfarm payroll employment weakish cast persuade investor policy tighten still way off,0
27,2004-03-16,yields inflation indexed securities also fell leaving measures inflation compensation little changed,yield inflation indexed security also fell leave measure inflation compensation little change,0
28,2004-03-16,yields investment grade bonds generally moved tandem treasuries intermeeting period spreads high yield bonds widened investors reassessed credit risks light negative tone incoming economic data,yield investment grade bond generally move tandem treasury intermeeting period spread high yield bond widen investor reassess credit risk light negative tone incoming economic data,0
29,2004-03-16,disappointing employment data renewed concerns terrorism contributed decline broad equity price indexes,disappoint employment data renew concern terrorism contribute decline broad equity price index,0
30,2004-03-16,effects mortgage refinancing depressed growth second half last year appeared wane allowing expansion nominal income show growth,effect mortgage refinance depressed growth second half last year appear wane allow expansion nominal income show growth,0
31,2004-03-16,staff forecast prepared meeting indicated economic activity would continue expand solid pace ,staff forecast prepared meeting indicate economic activity would continue expand solid pace,0
32,2004-03-16,monetary policy expected support growth projection period fiscal policy anticipated remain accommodative ,monetary policy expect support growth projection period fiscal policy anticipate remain accommodative,0
33,2004-03-16,addition structural productivity growth projected remain substantial year next,addition structural productivity growth project remain substantial year next,0
34,2004-03-16,strong advances real disposable income expected keep consumer spending solid upward trajectory,strong advance real disposable income expect keep consumer spending solid upward trajectory,0
35,2004-03-16,business spending equipment software seen increasing briskly result sizable profits improving outlook demand continued favorable financing conditions,business spending equipment software see increase briskly result sizable profit improve outlook demand continued favorable financing condition,0
36,2004-03-16,pace economic expansion forecasted sufficient reduce resource slack year next although employment data received intermeeting period indicated process would begin higher rate unused resources previously expected,pace economic expansion forecast sufficient reduce resource slack year next although employment data receive intermeeting period indicate process would begin high rate unused resource previously expect,0
37,2004-03-16,core inflation projected remain low forecast period,core inflation project remain low forecast period,0
38,2004-03-16,committee discussion current prospective economic developments members noted overall economic activity still seemed increasing solid pace though perhaps not quite quickly members anticipated time january meeting,committee discussion current prospective economic development member note overall economic activity still seem increase solid pace though perhaps not quite quickly member anticipate time january meeting,0
39,2004-03-16,investment spending continued advance manufacturing sector lagged rest economy earlier expansion extended recent gains,investment spending continued advance manufacturing sector lag rest economy earlier expansion extend recent gain,0
40,2004-03-16,residential construction activity somewhat high levels posted late last year increases household wealth effects last year tax cuts continued buoy consumer spending,residential construction activity somewhat high level post late last year increase household wealth effect last year tax cut continued buoy consumer spending,0
41,2004-03-16,despite gains spending production however employment growth disappointing,despite gain spending production however employment growth disappoint,0
42,2004-03-16,job losses moderated hiring yet strengthen holding net increases employment,job loss moderate hire yet strengthen hold net increase employment,0
43,2004-03-16,nonetheless breadth expansion seen providing considerable assurance sustainability committee members generally expected accommodative monetary policy favorable financial market conditions and least near term fiscal stimulus would continue foster pace output growth exceeded potential,nonetheless breadth expansion see provide considerable assurance sustainability committee member generally expect accommodative monetary policy favorable financial market condition and least near term fiscal stimulus would continue foster pace output growth exceed potential,0
44,2004-03-16,although economic slack likely would declining expected little higher previously anticipated,although economic slack likely would decline expect little high previously anticipate,0
45,2004-03-16,prices energy commodities non oil imports rising however business contacts reported seeing return pricing power,price energy commodity non oil import rise however business contact report see return pricing power,0
46,2004-03-16,balance inflation expected remain near current low level,balance inflation expect remain near current low level,0
47,2004-03-16,discussion economic developments across nation number committee members noted slippage business consumer confidence high levels reached late last year,discussion economic development across nation number committee member note slippage business consumer confidence high level reach late last year,0
48,2004-03-16,business contacts regions remained optimistic prospects sales planned increase investment and cases employment firms parts country become somewhat uncertain pace expansion going forward,business contact region remain optimistic prospect sale plan increase investment and case employment firm part country become somewhat uncertain pace expansion go forward,0
49,2004-03-16,financial markets also seemed little less positive outlook stock prices lower risk spreads wider time last meeting,financial market also seem little less positive outlook stock price low risk spread wider time last meeting,0
50,2004-03-16,reasons reduced optimism not entirely clear may included higher energy commodity prices well renewed concerns terrorism,reason reduce optimism not entirely clear may include high energy commodity price well renew concern terrorism,0
51,2004-03-16,members also pointed persistent weakness employment might seen reducing odds household spending would continue expand briskly stimulative effects tax cuts waned,member also point persistent weakness employment might see reduce odds household spending would continue expand briskly stimulative effect tax cut wan,0
52,2004-03-16,lingering business caution likely accounted good deal lag job creation members also pointed number factors might restraining hiring including ongoing opportunities increase efficiency organizational changes new investments effects labor costs increases costs benefits and selected industries regions shortage job candidates appropriate skills,linger business caution likely account good deal lag job creation member also point number factor might restrain hire include ongoing opportunity increase efficiency organizational change new investment effect labor cost increase cost benefit and select industry region shortage job candidate appropriate skill,0
53,2004-03-16,extent duration resulting restraint hiring difficult assess however committee continued expect employment growth pick expansion progressed,extent duration result restraint hire difficult ass however committee continued expect employment growth pick expansion progress,0
54,2004-03-16,comments demand key sectors economy members indicated investment spending continued expand robust pace,comment demand key sector economy member indicate investment spending continued expand robust pace,0
55,2004-03-16,members anticipated vigorous growth investment outlays going forward supported rapid productivity growth high profits cash flow accommodative financial markets,member anticipate vigorous growth investment outlay go forward support rapid productivity growth high profit cash flow accommodative financial market,0
56,2004-03-16,despite generally upbeat assessment number members reported firms investing primarily replace old equipment reduce costs remained hesitant expand capacity,despite generally upbeat assessment number member report firm invest primarily replace old equipment reduce cost remain hesitant expand capacity,0
57,2004-03-16,reports contacts suggested speculative forces might boosting housing demand parts country concomitant effects prices suggesting possibility house prices might moving high end range could consistent fundamentals,report contact suggest speculative force might boost housing demand part country concomitant effect price suggest possibility house price might move high end range could consistent fundamental,0
58,2004-03-16,consumer spending outside auto sector remained strong data retail contacts generally suggesting continued growth sales year,consumer spending outside auto sector remain strong data retail contact generally suggest continued growth sale year,0
59,2004-03-16,committee members noted sales bolstered rising asset prices effects last year tax cuts refunds final payments,committee member note sale bolster rise asset price effect last year tax cut refund final payment,0
60,2004-03-16,looking forward gains employment pass higher productivity wages salaries also expected boost consumer spending even stimulus growth tax cuts faded increases home equity prices likely slowed rapid pace recent quarters,look forward gain employment pas high productivity wage salary also expect boost consumer spending even stimulus growth tax cut fade increase home equity price likely slow rapid pace recent quarter,0
61,2004-03-16,committee anticipated government spending would provide support aggregate demand going forward,committee anticipate government spending would provide support aggregate demand go forward,0
62,2004-03-16,remarks concerning external sector economy members cited decline value dollar foreign exchange markets since middle last year stronger economic growth many trading partners factors boosting demand exports variety industries,remark concern external sector economy member cite decline value dollar foreign exchange market since middle last year strong economic growth many trading partner factor boost demand export variety industry,0
63,2004-03-16,committee members noted opportunities cut costs led business contacts consider moving production abroad,committee member note opportunity cut cost lead business contact consider move production abroad,0
64,2004-03-16,review outlook prices members generally anticipated core inflation would remain near current low levels output growth gradually eliminating slack labor goods markets strong growth productivity limiting increases unit labor costs,review outlook price member generally anticipate core inflation would remain near current low level output growth gradually eliminate slack labor good market strong growth productivity limit increase unit labor cost,0
65,2004-03-16,members thought core inflation stabilized unlikely move lower,member thought core inflation stabilize unlikely move low,0
66,2004-03-16,increases prices energy commodities non oil imports well reports business contacts higher costs increasingly passed prices suggested downtrend inflation ended,increase price energy commodity non oil import well report business contact high cost increasingly pass price suggest downtrend inflation end,0
67,2004-03-16,moreover if members thought likely productivity growth slowed employment picked up result could reductions slack accompanied higher unit labor costs associated pressures prices,moreover if member thought likely productivity growth slow employment picked up result could reduction slack accompany high unit labor cost associate pressure price,0
68,2004-03-16,members less certain inflation leveled out,member less certain inflation level out,0
69,2004-03-16,recent price trends not clear measures core inflation still declining,recent price trend not clear measure core inflation still decline,0
70,2004-03-16,increases commodity prices remained limited selected industries persistence slack labor product markets core inflation might well edge lower transitory influences ebbed,increase commodity price remain limited select industry persistence slack labor product market core inflation might well edge low transitory influence ebbed,0
