,Date,Original,Corpus,Class
0,2012-12-12,options continuation asset purchases staff reviewed several options purchasing longer term securities planned completion end month maturity extension program,option continuation asset purchase staff review several option purchasing longer term security plan completion end month maturity extension program,0
1,2012-12-12,presentation focused potential effectss economy based part simulations staff macroeconomic model federal reserve balance sheet income continuing buy mbs longer term treasury securities various time frames,presentation focus potential effects economy base part simulation staff macroeconomic model federal reserve balance sheet income continue buy mb longer term treasury security various time frame,0
2,2012-12-12,discussion staff presentation participants asked possible consequences alternative purchase programs expected path federal reserve remittances treasury department indicated need additional consideration implications purchases eventual normalization stance monetary policy size composition federal reserve balance sheet,discussion staff presentation participant ask possible consequence alternative purchase program expect path federal reserve remittance treasury department indicate need additional consideration implication purchase eventual normalization stance monetary policy size composition federal reserve balance sheet,0
3,2012-12-12,staff review economic situation information reviewed december   meeting indicated economic activity continued increase moderate pace recent months,staff review economic situation information review december meeting indicate economic activity continued increase moderate pace recent month,0
4,2012-12-12,employment expanded further unemployment rate declined slightly balance september november still elevated,employment expand far unemployment rate decline slightly balance september november still elevate,0
5,2012-12-12,consumer price inflation slowed consumer energy costs fell measures longer run inflation expectations remained stable,consumer price inflation slow consumer energy cost fell measure longer run inflation expectation remain stable,0
6,2012-12-12,private nonfarm employment increased slightly faster rate october november third quarter government employment decreased somewhat,private nonfarm employment increase slightly faster rate october november third quarter government employment decrease somewhat,0
7,2012-12-12,unemployment rate declined ,unemployment rate decline,0
8,2012-12-12, percent november labor force participation rate month level third quarter,percent november labor force participation rate month level third quarter,0
9,2012-12-12,relatively large share workers employed part time economic reasons trended bit net share long duration unemployment total unemployment essentially flat remained elevated,relatively large share worker employ part time economic reason trend bit net share long duration unemployment total unemployment essentially flat remain elevate,0
10,2012-12-12,indicators firms job openings hiring plans little changed balance,indicator firm job opening hire plan little change balance,0
11,2012-12-12,initial claims unemployment insurance boosted early november effects hurricane sandy returned within weeks level hurricane,initial claim unemployment insurance boost early november effect hurricane sandy return within week level hurricane,0
12,2012-12-12,real personal consumption expenditures rose modest pace third quarter spending declined october likely response part disruptions caused hurricane,real personal consumption expenditure rise modest pace third quarter spending decline october likely response part disruption cause hurricane,0
13,2012-12-12,factors tend influence household spending became less supportive real disposable personal income moved slightly third quarter declined october,factor tend influence household spending become less supportive real disposable personal income move slightly third quarter decline october,0
14,2012-12-12,meanwhile home prices advanced sales existing homes continued expand new home sales little changed,meanwhile home price advanced sale exist home continued expand new home sale little change,0
15,2012-12-12,addition forward looking indicators equipment investment firms surveys business conditions capital spending plans still subdued,addition forward look indicator equipment investment firm survey business condition capital spending plan still subdue,0
16,2012-12-12,real business expenditures nonresidential structures also decreased third quarter although nominal construction spending firms increased october,real business expenditure nonresidential structure also decrease third quarter although nominal construction spending firm increase october,0
17,2012-12-12,real federal government purchases increased markedly third quarter led sharp rise defense spending,real federal government purchase increase markedly third quarter lead sharp rise defense spending,0
18,2012-12-12,however data nominal federal spending october pointed toward decline real defense expenditures fourth quarter,however data nominal federal spending october point toward decline real defense expenditure fourth quarter,0
19,2012-12-12,state local government payrolls decreased net october november nominal construction spending governments edged lower october,state local government payroll decrease net october november nominal construction spending government edge low october,0
20,2012-12-12,consumer prices moved slowly october preceding months primarily small decline energy prices several months large gains,consumer price move slowly october precede month primarily small decline energy price several month large gain,0
21,2012-12-12,moreover survey data indicated retail gasoline prices decreased november,moreover survey data indicate retail gasoline price decrease november,0
22,2012-12-12,consumer food prices rose little faster october effects last summer drought started show retail level,consumer food price rise little faster october effect last summer drought start show retail level,0
23,2012-12-12,increases consumer prices excluding food energy remained subdued,increase consumer price exclude food energy remain subdue,0
