,Date,Original,Corpus,Class
0,2001-12-11,committee turned discussion economic financial outlook conduct monetary policy intermeeting period ahead,committee turn discussion economic financial outlook conduct monetary policy intermeeting period ahead,0
1,2001-12-11,summary economic financial information available time meeting committee discussion provided below,summary economic financial information available time meeting committee discussion provide below,0
2,2001-12-11,information reviewed meeting indicated economic activity continued decline fourth quarter although recent data suggested rate decline might moderating,information review meeting indicate economic activity continued decline fourth quarter although recent data suggest rate decline might moderate,0
3,2001-12-11,labor market conditions worsened further especially manufacturing related industries industrial production fallen october probably also november,labor market condition worsen far especially manufacturing related industry industrial production fall october probably also november,0
4,2001-12-11,however purchases motor vehicles strong months household business spending seemed recovered somewhat sharp september decline,however purchase motor vehicle strong month household business spending seem recover somewhat sharp september decline,0
5,2001-12-11,energy prices moderating noticeably response lower worldwide demand core price inflation remained subdued,energy price moderate noticeably response low worldwide demand core price inflation remain subdue,0
6,2001-12-11,labor market deteriorated substantially october november,labor market deteriorate substantially october november,0
7,2001-12-11,nonfarm payroll employment fell significantly months largest job losses occurring manufacturing help supply services retail trade,nonfarm payroll employment fell significantly month large job loss occur manufacturing help supply service retail trade,0
8,2001-12-11,steep cuts employment also occurred industries directly affected september attacks notably transportation lodging tourism,steep cut employment also occur industry directly affected september attack notably transportation lodge tourism,0
9,2001-12-11,among industries not adversely affected health services continued add workers finance insurance real estate maintained stable employment balance,among industry not adversely affected health service continued add worker finance insurance real estate maintain stable employment balance,0
10,2001-12-11,heavy job losses boosted unemployment rate ,heavy job loss boost unemployment rate,0
11,2001-12-11,purchases motor vehicles surged response aggressive zero rate financing packages offered automakers spending goods made partial recovery september drop,purchase motor vehicle surge response aggressive zero rate financing package offer automaker spending good make partial recovery september drop,0
12,2001-12-11,residential building activity softened somewhat october environment low mortgage rates homebuilding remained relatively high level despite weak labor market sluggish growth personal income,residential building activity soften somewhat october environment low mortgage rate homebuilding remain relatively high level despite weak labor market sluggish growth personal income,0
13,2001-12-11,recent information suggested downward trend business spending durable equipment software might moderating somewhat,recent information suggest downward trend business spending durable equipment software might moderate somewhat,0
14,2001-12-11,although spending industrial structures dropped october outlays office buildings commercial structures picked noticeably,although spending industrial structure drop october outlay office building commercial structure picked noticeably,0
15,2001-12-11,limited available information suggested weakening economic activity foreign industrial countries current quarter indications possible brightening economic outlook period ahead despite sharp decline business confidence aftermath september terrorist attacks,limited available information suggest weaken economic activity foreign industrial country current quarter indication possible brightening economic outlook period ahead despite sharp decline business confidence aftermath september terrorist attack,0
