,Date,Original,Corpus,Class
0,2016-03-16,ensuing discussion question among committee participants noted that view elevated capacity overnight on rrp facility would remain available time being offering term rrps addition rrps would unlikely enhance control federal funds rate quarter end offering term rrps interest rate spread rrps could marginally increase federal reserve interest costs,ensue discussion question among committee participant note that view elevate capacity overnight on rrp facility would remain available time be offering term rrps addition rrps would unlikely enhance control federal fund rate quarter end offering term rrps interest rate spread rrps could marginally increase federal reserve interest cost,0
1,2016-03-16,staff review economic situation information reviewed march   meeting suggested labor market conditions continuing improve first quarter pace expansion real gross domestic product gdp picking somewhat previous quarter,staff review economic situation information review march meeting suggest labor market condition continue improve first quarter pace expansion real gross domestic product gdp pick somewhat previous quarter,0
2,2016-03-16,consumer price inflation still running committee longer run objective  percent restrained part decreases consumer energy prices prices non energy imports,consumer price inflation still run committee longer run objective percent restrain part decrease consumer energy price price non energy import,0
3,2016-03-16,survey based measures longer run inflation expectations little changed balance recent months market based measures inflation compensation remained low,survey base measure longer run inflation expectation little change balance recent month market base measure inflation compensation remain low,0
4,2016-03-16,total nonfarm payroll employment increased january february solid average monthly pace,total nonfarm payroll employment increase january february solid average monthly pace,0
5,2016-03-16,unemployment rate declined ,unemployment rate decline,0
6,2016-03-16, percent january remained level february labor force participation rate employment population ratio increased months,percent january remain level february labor force participation rate employment population ratio increase month,0
7,2016-03-16,share workers employed part time economic reasons edged january february,share worker employ part time economic reason edge january february,0
8,2016-03-16,rates private sector job openings hires quits rose little december,rate private sector job opening hire quits rise little december,0
9,2016-03-16,four week moving average initial claims unemployment insurance benefits moved february early march increasing little january,four week move average initial claim unemployment insurance benefit move february early march increase little january,0
10,2016-03-16,labor compensation continued rise modest pace,labor compensation continued rise modest pace,0
11,2016-03-16,compensation per hour nonfarm business sector increased   percent four quarters  employment cost index rose nearly  percent  months ending december increases similar averages recent years,compensation per hour nonfarm business sector increase percent four quarter employment cost index rise nearly percent month end december increase similar average recent year,0
12,2016-03-16,average hourly earnings employees increased   percent  months ending february  percentage point preceding  months,average hourly earnings employee increase percent month end february percentage point precede month,0
13,2016-03-16,growth real personal consumption expenditures pce appeared pick first quarter,growth real personal consumption expenditure pce appear pick first quarter,0
14,2016-03-16,components nominal retail sales data used bureau economic analysis construct estimate pce little changed net january february spending energy services appeared likely increase somewhat rate sales new light motor vehicles stepped following decline december,component nominal retail sale data use bureau economic analysis construct estimate pce little change net january february spending energy service appear likely increase somewhat rate sale new light motor vehicle step follow decline december,0
15,2016-03-16,recent readings key factors influence consumer spending generally pointed toward solid growth real pce first half year,recent reading key factor influence consumer spending generally point toward solid growth real pce first half year,0
16,2016-03-16,households net worth supported rebound equity prices following declines earlier year increases home values january,household net worth support rebound equity price follow decline earlier year increase home value january,0
