,Date,Original,Corpus,Class
0,2002-12-10,committee turned discussion economic financial outlook conduct monetary policy intermeeting period ahead,committee turn discussion economic financial outlook conduct monetary policy intermeeting period ahead,0
1,2002-12-10,information reviewed meeting suggested economic growth sluggish balance since midsummer,information review meeting suggest economic growth sluggish balance since midsummer,0
2,2002-12-10,housing demand remained strong business fixed investment still doldrums consumer spending flagged late summer apparently picking somewhat autumn,housing demand remain strong business fix investment still doldrums consumer spending flag late summer apparently pick somewhat autumn,0
3,2002-12-10,payroll employment changed little since midyear industrial production still seemed downward trend,payroll employment change little since midyear industrial production still seem downward trend,0
4,2002-12-10,price indexes continued indicate inflation declined past year,price index continued indicate inflation decline past year,0
5,2002-12-10,private nonfarm payroll employment remained stagnant third quarter edged october november,private nonfarm payroll employment remain stagnant third quarter edge october november,0
6,2002-12-10,job losses manufacturing large two months employment declined construction wholesale retail trade industries,job loss manufacturing large two month employment decline construction wholesale retail trade industry,0
7,2002-12-10,unemployment rate rose  percent november level consonant recent labor market indicators,unemployment rate rise percent november level consonant recent labor market indicator,0
8,2002-12-10,labor productivity nonfarm business sector continued climb briskly advance last four quarters largest since ,labor productivity nonfarm business sector continued climb briskly advance last four quarter large since,0
9,2002-12-10,industrial production dropped sharply october roughly half decline related slowdown motor vehicle assemblies manufacture related parts,industrial production drop sharply october roughly half decline related slowdown motor vehicle assembly manufacture related part,0
10,2002-12-10,backdrop smaller gains disposable personal income low readings consumer confidence growth consumer spending quite sluggish last several months,backdrop small gain disposable personal income low reading consumer confidence growth consumer spending quite sluggish last several month,0
11,2002-12-10,much weakness reflected falloff spending new motor vehicles september october largely reduced manufacturer discounts,much weakness reflect falloff spending new motor vehicle september october largely reduce manufacturer discount,0
12,2002-12-10,however residential housing activity strong balance year despite environment sluggish employment declining household wealth,however residential housing activity strong balance year despite environment sluggish employment decline household wealth,0
13,2002-12-10,business spending equipment software increased moderately third quarter recent monthly pattern data shipments orders nondefense capital goods along anecdotal reports businesses signaled renewed weakness,business spending equipment software increase moderately third quarter recent monthly pattern data shipment order nondefense capital good along anecdotal report business signal renew weakness,0
14,2002-12-10,anecdotal information suggested disruptions west coast dock operations stemming labor dispute quite small,anecdotal information suggest disruption west coast dock operation stem labor dispute quite small,0
15,2002-12-10,available information economic activity abroad third quarter indicated economic expansion remained moderate united kingdom sluggish euro area,available information economic activity abroad third quarter indicate economic expansion remain moderate united kingdom sluggish euro area,0
16,2002-12-10,economic growth subsided somewhat elevated second quarter rates canada japan emerging asia,economic growth subside somewhat elevate second quarter rate canada japan emerge asia,0
17,2002-12-10,economic conditions south america generally still fragile,economic condition south america generally still fragile,0
18,2002-12-10,core consumer price inflation measured consumer price index cpi chain weighted personal consumption expenditure pce index continued trend lower october,core consumer price inflation measure consumer price index cpi chain weight personal consumption expenditure pce index continued trend low october,0
19,2002-12-10,inflation terms indexes last twelve months compared previous twelve month period,inflation term index last twelve month compare previous twelve month period,0
20,2002-12-10,producer level core price inflation finished goods twelve months ended october low rate,producer level core price inflation finish good twelve month end october low rate,0
21,2002-12-10,regard labor costs average hourly earnings production nonsupervisory workers increased moderately november growth earnings last twelve months fell considerably evidently reflecting slack labor markets,regard labor cost average hourly earnings production nonsupervisory worker increase moderately november growth earnings last twelve month fell considerably evidently reflect slack labor market,0
22,2002-12-10,drop reversed market participants apparently focused shift balanced risks concluded odds pronounced economic weakness fallen,drop reverse market participant apparently focus shift balance risk conclude odds pronounce economic weakness fall,0
23,2002-12-10,subsequent release better expected economic data earnings news provided reassurance investors though mixed economic reports became available late intermeeting period,subsequent release well expect economic data earnings news provide reassurance investor though mixed economic report become available late intermeeting period,0
24,2002-12-10,dollar edged lower major currencies aftermath policy easing november  losses subsequently retraced releases economic data seen suggesting relatively better economic conditions united states,dollar edge low major currency aftermath policy ease november loss subsequently retrace release economic data see suggest relatively well economic condition united state,0
25,2002-12-10,growth slowed little november october elevated pace,growth slow little november october elevate pace,0
26,2002-12-10,low level opportunity costs heavy mortgage financing continued support demand liquid assets,low level opportunity cost heavy mortgage financing continued support demand liquid asset,0
27,2002-12-10,staff forecast prepared meeting suggested expansion economic activity would relatively muted near term,staff forecast prepared meeting suggest expansion economic activity would relatively mute near term,0
28,2002-12-10,faced heightened geopolitical tensions well persisting concerns near term course economic activity corporate earnings businesses households likely hold spending outlook continued sluggish economic growth among major trading partners would damps exports,face heighten geopolitical tension well persist concern near term course economic activity corporate earnings business household likely hold spending outlook continued sluggish economic growth among major trading partner would damp export,0
29,2002-12-10,however restraining influences expected abate time considerable monetary ease fiscal stimulus already place continuing strong gains structural productivity anticipated improvement business confidence would provide significant impetus spending,however restrain influence expect abate time considerable monetary ease fiscal stimulus already place continue strong gain structural productivity anticipate improvement business confidence would provide significant impetus spending,0
30,2002-12-10,consequence slowly improving outlook sales profits low financing costs temporary federal tax incentive investment new equipment software expected provide gradual boost business investment spending,consequence slowly improve outlook sale profit low financing cost temporary federal tax incentive investment new equipment software expect provide gradual boost business investment spending,0
31,2002-12-10,persistence underutilized resources expected foster slight moderation core price inflation,persistence underutilized resource expect foster slight moderation core price inflation,0
32,2002-12-10,committee discussion current prospective economic conditions members noted recent information continued whole suggest quite sluggish economic growth,committee discussion current prospective economic condition member note recent information continued whole suggest quite sluggish economic growth,0
33,2002-12-10,uncertainties outlook remained substantial downside risks stemming potential shocks notably associated high level geopolitical risks could not dismissed,uncertainty outlook remain substantial downside risk stem potential shock notably associate high level geopolitical risk could not dismiss,0
34,2002-12-10,nonetheless behavior financial markets recent weeks suggested investor concerns actual downturn economy diminished data economic developments took mixed tone somewhat negative time,nonetheless behavior financial market recent week suggest investor concern actual downturn economy diminish data economic development take mixed tone somewhat negative time,0
35,2002-12-10,improvement financial markets reinforced members expectations gradual strengthening economic expansion likely coming quarters growth economic activity gaining momentum time absence major adverse shocks business consumer confidence,improvement financial market reinforce member expectation gradual strengthen economic expansion likely come quarter growth economic activity gain momentum time absence major adverse shock business consumer confidence,0
36,2002-12-10,assessment took account currently accommodative stance monetary policy likely fiscal policy stimulus positive effects business consumer spending strong uptrend labor productivity,assessment take account currently accommodative stance monetary policy likely fiscal policy stimulus positive effect business consumer spending strong uptrend labor productivity,0
37,2002-12-10,regard outlook inflation gap actual potential output anticipated diminish slowly unless aggregate demand expanded much rapidly members currently foresaw,regard outlook inflation gap actual potential output anticipate diminish slowly unless aggregate demand expand much rapidly member currently foresaw,0
38,2002-12-10,given persistence limited pressures resources cost price increases expected remain subdued possibly edge lower,give persistence limited pressure resource cost price increase expect remain subdue possibly edge low,0
39,2002-12-10,improvement overall conditions financial markets provided additional positive element economic outlook,improvement overall condition financial market provide additional positive element economic outlook,0
40,2002-12-10,general calming financial markets reflected decline risk spreads high levels sizable new issuance private bond markets equity markets issuance edged stock prices though recently declining somewhat still well lows early october,general calm financial market reflect decline risk spread high level sizable new issuance private bond market equity market issuance edge stock price though recently decline somewhat still well low early october,0
41,2002-12-10,reference also made continued robust growth reserve money measures,reference also make continued robust growth reserve money measure,0
