,Date,Original,Corpus,Class
0,2004-12-14,meeting federal open market committee held offices board governors federal reserve system washington dc tuesday december   m,meeting federal open market committee held office board governor federal reserve system washington dc tuesday december m,0
1,2004-12-14,messrs,messrs,0
2,2004-12-14,moskow santomero stern alternate members federal open market committee,moskow santomero stern alternate member federal open market committee,0
3,2004-12-14,messrs,messrs,0
4,2004-12-14,guynn lacker ms yellen presidents federal reserve banks atlanta richmond san francisco respectively,guynn lacker m yellen president federal reserve bank atlanta richmond san francisco respectively,0
5,2004-12-14,ms holcomb first vice president federal reserve bank dallas,m holcomb first vice president federal reserve bank dallas,0
6,2004-12-14,messrs,messrs,0
7,2004-12-14,connors fuhrer hakkio howard madigan slifman sniderman rasche wilcox associate economists,connors fuhrer hakkio howard madigan slifman sniderman rasche wilcox associate economist,0
8,2004-12-14,mr kos manager system open market account,mr ko manager system open market account,0
9,2004-12-14,mr ettin deputy director division research statistics board governors,mr ettin deputy director division research statistic board governor,0
10,2004-12-14,messrs,messrs,0
11,2004-12-14,oliner struckmeyer associate directors division research statistics board governors,oliner struckmeyer associate director division research statistic board governor,0
12,2004-12-14,messrs,messrs,0
13,2004-12-14,clouse whitesell deputy associate directors division monetary affairs board governors,clouse whitesell deputy associate director division monetary affair board governor,0
14,2004-12-14,mr reifschneider deputy associate director division research statistics board governors,mr reifschneider deputy associate director division research statistic board governor,0
15,2004-12-14,mr english assistant director division monetary affairs board governors,mr english assistant director division monetary affair board governor,0
16,2004-12-14,mr simpson senior adviser division research statistics board governors,mr simpson senior adviser division research statistic board governor,0
17,2004-12-14,messrs,messrs,0
18,2004-12-14,brayton carpenter senior economists divisions research statistics monetary affairs respectively board governors,brayton carpenter senior economist division research statistic monetary affair respectively board governor,0
19,2004-12-14,mr skidmore special assistant board office board members board governors,mr skidmore special assistant board office board member board governor,0
20,2004-12-14,mr luecke senior financial analyst division monetary affairs board governors,mr luecke senior financial analyst division monetary affair board governor,0
21,2004-12-14,ms low open market secretariat assistant division monetary affairs board governors,m low open market secretariat assistant division monetary affair board governor,0
22,2004-12-14,ms cumming first vice president federal reserve bank new york,m cumming first vice president federal reserve bank new york,0
23,2004-12-14,messrs,messrs,0
24,2004-12-14,eisenbeis goodfriend ms mester messrs,eisenbeis goodfriend m mester messrs,0
