,Date,Original,Corpus,Class
0,2015-12-16,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2015-12-16,federal open market committee,federal open market committee,0
2,2015-12-16,monetary policy principles practice,monetary policy principle practice,0
3,2015-12-16,policy implementation,policy implementation,0
4,2015-12-16,reports,report,0
5,2015-12-16,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2015-12-16,institution supervision,institution supervision,0
7,2015-12-16,reports,report,0
8,2015-12-16,reporting forms,reporting form,0
9,2015-12-16,supervision  regulation letters,supervision regulation letter,0
10,2015-12-16,banking applications  legal developments,banking application legal development,0
11,2015-12-16,regulatory resources,regulatory resource,0
12,2015-12-16,banking  data structure,banking data structure,0
13,2015-12-16,regulations  statutes,regulation statute,0
14,2015-12-16,payment policies,payment policy,0
15,2015-12-16,reserve bank payment services  data,reserve bank payment service data,0
16,2015-12-16,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2015-12-16,research committees forums,research committee forum,0
18,2015-12-16,working papers notes,work paper note,0
19,2015-12-16,models tools,model tool,0
20,2015-12-16,bank assets liabilities,bank asset liability,0
21,2015-12-16,bank structure data,bank structure data,0
22,2015-12-16,business finance,business finance,0
23,2015-12-16,dealer financing terms,dealer financing term,0
24,2015-12-16,exchange rates international data,exchange rate international data,0
25,2015-12-16,financial accounts,financial account,0
26,2015-12-16,household finance,household finance,0
27,2015-12-16,industrial activity,industrial activity,0
28,2015-12-16,interest rates,interest rate,0
29,2015-12-16,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2015-12-16,money stock reserve balances,money stock reserve balance,0
31,2015-12-16,regulations,regulation,0
32,2015-12-16,supervision  enforcement,supervision enforcement,0
33,2015-12-16,community development,community development,0
34,2015-12-16,research  analysis,research analysis,0
35,2015-12-16,consumer resources,consumer resource,0
36,2015-12-16,december   ,december,0
37,2015-12-16,joint meeting federal open market committee board governors held offices board governors federal reserve system washington dc tuesday december   continued wednesday december   m,joint meeting federal open market committee board governor held office board governor federal reserve system washington dc tuesday december continued wednesday december m,0
38,2015-12-16,present,present,0
39,2015-12-16,janet yellen chair william dudley vice chairman lael brainard charles evans stanley fischer jeffrey lacker dennis lockhart jerome powell daniel tarullo john williams,janet yellen chair william dudley vice chairman lael brainard charles evans stanley fischer jeffrey lacker dennis lockhart jerome powell daniel tarullo john williams,0
40,2015-12-16,james bullard esther george loretta mester eric rosengren michael strine alternate members federal open market committee,james bullard esther george loretta mester eric rosengren michael strine alternate member federal open market committee,0
41,2015-12-16,patrick harker robert kaplan presidents federal reserve banks philadelphia dallas respectively,patrick harker robert kaplan president federal reserve bank philadelphia dallas respectively,0
42,2015-12-16,james lyon first vice president federal reserve bank minneapolis,james lyon first vice president federal reserve bank minneapolis,0
43,2015-12-16,brian madigan secretary matthew luecke deputy secretary david skidmore assistant secretary michelle smith assistant secretary scott alvarez general counsel thomas baxter deputy general counsel steven kamin economist thomas laubach economist david wilcox economist,brian madigan secretary matthew luecke deputy secretary david skidmore assistant secretary michelle smith assistant secretary scott alvarez general counsel thomas baxter deputy general counsel steven kamin economist thomas laubach economist david wilcox economist,0
44,2015-12-16,david altig eric engen michael leahy william nelson william wascher associate economists,david altig eric engen michael leahy william nelson william wascher associate economist,0
45,2015-12-16,simon potter manager system open market account,simon potter manager system open market account,0
46,2015-12-16,lorie logan deputy manager system open market account,lorie logan deputy manager system open market account,0
47,2015-12-16,robert dev,robert dev,0
48,2015-12-16,frierson secretary board office secretary board governors,frierson secretary board office secretary board governor,0
49,2015-12-16,michael gibson director division banking supervision regulation board governors,michael gibson director division banking supervision regulation board governor,0
50,2015-12-16,nellie liang director office financial stability policy research board governors,nellie liang director office financial stability policy research board governor,0
51,2015-12-16,james clouse stephen meyer deputy directors division monetary affairs board governors,james clouse stephen meyer deputy director division monetary affair board governor,0
52,2015-12-16,william english senior special adviser board office board members board governors,william english senior special adviser board office board member board governor,0
53,2015-12-16,david bowman andrew figura david reifschneider stacey tevlin special advisers board office board members board governors,david bowman andrew figura david reifschneider stacey tevlin special adviser board office board member board governor,0
54,2015-12-16,trevor reeve special adviser chair office board members board governors,trevor reeve special adviser chair office board member board governor,0
55,2015-12-16,linda robertson assistant board office board members board governors,linda robertson assistant board office board member board governor,0
56,2015-12-16,michael palumbo senior associate director division research statistics board governors beth anne wilson senior associate director division international finance board governors,michael palumbo senior associate director division research statistic board governor beth anne wilson senior associate director division international finance board governor,0
57,2015-12-16,ellen meade joyce zickler senior advisers division monetary affairs board governors wayne passmore senior adviser division research statistics board governors,ellen meade joyce zickler senior adviser division monetary affair board governor wayne passmore senior adviser division research statistic board governor,0
58,2015-12-16,joseph gruber deputy associate director division international finance board governors,joseph gruber deputy associate director division international finance board governor,0
59,2015-12-16,francisco covas christopher gust jason wu assistant directors division monetary affairs board governors john roberts steven sharpe assistant directors division research statistics board governors,francisco covas christopher gust jason wu assistant director division monetary affair board governor john robert steven sharpe assistant director division research statistic board governor,0
60,2015-12-16,patrick mccabe adviser division research statistics board governors,patrick mccabe adviser division research statistic board governor,0
61,2015-12-16,penelope beattie assistant secretary office secretary board governors,penelope beattie assistant secretary office secretary board governor,0
62,2015-12-16,david small project manager division monetary affairs board governors,david small project manager division monetary affair board governor,0
63,2015-12-16,katie ross manager office secretary board governors,katie ross manager office secretary board governor,0
64,2015-12-16,valerie hinojosa information manager division monetary affairs board governors,valerie hinojosa information manager division monetary affair board governor,0
