,Date,Original,Corpus,Class
0,2011-08-09,august  ,august,0
1,2011-08-09,present,present,0
2,2011-08-09,ben bernanke chairman william dudley vice chairman elizabeth duke charles evans richard fisher narayana kocherlakota charles plosser sarah bloom raskin daniel tarullo janet yellen,ben bernanke chairman william dudley vice chairman elizabeth duke charles evans richard fisher narayana kocherlakota charles plosser sarah bloom raskin daniel tarullo janet yellen,0
3,2011-08-09,christine cumming jeffrey lacker dennis lockhart sandra pianalto john williams alternate members federal open market committee,christine cumming jeffrey lacker dennis lockhart sandra pianalto john williams alternate member federal open market committee,0
4,2011-08-09,james bullard thomas hoenig eric rosengren presidents federal reserve banks st louis kansas city boston respectively,james bullard thomas hoenig eric rosengren president federal reserve bank st louis kansa city boston respectively,0
5,2011-08-09,william english secretary economist matthew luecke assistant secretary david skidmore assistant secretary michelle smith assistant secretary thomas baxter deputy general counsel richard ashton assistant general counsel,william english secretary economist matthew luecke assistant secretary david skidmore assistant secretary michelle smith assistant secretary thomas baxter deputy general counsel richard ashton assistant general counsel,0
6,2011-08-09,thomas connors david reifschneider daniel sullivan david wilcox kei mu yi associate economists,thomas connors david reifschneider daniel sullivan david wilcox kei mu yi associate economist,0
7,2011-08-09,brian sack manager system open market account,brian sack manager system open market account,0
8,2011-08-09,jennifer johnson secretary board office secretary board governors,jennifer johnson secretary board office secretary board governor,0
9,2011-08-09,patrick parkinson director division banking supervision regulation board governors,patrick parkinson director division banking supervision regulation board governor,0
10,2011-08-09,robert dev,robert dev,0
11,2011-08-09,frierson deputy secretary office secretary board governors,frierson deputy secretary office secretary board governor,0
12,2011-08-09,andreas lehnert deputy director office financial stability policy research board governors,andreas lehnert deputy director office financial stability policy research board governor,0
13,2011-08-09,linda robertson assistant board office board members board governors,linda robertson assistant board office board member board governor,0
14,2011-08-09,seth carpenter senior associate director division monetary affairs board governors michael leahy senior associate director division international finance board governors lawrence slifman william wascher senior associate directors division research statistics board governors,seth carpenter senior associate director division monetary affair board governor michael leahy senior associate director division international finance board governor lawrence slifman william wascher senior associate director division research statistic board governor,0
15,2011-08-09,andrew levin senior adviser office board members board governors stephen meyer senior adviser division monetary affairs board governors,andrew levin senior adviser office board member board governor stephen meyer senior adviser division monetary affair board governor,0
16,2011-08-09,joyce zickler visiting senior adviser division monetary affairs board governors,joyce zickler visit senior adviser division monetary affair board governor,0
17,2011-08-09,david lebow associate director division research statistics board governors,david lebow associate director division research statistic board governor,0
18,2011-08-09,joshua gallin deputy associate director division research statistics board governors fabio natalucci deputy associate director division monetary affairs board governors,joshua gallin deputy associate director division research statistic board governor fabio natalucci deputy associate director division monetary affair board governor,0
19,2011-08-09,beth anne wilson assistant director division international finance board governors,beth anne wilson assistant director division international finance board governor,0
20,2011-08-09,penelope beattie assistant secretary office secretary board governors,penelope beattie assistant secretary office secretary board governor,0
21,2011-08-09,john driscoll senior economist division monetary affairs board governors,john driscoll senior economist division monetary affair board governor,0
22,2011-08-09,carol low open market secretariat specialist division monetary affairs board governors,carol low open market secretariat specialist division monetary affair board governor,0
23,2011-08-09,randall williams records management analyst division monetary affairs board governors,randall williams record management analyst division monetary affair board governor,0
24,2011-08-09,david sapenaro first vice president federal reserve bank st louis,david sapenaro first vice president federal reserve bank st louis,0
25,2011-08-09,mark sniderman executive vice president federal reserve bank cleveland,mark sniderman executive vice president federal reserve bank cleveland,0
26,2011-08-09,david altig alan barkema geoffrey tootell senior vice presidents federal reserve banks atlanta kansas city boston respectively,david altig alan barkema geoffrey tootell senior vice president federal reserve bank atlanta kansa city boston respectively,0
27,2011-08-09,chris burke fred furlong tom klitgaard evan koenig daniel thornton vice presidents federal reserve banks new york san francisco new york dallas st louis respectively,chris burke fred furlong tom klitgaard evan koenig daniel thornton vice president federal reserve bank new york san francisco new york dallas st louis respectively,0
28,2011-08-09,keith sill assistant vice president federal reserve bank philadelphia,keith sill assistant vice president federal reserve bank philadelphia,0
29,2011-08-09,robert hetzel senior economist federal reserve bank richmond,robert hetzel senior economist federal reserve bank richmond,0
30,2011-08-09,developments financial markets federal reserve balance sheet manager system open market account soma reported developments domestic foreign financial markets period since federal open market committee fomc met june  ,development financial market federal reserve balance sheet manager system open market account soma report development domestic foreign financial market period since federal open market committee fomc met june,0
31,2011-08-09,also reported system open market operations including continuing reinvestment longer term treasury securities principal payments received soma holdings agency debt agency guaranteed mortgage backed securities,also report system open market operation include continue reinvestment longer term treasury security principal payment receive soma holding agency debt agency guaranteed mortgage back security,0
32,2011-08-09,unanimous vote committee ratified transactions open market desk federal reserve bank new york intermeeting period,unanimous vote committee ratify transaction open market desk federal reserve bank new york intermeeting period,0
33,2011-08-09,staff review economic situation information reviewed august  meeting indicated pace economic recovery remained slow recent months labor market conditions continued weak,staff review economic situation information review august meeting indicate pace economic recovery remain slow recent month labor market condition continued weak,0
34,2011-08-09,addition revised data   bureau economic analysis indicated recent recession deeper previously thought level real gross domestic product gdp not yet attained pre recession peak second quarter ,addition revise data bureau economic analysis indicate recent recession deeper previously thought level real gross domestic product gdp not yet attain pre recession peak second quarter,0
35,2011-08-09,moreover downward revision first quarter gdp growth slow growth reported second quarter indicated recovery quite sluggish first half year,moreover downward revision first quarter gdp growth slow growth report second quarter indicate recovery quite sluggish first half year,0
36,2011-08-09,overall consumer price inflation moderated recent months survey measures long run inflation expectations remained stable,overall consumer price inflation moderate recent month survey measure long run inflation expectation remain stable,0
37,2011-08-09,private nonfarm employment rose considerably slower pace june july earlier year employment state local governments continued trend lower,private nonfarm employment rise considerably slow pace june july earlier year employment state local government continued trend low,0
38,2011-08-09,unemployment rate edged up net since beginning year long duration unemployment remained high,unemployment rate edge up net since begin year long duration unemployment remain high,0
39,2011-08-09,meanwhile labor force participation rate moved july,meanwhile labor force participation rate move july,0
40,2011-08-09,initial claims unemployment insurance stepped recent weeks remained elevated indicators hiring showed no improvement,initial claim unemployment insurance step recent week remain elevate indicator hire show no improvement,0
41,2011-08-09,manufacturing production unchanged june,manufacturing production unchanged june,0
42,2011-08-09,supply chain disruptions associated earthquake japan continued hinder production motor vehicle manufacturers firms supply them,supply chain disruption associate earthquake japan continued hinder production motor vehicle manufacturer firm supply them,0
43,2011-08-09,excluding motor vehicles parts factory output posted modest increase,exclude motor vehicle part factory output post modest increase,0
44,2011-08-09,manufacturing capacity utilization rate held flat recent months,manufacturing capacity utilization rate held flat recent month,0
45,2011-08-09,auto manufacturers expecting supply chain disruptions ease motor vehicle assembly schedules called substantial step production third quarter initial estimates production june consistent step up,auto manufacturer expect supply chain disruption ease motor vehicle assembly schedule call substantial step production third quarter initial estimate production june consistent step up,0
46,2011-08-09,broader indicators near term manufacturing activity diffusion indexes new orders national regional manufacturing surveys softened levels consistent small gains production coming months,broader indicator near term manufacturing activity diffusion index new order national regional manufacturing survey soften level consistent small gain production come month,0
