,Date,Original,Corpus,Class
0,2006-03-28,meeting federal open market committee held offices board governors federal reserve system washington dc monday march   continued tuesday march   m,meeting federal open market committee held office board governor federal reserve system washington dc monday march continued tuesday march m,0
1,2006-03-28,mses,ms,0
2,2006-03-28,cumming minehan messrs,cumming minehan messrs,0
3,2006-03-28,moskow poole hoenig alternate members federal open market committee,moskow poole hoenig alternate member federal open market committee,0
4,2006-03-28,messrs,messrs,0
5,2006-03-28,fisher stern presidents federal reserve banks dallas minneapolis respectively,fisher stern president federal reserve bank dallas minneapolis respectively,0
6,2006-03-28,mr stone first vice president federal reserve bank philadelphia,mr stone first vice president federal reserve bank philadelphia,0
7,2006-03-28,messrs,messrs,0
8,2006-03-28,connors eisenbeis kamin madigan sniderman struckmeyer tracy weinberg wilcox associate economists,connors eisenbeis kamin madigan sniderman struckmeyer tracy weinberg wilcox associate economist,0
9,2006-03-28,mr kos manager system open market account,mr ko manager system open market account,0
10,2006-03-28,mr hambley  assistant board office board members board governors,mr hambley assistant board office board member board governor,0
11,2006-03-28,messrs,messrs,0
12,2006-03-28,oliner slifman associate directors division research statistics board governors,oliner slifman associate director division research statistic board governor,0
13,2006-03-28,mr whitesell deputy associate director division monetary affairs board governors,mr whitesell deputy associate director division monetary affair board governor,0
14,2006-03-28,mr english assistant director division monetary affairs board governors,mr english assistant director division monetary affair board governor,0
15,2006-03-28,mr simpson senior adviser division research statistics board governors,mr simpson senior adviser division research statistic board governor,0
16,2006-03-28,mr orphanides adviser division monetary affairs board governors,mr orphanides adviser division monetary affair board governor,0
17,2006-03-28,mr small project manager division monetary affairs board governors,mr small project manager division monetary affair board governor,0
18,2006-03-28,mr wright section chief division monetary affairs board governors,mr wright section chief division monetary affair board governor,0
19,2006-03-28,mr perli senior economist division monetary affairs board governors,mr perli senior economist division monetary affair board governor,0
20,2006-03-28,mr luecke senior financial analyst division monetary affairs board governors,mr luecke senior financial analyst division monetary affair board governor,0
21,2006-03-28,ms low open market secretariat specialist division monetary affairs board governors,m low open market secretariat specialist division monetary affair board governor,0
22,2006-03-28,mr connolly first vice president federal reserve bank boston,mr connolly first vice president federal reserve bank boston,0
23,2006-03-28,messrs,messrs,0
24,2006-03-28,fuhrer rosenblum executive vice presidents federal reserve banks boston dallas respectively,fuhrer rosenblum executive vice president federal reserve bank boston dallas respectively,0
25,2006-03-28,messrs,messrs,0
26,2006-03-28,evans hakkio ms mester messrs,evans hakkio m mester messrs,0
27,2006-03-28,rasche rolnick rudebusch senior vice presidents federal reserve banks chicago kansas city philadelphia st louis minneapolis san francisco respectively,rasche rolnick rudebusch senior vice president federal reserve bank chicago kansa city philadelphia st louis minneapolis san francisco respectively,0
28,2006-03-28,ms mosser vice president federal reserve bank new york,m mosser vice president federal reserve bank new york,0
29,2006-03-28,manager system open market account reported recent developments foreign exchange markets,manager system open market account report recent development foreign exchange market,0
30,2006-03-28,no open market operations foreign currencies system account period since previous meeting,no open market operation foreign currency system account period since previous meeting,0
31,2006-03-28,manager also reported developments domestic financial markets system open market transactions government securities federal agency obligations period since previous meeting,manager also report development domestic financial market system open market transaction government security federal agency obligation period since previous meeting,0
32,2006-03-28,unanimous vote committee ratified transactions,unanimous vote committee ratify transaction,0
33,2006-03-28,information reviewed meeting suggested economic activity expanding strongly first quarter,information review meeting suggest economic activity expand strongly first quarter,0
34,2006-03-28,consumer spending track rise robust pace business purchases equipment software picked appreciably,consumer spending track rise robust pace business purchase equipment software picked appreciably,0
35,2006-03-28,warm weather boosted housing construction january february although sales new homes dropped back house prices decelerated slightly,warm weather boost housing construction january february although sale new home drop back house price decelerate slightly,0
36,2006-03-28,private payrolls advanced solidly first two months year,private payroll advanced solidly first two month year,0
37,2006-03-28,headline consumer price inflation jumped january moderated february energy prices moved down,headline consumer price inflation jumped january moderate february energy price move down,0
38,2006-03-28,core inflation remained contained,core inflation remain contain,0
39,2006-03-28,labor demand continued increase first two months  private nonfarm payroll employment showed large gains january february,labor demand continued increase first two month private nonfarm payroll employment show large gain january february,0
40,2006-03-28,favorable weather conditions employment growth especially brisk construction sector,favorable weather condition employment growth especially brisk construction sector,0
41,2006-03-28,financial activities business services nonbusiness services also posted solid payroll gains,financial activity business service nonbusiness service also post solid payroll gain,0
42,2006-03-28,although average workweek edged february level aggregate hours production nonsupervisory workers average fourth quarter ,although average workweek edge february level aggregate hour production nonsupervisory worker average fourth quarter,0
43,2006-03-28,unemployment rate continued decline averaged  percent first two months year,unemployment rate continued decline average percent first two month year,0
44,2006-03-28,several labor market indicators also signaled tightening labor market conditions,several labor market indicator also signal tighten labor market condition,0
45,2006-03-28,industrial production picked february modest decline january,industrial production picked february modest decline january,0
46,2006-03-28,pattern attributable swings utilities output temperatures historically warm early year reverting near seasonal norms february,pattern attributable swing utility output temperature historically warm early year revert near seasonal norm february,0
47,2006-03-28,excluding utilities industrial production posted sizable gain january flattening february pointing solid rise first quarter,exclude utility industrial production post sizable gain january flatten february point solid rise first quarter,0
48,2006-03-28,mining output includes oil natural gas extraction slipped february registering robust gains previous three months,mining output include oil natural gas extraction slip february register robust gain previous three month,0
49,2006-03-28,manufacturing output unchanged february significant increase january,manufacturing output unchanged february significant increase january,0
50,2006-03-28,rate capacity utilization manufacturing sector stood bit long run average,rate capacity utilization manufacturing sector stood bit long run average,0
51,2006-03-28,consumer spending appeared rebounded strongly first quarter,consumer spending appear rebound strongly first quarter,0
52,2006-03-28,motor vehicle purchases bounced back late  early  sluggish pace followed end past summer employee pricing programs,motor vehicle purchase bounce back late early sluggish pace follow end past summer employee pricing program,0
53,2006-03-28,excluding motor vehicles consumption spending robust supported continuing improvement labor market advances wage salary income,exclude motor vehicle consumption spending robust support continue improvement labor market advance wage salary income,0
54,2006-03-28,annual raise pay federal employees cost living adjustments social security benefits transfer programs initiation medicare prescription drug plan boosted level personal disposable income january,annual raise pay federal employee cost living adjustment social security benefit transfer program initiation medicare prescription drug plan boost level personal disposable income january,0
55,2006-03-28,consumption likely supported also ongoing increases home prices gains stock market,consumption likely support also ongoing increase home price gain stock market,0
56,2006-03-28,consumer confidence measured surveys remained consistent moderate increases consumer spending,consumer confidence measure survey remain consistent moderate increase consumer spending,0
57,2006-03-28,housing activity moderated somewhat robust pace past summer,housing activity moderate somewhat robust pace past summer,0
58,2006-03-28,although level single family housing starts unusually high january february much strength likely result mild winter weather new permit issuance extended downward trajectory began october,although level single family housing start unusually high january february much strength likely result mild winter weather new permit issuance extend downward trajectory begin october,0
59,2006-03-28,unusual spike january multifamily housing starts dropped back february rate well within historical range,unusual spike january multifamily housing start drop back february rate well within historical range,0
60,2006-03-28,sales new homes fell first two months year sales existing homes turned february first time since last august measures well peaks mid ,sale new home fell first two month year sale exist home turn february first time since last august measure well peak mid,0
61,2006-03-28,stock homes sale elevated compared range last several years,stock home sale elevate compare range last several year,0
62,2006-03-28,mortgage applications continued decline february survey measures homebuying attitudes also maintained recent downward trend,mortgage application continued decline february survey measure homebuying attitude also maintain recent downward trend,0
63,2006-03-28,housing demand likely damped rising mortgage rates moved late  early ,housing demand likely damped rise mortgage rate move late early,0
64,2006-03-28,house price appreciation appeared slowed rapid pace summer price increases new existing homes remained well within elevated range prevailed recent years,house price appreciation appear slow rapid pace summer price increase new exist home remain well within elevate range prevail recent year,0
65,2006-03-28,real outlays equipment software decelerated fourth quarter  appeared gained strength early ,real outlay equipment software decelerate fourth quarter appear gain strength early,0
66,2006-03-28,pattern reflected sizable swings outlays transportation equipment,pattern reflect sizable swing outlay transportation equipment,0
67,2006-03-28,fundamentals underlying capital spending continued supportive business sector output expanded briskly firms remained flush funds relative price declines high tech equipment continued push user cost,fundamental underlie capital spending continued supportive business sector output expand briskly firm remain flush fund relative price decline high tech equipment continued push user cost,0
68,2006-03-28,although vacancy rates nonresidential properties well peaks reached first quarter  real spending new construction yet gain traction,although vacancy rate nonresidential property well peak reach first quarter real spending new construction yet gain traction,0
69,2006-03-28,contrast outlays drilling mining structures continued rise rapidly appeared poised increase near term,contrast outlay drilling mining structure continued rise rapidly appear poise increase near term,0
70,2006-03-28,book value manufacturing trade inventories excluding motor vehicles rose moderate pace fourth quarter  inventories appeared continued build january,book value manufacturing trade inventory exclude motor vehicle rise moderate pace fourth quarter inventory appear continued build january,0
71,2006-03-28,much increase reflected rising prices goods held real inventory accumulation subdued,much increase reflect rise price good held real inventory accumulation subdue,0
72,2006-03-28,inventory sales ratio declined slightly january extending long run downward trend,inventory sale ratio decline slightly january extend long run downward trend,0
73,2006-03-28,inventory stocks appeared well aligned demand industries,inventory stock appear well align demand industry,0
74,2006-03-28,us international trade deficit rose fourth quarter widened january gains exports goods services outweighed substantially larger rise imports,u international trade deficit rise fourth quarter widen january gain export good service outweigh substantially large rise import,0
75,2006-03-28,exports industrial supplies capital goods agricultural products picked robustly january increase imports widespread across product categories,export industrial supply capital good agricultural product picked robustly january increase import widespread across product category,0
76,2006-03-28,real gdp growth foreign industrial economies mixed fourth quarter economic activity slowed euro area canada japanese economy expanded briskly growth united kingdom firmed,real gdp growth foreign industrial economy mixed fourth quarter economic activity slow euro area canada japanese economy expand briskly growth united kingdom firm,0
77,2006-03-28,recent indicators economic activity developing economies generally quite positive,recent indicator economic activity develop economy generally quite positive,0
78,2006-03-28,readings core consumer price inflation favorable recent months,reading core consumer price inflation favorable recent month,0
79,2006-03-28,nonetheless overall consumer price index edged february registering large increase january driven mostly spike energy prices,nonetheless overall consumer price index edge february register large increase january driven mostly spike energy price,0
80,2006-03-28,prices food core items recorded modest increases february energy prices fell back amid increases oil inventories unseasonably mild temperatures since latter part december,price food core item record modest increase february energy price fell back amid increase oil inventory unseasonably mild temperature since latter part december,0
81,2006-03-28,weekly data march however indicated gasoline prices rose sharply,weekly data march however indicate gasoline price rise sharply,0
82,2006-03-28,prices capital equipment inched february substantial gain january,price capital equipment inched february substantial gain january,0
83,2006-03-28,nevertheless prices capital equipment decelerated past twelve months,nevertheless price capital equipment decelerate past twelve month,0
84,2006-03-28,higher energy prices still seemed passing prices number core intermediate materials although increases moderate observed immediate aftermath hurricanes last autumn,high energy price still seem passing price number core intermediate material although increase moderate observe immediate aftermath hurricane last autumn,0
85,2006-03-28,increase employment cost index fourth quarter  relatively modest,increase employment cost index fourth quarter relatively modest,0
86,2006-03-28,compensation per hour nonfarm business sector increased substantially third quarter estimated risen somewhat less fourth quarter,compensation per hour nonfarm business sector increase substantially third quarter estimate risen somewhat less fourth quarter,0
87,2006-03-28,preliminary survey measures short term inflation expectations march edged up longer term measures remained steady,preliminary survey measure short term inflation expectation march edge up longer term measure remain steady,0
88,2006-03-28,january meeting federal open market committee decided raise target level federal funds rate  basis points  percent,january meeting federal open market committee decide raise target level federal fund rate basis point percent,0
89,2006-03-28,accompanying statement committee indicated that although recent economic data uneven expansion economic activity appeared solid,accompany statement committee indicate that although recent economic data uneven expansion economic activity appear solid,0
90,2006-03-28,core inflation stayed relatively low recent months longer term inflation expectations remained contained,core inflation stayed relatively low recent month longer term inflation expectation remain contain,0
91,2006-03-28,nevertheless committee noted possible increases resource utilization well elevated energy prices potential add inflation pressures,nevertheless committee note possible increase resource utilization well elevate energy price potential add inflation pressure,0
92,2006-03-28,circumstances committee judged policy firming may needed keep risks attainment sustainable economic growth price stability roughly balance reiterated would respond changes economic prospects needed foster objectives,circumstance committee judged policy firm may need keep risk attainment sustainable economic growth price stability roughly balance reiterate would respond change economic prospect need foster objective,0
