,Date,Original,Corpus,Class
0,2003-08-12,meeting federal open market committee held offices board governors federal reserve system washington dc tuesday august   m,meeting federal open market committee held office board governor federal reserve system washington dc tuesday august m,0
1,2003-08-12,mr hoenig mses,mr hoenig ms,0
2,2003-08-12,minehan pianalto messrs,minehan pianalto messrs,0
3,2003-08-12,poole stewart alternate members federal open market committee,poole stewart alternate member federal open market committee,0
4,2003-08-12,messrs,messrs,0
5,2003-08-12,mcteer santomero stern presidents federal reserve banks dallas philadelphia minneapolis respectively,mcteer santomero stern president federal reserve bank dallas philadelphia minneapolis respectively,0
6,2003-08-12,mr reinhart secretary economist mr bernard deputy secretary mr gillum assistant secretary ms smith assistant secretary mr baxter deputy general counsel ms johnson economist mr stockton economist,mr reinhart secretary economist mr bernard deputy secretary mr gillum assistant secretary m smith assistant secretary mr baxter deputy general counsel m johnson economist mr stockton economist,0
7,2003-08-12,mr connors ms cumming messrs,mr connors m cumming messrs,0
8,2003-08-12,eisenbeis evans goodfriend howard judd madigan struckmeyer wilcox associate economists,eisenbeis evans goodfriend howard judd madigan struckmeyer wilcox associate economist,0
9,2003-08-12,mr kos manager system open market account,mr ko manager system open market account,0
10,2003-08-12,mr ettin deputy director divisions research statistics board governors,mr ettin deputy director division research statistic board governor,0
11,2003-08-12,messrs,messrs,0
12,2003-08-12,slifman oliner associate directors division research statistics board governors,slifman oliner associate director division research statistic board governor,0
13,2003-08-12,mr whitesell deputy associate director division monetary affairs board governors,mr whitesell deputy associate director division monetary affair board governor,0
14,2003-08-12,mr clouse assistant director division monetary affairs board governors,mr clouse assistant director division monetary affair board governor,0
15,2003-08-12,mr skidmore special assistant board office board members board governors,mr skidmore special assistant board office board member board governor,0
16,2003-08-12,mr luecke senior financial analyst division monetary affairs board governors,mr luecke senior financial analyst division monetary affair board governor,0
17,2003-08-12,ms low open market secretariat assistant division monetary affairs board governors,m low open market secretariat assistant division monetary affair board governor,0
18,2003-08-12,mr moore first vice president federal reserve bank cleveland,mr moore first vice president federal reserve bank cleveland,0
19,2003-08-12,mr hakkio ms mester messrs,mr hakkio m mester messrs,0
20,2003-08-12,rasche sniderman senior vice presidents federal reserve banks kansas city philadelphia st louis cleveland respectively,rasche sniderman senior vice president federal reserve bank kansa city philadelphia st louis cleveland respectively,0
21,2003-08-12,ms hargraves mr tootell vice presidents federal reserve banks new york boston respectively,m hargraves mr tootell vice president federal reserve bank new york boston respectively,0
22,2003-08-12,mr weber senior research officer federal reserve bank minneapolis,mr weber senior research officer federal reserve bank minneapolis,0
23,2003-08-12,unanimous vote minutes meeting federal open market committee held june    approved,unanimous vote minute meeting federal open market committee held june approve,0
24,2003-08-12,unanimous vote charles evans brian madigan elected associate economists committee serve election successors first regularly scheduled meeting committee december   understanding event discontinuance official connection board governors federal reserve bank would cease official connection federal open market committee,unanimous vote charles evans brian madigan elect associate economist committee serve election successor first regularly schedule meeting committee december understand event discontinuance official connection board governor federal reserve bank would cease official connection federal open market committee,0
25,2003-08-12,manager system open market account reported recent developments foreign exchange markets,manager system open market account report recent development foreign exchange market,0
26,2003-08-12,no open market operations foreign currencies system account period since previous meeting,no open market operation foreign currency system account period since previous meeting,0
27,2003-08-12,manager also reported developments domestic financial markets system open market transactions government securities securities issued fully guaranteed federal agencies period may   june  ,manager also report development domestic financial market system open market transaction government security security issue fully guaranteed federal agency period may june,0
28,2003-08-12,unanimous vote committee ratified transactions,unanimous vote committee ratify transaction,0
29,2003-08-12,information reviewed meeting suggested economic activity mixed late spring early summer,information review meeting suggest economic activity mixed late spring early summer,0
30,2003-08-12,labor market remained weak industrial production improved slightly,labor market remain weak industrial production improve slightly,0
31,2003-08-12,consumer spending however advanced further brisk growth expenditures autos durables modest expansion categories,consumer spending however advanced far brisk growth expenditure auto durables modest expansion category,0
32,2003-08-12,homebuilding continued robust rate business spending improved somewhat federal government expenditures remained elevated gains partially offset fiscal restraint state local government levels,homebuilding continued robust rate business spending improve somewhat federal government expenditure remain elevate gain partially offset fiscal restraint state local government level,0
33,2003-08-12,despite recent uptick consumer prices year year consumer inflation remained low level,despite recent uptick consumer price year year consumer inflation remain low level,0
34,2003-08-12,private nonfarm payroll employment fell june july,private nonfarm payroll employment fell june july,0
35,2003-08-12,notable losses occurred manufacturing two months continuing trend previous months,notable loss occur manufacturing two month continue trend previous month,0
36,2003-08-12,wholesale retail trade transportation utilities well information sectors also reduced workforces further construction financial activities temporary help sectors continued add jobs,wholesale retail trade transportation utility well information sector also reduce workforce far construction financial activity temporary help sector continued add job,0
37,2003-08-12,average workweek edged down net june july,average workweek edge down net june july,0
38,2003-08-12,rising ,rise,0
39,2003-08-12, percent june unemployment rate fell ,percent june unemployment rate fell,0
40,2003-08-12, percent july,percent july,0
41,2003-08-12,industrial production edged june gains manufacturing offset extent significant weather related declines utility production,industrial production edge june gain manufacturing offset extent significant weather related decline utility production,0
42,2003-08-12,available data july indicated advances motor vehicle assemblies iron steel output also surge energy production due abnormally warm weather,available data july indicate advance motor vehicle assembly iron steel output also surge energy production due abnormally warm weather,0
43,2003-08-12,overall industry capacity utilization unchanged june higher usage manufacturing mining balanced sharp decrease utilities,overall industry capacity utilization unchanged june high usage manufacturing mining balance sharp decrease utility,0
44,2003-08-12,real personal consumption expenditures grew june second quarter whole largely reflecting brisk rise purchases motor vehicles durable goods,real personal consumption expenditure grow june second quarter whole largely reflect brisk rise purchase motor vehicle durable good,0
45,2003-08-12,consumption goods rose moderately,consumption good rise moderately,0
46,2003-08-12,declines spending energy june held growth services expenditures,decline spending energy june held growth service expenditure,0
47,2003-08-12,real disposable income posted modest gain second quarter likely lifted july reduced tax withholding refund checks mailed out,real disposable income post modest gain second quarter likely lift july reduce tax withholding refund check mail out,0
48,2003-08-12,consumer confidence readings mixed june july remained well lows earlier year,consumer confidence reading mixed june july remain well low earlier year,0
49,2003-08-12,boosted declining mortgage rates housing construction sales robust june,boost decline mortgage rate housing construction sale robust june,0
50,2003-08-12,single family housing starts rose june one highest levels past twenty five years new permit issuance also strong,single family housing start rise june one high level past twenty five year new permit issuance also strong,0
51,2003-08-12,multifamily housing starts stayed average level previous year half,multifamily housing start stayed average level previous year half,0
52,2003-08-12,new home sales surged june existing home sales edged down,new home sale surge june exist home sale edge down,0
53,2003-08-12,business outlays equipment software jumped second quarter following lackluster performance preceding half year,business outlay equipment software jumped second quarter follow lackluster performance precede half year,0
54,2003-08-12,spending computers software accelerated sharply purchases communications equipment increased considerably,spending computer software accelerate sharply purchase communication equipment increase considerably,0
55,2003-08-12,transportation category contrast contracted business spending motor vehicles stagnated investment aircraft decreased,transportation category contrast contract business spending motor vehicle stagnate investment aircraft decrease,0
56,2003-08-12,data orders shipments nondefense capital goods june pointed growth nearly categories,data order shipment nondefense capital good june point growth nearly category,0
57,2003-08-12,expenditures nonresidential structures turned second quarter increases spending institutional structures offset declines expenditures office industrial buildings,expenditure nonresidential structure turn second quarter increase spending institutional structure offset decline expenditure office industrial building,0
58,2003-08-12,office building vacancy rates changed little second quarter vacancies industrial buildings rose record levels,office building vacancy rate change little second quarter vacancy industrial building rise record level,0
59,2003-08-12,nonfarm inventories shrank second quarter notable declines manufacturing wholesale stocks,nonfarm inventory shrank second quarter notable decline manufacturing wholesale stock,0
60,2003-08-12,inventories relative shipments sales low levels historical standards,inventory relative shipment sale low level historical standard,0
61,2003-08-12,us international trade deficit edged may imports goods services increased slightly exports,u international trade deficit edge may import good service increase slightly export,0
62,2003-08-12,recent data generally indicated growth foreign industrial countries weak second quarter,recent data generally indicate growth foreign industrial country weak second quarter,0
63,2003-08-12,economies japan euro area appeared remained stagnant,economy japan euro area appear remain stagnant,0
64,2003-08-12,canadian economic growth held back sars outbreak discovery mad cow disease although rebound employment june suggested weakness temporary,canadian economic growth held back sars outbreak discovery mad cow disease although rebound employment june suggest weakness temporary,0
65,2003-08-12,gdp growth united kingdom showed moderate rebound second quarter,gdp growth united kingdom show moderate rebound second quarter,0
66,2003-08-12,overall consumer prices rose bit june led increases volatile food energy categories,overall consumer price rise bit june lead increase volatile food energy category,0
67,2003-08-12,core consumer prices however unchanged month,core consumer price however unchanged month,0
68,2003-08-12,twelve month period ending june increase core consumer prices measured consumer price index chain type personal consumption expenditure index notably lower rise previous year,twelve month period end june increase core consumer price measure consumer price index chain type personal consumption expenditure index notably low rise previous year,0
69,2003-08-12,higher energy costs pushed producer price index june core producer prices ticked month leaving slightly levels twelve months prior,high energy cost push producer price index june core producer price ticked month leave slightly level twelve month prior,0
70,2003-08-12,regard labor costs july average hourly earnings production nonsupervisory workers private nonfarm payrolls advanced rate june,regard labor cost july average hourly earnings production nonsupervisory worker private nonfarm payroll advanced rate june,0
71,2003-08-12,employment cost index hourly compensation private industry workers rose less second quarter first quarter,employment cost index hourly compensation private industry worker rise less second quarter first quarter,0
72,2003-08-12,twelve month increase somewhat lower previous year,twelve month increase somewhat low previous year,0
73,2003-08-12,meeting june   committee adopted directive called lowering target intended federal funds rate  basis points  percent,meeting june committee adopt directive call lower target intend federal fund rate basis point percent,0
74,2003-08-12,reaching decision committee members generally perceived upside downside risks attainment sustainable growth next quarters roughly equal however viewed probability though minor substantial unwelcome fall inflation exceeding pickup inflation already low level,reach decision committee member generally perceive upside downside risk attainment sustainable growth next quarter roughly equal however view probability though minor substantial unwelcome fall inflation exceed pickup inflation already low level,0
75,2003-08-12,balance committee believed concern appreciable disinflation likely predominate foreseeable future,balance committee believe concern appreciable disinflation likely predominate foreseeable future,0
76,2003-08-12,longer term interest rates began back announcement committee decision market participants placed substantial odds larger policy move and perhaps even release details potential unconventional policy actions,longer term interest rate begin back announcement committee decision market participant place substantial odds large policy move and perhaps even release detail potential unconventional policy action,0
77,2003-08-12,ten year treasury yields rose dramatically following weeks,ten year treasury yield rise dramatically follow week,0
78,2003-08-12,increase appeared based number factors including investors interpretation chairman congressional testimony release committee members relatively bullish economic projections incoming news regarding economy corporate earnings seen signaling likely upturn economic growth,increase appear base number factor include investor interpretation chairman congressional testimony release committee member relatively bullish economic projection incoming news regard economy corporate earnings see signal likely upturn economic growth,0
79,2003-08-12,circumstances substantial disinflation probably would not materialize need reductions federal funds rate unconventional policy measures would thus obviated,circumstance substantial disinflation probably would not materialize need reduction federal fund rate unconventional policy measure would thus obviate,0
80,2003-08-12,yields high grade corporate bonds moved roughly line treasury securities leaving spreads unchanged,yield high grade corporate bond move roughly line treasury security leave spread unchanged,0
81,2003-08-12,rates low grade corporate bonds rose much less spreads treasuries obligations narrowed significantly,rate low grade corporate bond rise much less spread treasury obligation narrow significantly,0
82,2003-08-12,despite sharp step treasury yields broad equity indexes advanced intermeeting period supported positive earning reports strong profit forecasts increased confidence regarding economic prospects,despite sharp step treasury yield broad equity index advanced intermeeting period support positive earn report strong profit forecast increase confidence regard economic prospect,0
83,2003-08-12,exchange value dollar measured major foreign currencies index rose intermeeting period long term interest rate differentials moved sharply favor dollar denominated assets,exchange value dollar measure major foreign currency index rise intermeeting period long term interest rate differential move sharply favor dollar denominate asset,0
84,2003-08-12,yields longer dated government debt major foreign economies also increased many foreign equity indexes,yield longer date government debt major foreign economy also increase many foreign equity index,0
85,2003-08-12,continued grow briskly june july reflecting large part near zero opportunity cost holding money effects mortgage refinancing activity reduction personal income tax withholdings,continued grow briskly june july reflect large part near zero opportunity cost hold money effect mortgage refinance activity reduction personal income tax withholding,0
86,2003-08-12,staff forecast prepared meeting continued suggest economic expansion would strengthen substantially year progressed,staff forecast prepared meeting continued suggest economic expansion would strengthen substantially year progress,0
87,2003-08-12,accommodative financial conditions recent additional fiscal stimulus robust gains structural productivity would provide significant impetus business consumer spending months ahead,accommodative financial condition recent additional fiscal stimulus robust gain structural productivity would provide significant impetus business consumer spending month ahead,0
88,2003-08-12,concurrently household expenditures buoyed recent tax cuts expected well maintained,concurrently household expenditure buoyed recent tax cut expect well maintain,0
89,2003-08-12,inventory levels substantially reduced business capital stocks apparently continued move closer acceptable levels,inventory level substantially reduce business capital stock apparently continued move closer acceptable level,0
90,2003-08-12,consequence improving sales profits low financing costs temporary federal tax incentive investment new equipment software expected boost business investment spending gradually,consequence improve sale profit low financing cost temporary federal tax incentive investment new equipment software expect boost business investment spending gradually,0
91,2003-08-12,given substantial ongoing slack resource utilization downward pressure core price inflation considered risk staff forecast,give substantial ongoing slack resource utilization downward pressure core price inflation consider risk staff forecast,0
92,2003-08-12,review current prospective economic developments members commented encouraged recent data economic activity tone related anecdotal commentary,review current prospective economic development member comment encourage recent data economic activity tone related anecdotal commentary,0
93,2003-08-12,view developments context stimulative fiscal monetary policies receptive financial conditions apparently improving business consumer confidence brightened prospects substantial strengthening economy,view development context stimulative fiscal monetary policy receptive financial condition apparently improve business consumer confidence brighten prospect substantial strengthen economy,0
94,2003-08-12,members acknowledged magnitude improvement remained subject considerable uncertainty notably regard prospects business expenditures cited upside downside risks forecasts vigorous expansion,member acknowledge magnitude improvement remain subject considerable uncertainty notably regard prospect business expenditure cite upside downside risk forecast vigorous expansion,0
95,2003-08-12,concerning prospects inflation members expressed view even growth somewhat economy potential materialize next several quarters many regarded likely scenario substantial excess margins labor resources would remain would continue hold overall inflation,concern prospect inflation member express view even growth somewhat economy potential materialize next several quarter many regard likely scenario substantial excess margin labor resource would remain would continue hold overall inflation,0
96,2003-08-12,indeed number members saw merit staff forecast disinflation likely prospect circumstances,indeed number member saw merit staff forecast disinflation likely prospect circumstance,0
97,2003-08-12,members commented current financial conditions remained positive factor outlook economy even recent rise long term interest rates,member comment current financial condition remain positive factor outlook economy even recent rise long term interest rate,0
98,2003-08-12,sure increase would restraining effect,sure increase would restrain effect,0
