,Date,Original,Corpus,Class
0,2005-08-09,meeting federal open market committee held offices board governors federal reserve system washington dc tuesday august   m,meeting federal open market committee held office board governor federal reserve system washington dc tuesday august m,0
1,2005-08-09,messrs,messrs,0
2,2005-08-09,guynn lacker mses,guynn lacker ms,0
3,2005-08-09,pianalto yellen alternate members federal open market committee,pianalto yellen alternate member federal open market committee,0
4,2005-08-09,mr hoenig ms minehan mr poole presidents federal reserve banks kansas city boston st louis respectively,mr hoenig m minehan mr poole president federal reserve bank kansa city boston st louis respectively,0
5,2005-08-09,messrs,messrs,0
6,2005-08-09,connors madigan ms mester messrs,connors madigan m mester messrs,0
7,2005-08-09,rosenblum tracy wilcox associate economists,rosenblum tracy wilcox associate economist,0
8,2005-08-09,mr kos manager system open market account,mr ko manager system open market account,0
9,2005-08-09,mr struckmeyer associate director division research statistics board governors,mr struckmeyer associate director division research statistic board governor,0
10,2005-08-09,messrs,messrs,0
11,2005-08-09,clouse whitesell deputy associate directors division monetary affairs board governors,clouse whitesell deputy associate director division monetary affair board governor,0
12,2005-08-09,messrs,messrs,0
13,2005-08-09,english gagnon ms liang assistant directors divisions monetary affairs international finance research statistics respectively board governors,english gagnon m liang assistant director division monetary affair international finance research statistic respectively board governor,0
14,2005-08-09,mr skidmore special assistant board office board members board governors,mr skidmore special assistant board office board member board governor,0
15,2005-08-09,mr small project manager division monetary affairs board governors,mr small project manager division monetary affair board governor,0
16,2005-08-09,mr wright section chief division monetary affairs board governors,mr wright section chief division monetary affair board governor,0
17,2005-08-09,mr luecke senior financial analyst division monetary affairs board governors,mr luecke senior financial analyst division monetary affair board governor,0
18,2005-08-09,ms low open market secretariat specialist division monetary affairs board governors,m low open market secretariat specialist division monetary affair board governor,0
19,2005-08-09,mr connolly first vice president federal reserve bank boston,mr connolly first vice president federal reserve bank boston,0
20,2005-08-09,mr judd executive vice president federal reserve bank san francisco,mr judd executive vice president federal reserve bank san francisco,0
21,2005-08-09,messrs,messrs,0
22,2005-08-09,hakkio rasche sniderman senior vice presidents federal reserve banks kansas city st louis cleveland respectively,hakkio rasche sniderman senior vice president federal reserve bank kansa city st louis cleveland respectively,0
23,2005-08-09,ms mosser messrs,m mosser messrs,0
24,2005-08-09,porter tallman tootell vice presidents federal reserve banks new york chicago atlanta boston respectively,porter tallman tootell vice president federal reserve bank new york chicago atlanta boston respectively,0
25,2005-08-09,mr weber senior research officer federal reserve bank minneapolis,mr weber senior research officer federal reserve bank minneapolis,0
26,2005-08-09,mr hetzel senior economist federal reserve bank richmond,mr hetzel senior economist federal reserve bank richmond,0
27,2005-08-09,manager system open market account reported recent developments foreign exchange markets,manager system open market account report recent development foreign exchange market,0
28,2005-08-09,no open market operations foreign currencies system account period since previous meeting,no open market operation foreign currency system account period since previous meeting,0
29,2005-08-09,manager also reported developments domestic financial markets system open market transactions government securities federal agency obligations period since previous meeting,manager also report development domestic financial market system open market transaction government security federal agency obligation period since previous meeting,0
30,2005-08-09,unanimous vote committee ratified transactions,unanimous vote committee ratify transaction,0
31,2005-08-09,information received meeting suggested final demand expanded solid pace second quarter led surge net exports another robust gain residential investment business investment consumer spending rose moderate rates,information receive meeting suggest final demand expand solid pace second quarter lead surge net export another robust gain residential investment business investment consumer spending rise moderate rate,0
32,2005-08-09,labor market continued improve gradually june july,labor market continued improve gradually june july,0
33,2005-08-09,core cpi pce prices decelerated recent months notable increases earlier year,core cpi pce price decelerate recent month notable increase earlier year,0
34,2005-08-09,crude oil prices continued rise reaching record levels nominal terms intermeeting period,crude oil price continued rise reach record level nominal term intermeeting period,0
35,2005-08-09,payroll employment grew june july pace roughly par preceding six months,payroll employment grow june july pace roughly par precede six month,0
36,2005-08-09,hiring services construction sectors remained strong manufacturing sector posted small job losses,hire service construction sector remain strong manufacturing sector post small job loss,0
37,2005-08-09,employment increasing average workweek production nonsupervisory workers unchanged two months aggregate hours continued firm,employment increase average workweek production nonsupervisory worker unchanged two month aggregate hour continued firm,0
38,2005-08-09,unemployment rate dipped ,unemployment rate dipped,0
39,2005-08-09, percent june held steady rate july,percent june held steady rate july,0
40,2005-08-09,initial claims unemployment insurance remained low levels,initial claim unemployment insurance remain low level,0
41,2005-08-09,industrial production picked june,industrial production picked june,0
42,2005-08-09,jump utilities output apparently owing unseasonably warm weather accounted half gain,jump utility output apparently owe unseasonably warm weather account half gain,0
43,2005-08-09,motor vehicle production also rose good bit pace production growth high tech sector sluggish reflecting decline output communications equipment,motor vehicle production also rise good bit pace production growth high tech sector sluggish reflect decline output communication equipment,0
44,2005-08-09,overall capacity utilization moved highest level since december ,overall capacity utilization move high level since december,0
45,2005-08-09,real personal consumption expenditures increased moderate pace second quarter buoyed surge purchases motor vehicles appeared due largely extension automaker employee discount program general public,real personal consumption expenditure increase moderate pace second quarter buoyed surge purchase motor vehicle appear due largely extension automaker employee discount program general public,0
46,2005-08-09,excluding spending motor vehicles growth real personal consumption expenditures slowed slightly second quarter,exclude spending motor vehicle growth real personal consumption expenditure slow slightly second quarter,0
47,2005-08-09,survey measures consumer confidence continued quite favorable july,survey measure consumer confidence continued quite favorable july,0
48,2005-08-09,activity housing sector remained robust,activity housing sector remain robust,0
49,2005-08-09,june starts single family homes maintained strong pace earlier year,june start single family home maintain strong pace earlier year,0
50,2005-08-09,new existing home sales jumped,new exist home sale jumped,0
51,2005-08-09,mortgage rates remained low house prices apparently continued rise briskly,mortgage rate remain low house price apparently continued rise briskly,0
52,2005-08-09,business spending equipment software posted solid increase second quarter boosted surge outlays transportation equipment,business spending equipment software post solid increase second quarter boost surge outlay transportation equipment,0
53,2005-08-09,excluding volatile component business spending equipment software decelerated markedly second quarter,exclude volatile component business spending equipment software decelerate markedly second quarter,0
54,2005-08-09,spending nonresidential construction remained subdued,spending nonresidential construction remain subdue,0
55,2005-08-09,nonetheless fundamentals appeared continue support business investment user cost capital still low corporations experiencing strong cash flows holding ample liquid assets,nonetheless fundamental appear continue support business investment user cost capital still low corporation experience strong cash flow hold ample liquid asset,0
