,Date,Original,Corpus,Class
0,2002-03-19,meeting federal open market committee held offices board governors federal reserve system washington dc tuesday march   m,meeting federal open market committee held office board governor federal reserve system washington dc tuesday march m,0
1,2002-03-19,messrs,messrs,0
2,2002-03-19,broaddus guynn moskow parry alternate members federal open market committee,broaddus guynn moskow parry alternate member federal open market committee,0
3,2002-03-19,mr hoenig ms minehan mr poole presidents federal reserve banks kansas city boston st louis respectively,mr hoenig m minehan mr poole president federal reserve bank kansa city boston st louis respectively,0
4,2002-03-19,mr kohn secretary economist mr bernard deputy secretary mr gillum assistant secretary ms smith assistant secretary mr mattingly general counsel ms johnson economist mr reinhart economist mr stockton economist,mr kohn secretary economist mr bernard deputy secretary mr gillum assistant secretary m smith assistant secretary mr mattingly general counsel m johnson economist mr reinhart economist mr stockton economist,0
5,2002-03-19,mr connors ms cumming messrs,mr connors m cumming messrs,0
6,2002-03-19,howard lindsey ms mester messrs,howard lindsey m mester messrs,0
7,2002-03-19,oliner rolnick rosenblum sniderman wilcox associate economists,oliner rolnick rosenblum sniderman wilcox associate economist,0
8,2002-03-19,mr kos manager system open market account,mr ko manager system open market account,0
9,2002-03-19,mr winn assistant board office board members board governors,mr winn assistant board office board member board governor,0
10,2002-03-19,messrs,messrs,0
11,2002-03-19,ettin madigan deputy directors divisions research statistics monetary affairs respectively board governors,ettin madigan deputy director division research statistic monetary affair respectively board governor,0
12,2002-03-19,mr whitesell deputy associate director division monetary affairs board governors,mr whitesell deputy associate director division monetary affair board governor,0
13,2002-03-19,mr simpson senior advisor division research statistics board governors,mr simpson senior advisor division research statistic board governor,0
14,2002-03-19,mr english assistant director division monetary affairs board governors,mr english assistant director division monetary affair board governor,0
15,2002-03-19,mr skidmore special assistant board office board members board governors,mr skidmore special assistant board office board member board governor,0
16,2002-03-19,ms low open market secretariat assistant office board members board governors,m low open market secretariat assistant office board member board governor,0
17,2002-03-19,ms pianalto mr stewart first vice presidents federal reserve banks cleveland new york respectively,m pianalto mr stewart first vice president federal reserve bank cleveland new york respectively,0
18,2002-03-19,messrs,messrs,0
19,2002-03-19,beebe eisenbeis fuhrer goodfriend hakkio hunter rasche senior vice presidents federal reserve banks san francisco atlanta boston richmond kansas city chicago st louis respectively,beebe eisenbeis fuhrer goodfriend hakkio hunter rasche senior vice president federal reserve bank san francisco atlanta boston richmond kansa city chicago st louis respectively,0
20,2002-03-19,ms hargraves vice president federal reserve bank new york,m hargraves vice president federal reserve bank new york,0
21,2002-03-19,unanimous vote minutes meeting federal open market committee held january    approved,unanimous vote minute meeting federal open market committee held january approve,0
22,2002-03-19,notation vote completed march   members federal open market committee voted unanimously accept report examination system open market account conducted close business november   division reserve bank operations payment systems board governors,notation vote complete march member federal open market committee vote unanimously accept report examination system open market account conduct close business november division reserve bank operation payment system board governor,0
23,2002-03-19,manager system open market account reported recent developments foreign exchange markets,manager system open market account report recent development foreign exchange market,0
24,2002-03-19,no open market operations foreign currencies system account period since previous meeting,no open market operation foreign currency system account period since previous meeting,0
25,2002-03-19,manager also reported developments domestic financial markets system open market transactions government securities securities issued fully guaranteed federal agencies period january   march  ,manager also report development domestic financial market system open market transaction government security security issue fully guaranteed federal agency period january march,0
26,2002-03-19,unanimous vote committee ratified transactions,unanimous vote committee ratify transaction,0
27,2002-03-19,meeting staff requested committee guidance priorities given limited staff resources attach studies feasibility outright purchases system open market account soma mortgage backed securities guaranteed government national mortgage association gnma mbs addition foreign sovereign debt securities list collateral eligibles dollar repurchase agreements system,meeting staff request committee guidance priority give limited staff resource attach study feasibility outright purchase system open market account soma mortgage back security guaranteed government national mortgage association gnma mb addition foreign sovereign debt security list collateral eligibles dollar repurchase agreement system,0
28,2002-03-19,alternatives could prove useful outstanding treasury debt obligations become increasingly scarce relative necessary growth system portfolio committee previously requested initial staff exploration options,alternative could prove useful outstanding treasury debt obligation become increasingly scarce relative necessary growth system portfolio committee previously request initial staff exploration option,0
29,2002-03-19,noting many staff engaged studies also involved contingency planning intensified september  attacks consensus members give highest priority planning,note many staff engage study also involve contingency planning intensified september attack consensus member give high priority planning,0
30,2002-03-19,members preferred continued reliance extent feasible direct treasury debt outright system transactions persuaded budget developments last year meant constraints treasury debt supplies would not become pressing issue soon previously thought,member prefer continued reliance extent feasible direct treasury debt outright system transaction persuade budget development last year meant constraint treasury debt supply would not become press issue soon previously thought,0
31,2002-03-19,still given inherent uncertainty budget forecasts likely significant needs large soma operations coming years lead times needed implement new procedures committee decided study alternative market instruments go forward possible without impeding contingency planning effort,still give inherent uncertainty budget forecast likely significant need large soma operation come year lead time need implement new procedure committee decide study alternative market instrument go forward possible without impede contingency planning effort,0
32,2002-03-19,regard two proposed alternatives broadening system options open market operations members instructed staff give higher priority examination outright purchases gnma mbs,regard two propose alternative broadening system option open market operation member instruct staff give high priority examination outright purchase gnma mb,0
33,2002-03-19,although securities number shortcomings outright investment vehicle system perspective market gnma mbs well developed securities guaranteed full faith credits government,although security number shortcoming outright investment vehicle system perspective market gnma mb well developed security guaranteed full faith credit government,0
34,2002-03-19,committee turned discussion economic financial outlook conduct monetary policy intermeeting period ahead,committee turn discussion economic financial outlook conduct monetary policy intermeeting period ahead,0
35,2002-03-19,information reviewed meeting indicated economic activity turned final quarter last year strengthened since then,information review meeting indicate economic activity turn final quarter last year strengthen since then,0
36,2002-03-19,consumer spending goods motor vehicles brisk early part year business purchases equipment software appeared beginning recover marked decline last year housing starts turned back up,consumer spending good motor vehicle brisk early part year business purchase equipment software appear begin recover marked decline last year housing start turn back up,0
37,2002-03-19,amid signs firms worked inventories comfortable levels industrial production increased slightly declined nearly year half payroll employment appeared bottoming out,amid sign firm work inventory comfortable level industrial production increase slightly decline nearly year half payroll employment appear bottoming out,0
38,2002-03-19,inflation remained low despite firming energy prices,inflation remain low despite firm energy price,0
39,2002-03-19,private nonfarm payroll employment moved february retracing part january drop,private nonfarm payroll employment move february retrace part january drop,0
40,2002-03-19,layoffs manufacturing slowed further construction industry added back workers february retail trade services sectors continued hire months,layoff manufacturing slow far construction industry add back worker february retail trade service sector continued hire month,0
41,2002-03-19,unemployment rate edged february ,unemployment rate edge february,0
42,2002-03-19, percent initial claims unemployment insurance continued drop,percent initial claim unemployment insurance continued drop,0
43,2002-03-19,industrial production increased somewhat january february steep decline june  peak,industrial production increase somewhat january february steep decline june peak,0
44,2002-03-19,manufacturing output rose months factory operating rate moved slightly low level year end,manufacturing output rise month factory operating rate move slightly low level year end,0
45,2002-03-19,pickup manufacturing year spread across several major industries including chemicals computers semiconductors paper tobacco,pickup manufacturing year spread across several major industry include chemical computer semiconductor paper tobacco,0
46,2002-03-19,addition output communications equipment steadied plunged year,addition output communication equipment steady plunge year,0
47,2002-03-19,contrast production motor vehicles parts changed little january february surge late ,contrast production motor vehicle part change little january february surge late,0
48,2002-03-19,consumer spending remained strong early part year despite sizable drop purchases light vehicles january followed rebound february manufacturers switched attractive financing terms cash rebates,consumer spending remain strong early part year despite sizable drop purchase light vehicle january follow rebound february manufacturer switch attractive financing term cash rebate,0
49,2002-03-19,outlays retail items motor vehicles expanded february large increases recorded two prior months,outlay retail item motor vehicle expand february large increase record two prior month,0
50,2002-03-19,outlays services continued rise moderately january latest data,outlay service continued rise moderately january late data,0
51,2002-03-19,consumer purchases supported sizable gain disposable personal income january readings consumer sentiment close historical averages,consumer purchase support sizable gain disposable personal income january reading consumer sentiment close historical average,0
52,2002-03-19,residential construction strong past several months new starts reaching highest level almost two years,residential construction strong past several month new start reach high level almost two year,0
53,2002-03-19,strength homebuilding associated part unusually warm dry weather low mortgage rates also continued play important role,strength homebuilding associate part unusually warm dry weather low mortgage rate also continued play important role,0
54,2002-03-19,business spending durable equipment software appeared turning upward marked moderation fourth quarter steep decline recorded two previous quarters,business spending durable equipment software appear turn upward marked moderation fourth quarter steep decline record two previous quarter,0
55,2002-03-19,shipments orders nondefense capital goods unexpectedly strong january,shipment order nondefense capital good unexpectedly strong january,0
56,2002-03-19,signs recovery high tech sector shipments computers peripherals increasing fifth straight month shipments communications equipment turned january december bounce,sign recovery high tech sector shipment computer peripheral increase fifth straight month shipment communication equipment turn january december bounce,0
57,2002-03-19,shipments sectors recorded increases particularly robust machinery engines turbines,shipment sector record increase particularly robust machinery engine turbine,0
58,2002-03-19,business demand motor vehicles remained mixed fleet sales light vehicles higher purchases medium heavy trucks somewhat weaker,business demand motor vehicle remain mixed fleet sale light vehicle high purchase medium heavy truck somewhat weaker,0
59,2002-03-19,nonresidential construction remained slump spending new office buildings industrial structures sharply environment elevated vacancy rates,nonresidential construction remain slump spending new office building industrial structure sharply environment elevate vacancy rate,0
60,2002-03-19,pace liquidation manufacturing trade inventories excluding motor vehicles slowed january rapid rundown fourth quarter sales higher aggregate inventory sales ratio declined lowest level since midyear ,pace liquidation manufacturing trade inventory exclude motor vehicle slow january rapid rundown fourth quarter sale high aggregate inventory sale ratio decline low level since midyear,0
61,2002-03-19,manufacturers stocks drawn sharply january sector stock shipments ratio fell appreciably,manufacturer stock drawn sharply january sector stock shipment ratio fell appreciably,0
62,2002-03-19,wholesale level rate inventory runoff slowed somewhat sector inventory sales ratio declined further,wholesale level rate inventory runoff slow somewhat sector inventory sale ratio decline far,0
63,2002-03-19,level inventories retail level increased somewhat despite rise sales sector aggregate inventory sales ratio historically low level,level inventory retail level increase somewhat despite rise sale sector aggregate inventory sale ratio historically low level,0
64,2002-03-19,us trade deficit goods services widened somewhat january,u trade deficit good service widen somewhat january,0
65,2002-03-19,value exports changed little value imports rose appreciably november level,value export change little value import rise appreciably november level,0
66,2002-03-19,available information indicated economic activity foreign industrial countries showed little net change fourth quarter,available information indicate economic activity foreign industrial country show little net change fourth quarter,0
67,2002-03-19,canadian economy rebounded weak third quarter economic expansion united kingdom nearly came halt fourth quarter economic activity euro area slipped little japanese economy recorded steep drop,canadian economy rebound weak third quarter economic expansion united kingdom nearly come halt fourth quarter economic activity euro area slip little japanese economy record steep drop,0
68,2002-03-19,indications however gradually improving economic outlook several economies first quarter consequence previous monetary policy easing actions respective central banks taken effects improved economic performance united states,indication however gradually improve economic outlook several economy first quarter consequence previous monetary policy ease action respective central bank take effect improve economic performance united state,0
69,2002-03-19,among major emerging market countries exports number asian economies benefiting nascent recovery high tech industries around world,among major emerge market country export number asian economy benefiting nascent recovery high tech industry around world,0
70,2002-03-19,latin america although argentina remained steep downward trend mexican brazilian economies seemed recovering weakness fourth quarter,latin america although argentina remain steep downward trend mexican brazilian economy seem recover weakness fourth quarter,0
71,2002-03-19,consumer price inflation picked bit january energy prices posted first increase since september,consumer price inflation picked bit january energy price post first increase since september,0
72,2002-03-19,however year year basis core price inflation measured consumer price index leveled moderate rate core pce personal consumption expenditure price inflation declined appreciably,however year year basis core price inflation measure consumer price index level moderate rate core pce personal consumption expenditure price inflation decline appreciably,0
73,2002-03-19,labor costs also appeared decelerated recently,labor cost also appear decelerate recently,0
74,2002-03-19,employment cost index hourly compensation private industry rose moderately fourth quarter last year year whole,employment cost index hourly compensation private industry rise moderately fourth quarter last year year whole,0
75,2002-03-19,salary benefits components recorded slightly smaller increases last year,salary benefit component record slightly small increase last year,0
76,2002-03-19,average hourly earnings production nonsupervisory workers advanced slightly january february year average wage increase twelve months february slightly lower twelve month period ending february ,average hourly earnings production nonsupervisory worker advanced slightly january february year average wage increase twelve month february slightly low twelve month period end february,0
77,2002-03-19,meeting january    committee adopted directive called implementing conditions reserve markets consistent keeping intended level federal funds rate   percent,meeting january committee adopt directive call implement condition reserve market consistent keep intend level federal fund rate percent,0
78,2002-03-19,members noted policy eased substantially past year inflation adjusted federal funds rate unusually low level,member note policy ease substantially past year inflation adjust federal fund rate unusually low level,0
79,2002-03-19,result policy positioned support economic recovery forces restraining aggregate demand abated,result policy position support economic recovery force restrain aggregate demand abate,0
80,2002-03-19,nonetheless members agreed factors might keep pace expansion rate growth potential while thus balance risks continued tilted toward economic weakness foreseeable future,nonetheless member agree factor might keep pace expansion rate growth potential while thus balance risk continued tilt toward economic weakness foreseeable future,0
81,2002-03-19,federal funds rate remained close committee target level   percent intermeeting period,federal fund rate remain close committee target level percent intermeeting period,0
82,2002-03-19,however short term market rates increased slightly intermeeting interval yields longer term treasury instruments high grade corporate bonds rose more,however short term market rate increase slightly intermeeting interval yield longer term treasury instrument high grade corporate bond rise more,0
83,2002-03-19,rise rates sparked initially market participants reading committee press statement suggesting greater expected optimism economy going forward,rise rate spark initially market participant reading committee press statement suggest great expect optimism economy go forward,0
84,2002-03-19,assessment subsequently strengthened data spending output released intermeeting interval came well market expectations,assessment subsequently strengthen data spending output release intermeeting interval come well market expectation,0
85,2002-03-19,speculative grade bond yields fell somewhat reaction improved economic outlook perceived reduction credit risk,speculative grade bond yield fell somewhat reaction improve economic outlook perceive reduction credit risk,0
86,2002-03-19,major indexes equity prices moved sharply bullish economic reports,major index equity price move sharply bullish economic report,0
87,2002-03-19,foreign exchange markets trade weighted value dollar terms major foreign currencies eased slightly balance intermeeting period,foreign exchange market trade weight value dollar term major foreign currency ease slightly balance intermeeting period,0
88,2002-03-19,dollar fell yen euro despite negative economic news japan disappointing reaction japanese government announcement anti deflation package,dollar fell yen euro despite negative economic news japan disappoint reaction japanese government announcement anti deflation package,0
89,2002-03-19,exchange value dollar changed little terms index currencies important trading partners part depreciation argentine peso,exchange value dollar change little term index currency important trading partner part depreciation argentine peso,0
90,2002-03-19,expansion rebounded somewhat february january lackluster rate growth early part year sharply robust pace late last year,expansion rebound somewhat february january lackluster rate growth early part year sharply robust pace late last year,0
91,2002-03-19,slowdown apparently related ebbing effect earlier declines opportunity costs holding assets shift large amounts money retail money market funds bond equity mutual funds concerns volatility financial markets eased,slowdown apparently related ebb effect earlier decline opportunity cost hold asset shift large amount money retail money market fund bond equity mutual fund concern volatility financial market ease,0
92,2002-03-19,reduced demand mortgage refinancing also seemed contributed deceleration,reduce demand mortgage refinance also seem contribute deceleration,0
93,2002-03-19,debt domestic nonfinancial sectors estimated increased relatively slow rate january reflecting weak demand business debt financing little net borrowing federal government,debt domestic nonfinancial sector estimate increase relatively slow rate january reflect weak demand business debt financing little net borrowing federal government,0
94,2002-03-19,staff forecast prepared meeting suggested economic activity expanding briskly early months year turned increased modestly fourth quarter,staff forecast prepared meeting suggest economic activity expand briskly early month year turn increase modestly fourth quarter,0
95,2002-03-19,elevated household spending shift inventory liquidation accumulation would provide significant impetus recovery context substantial monetary ease fiscal stimulus already place,elevate household spending shift inventory liquidation accumulation would provide significant impetus recovery context substantial monetary ease fiscal stimulus already place,0
96,2002-03-19,moreover recently enacted federal incentive new business equipment investment along outlook continued robust gains productivity expected help boost business capital spending,moreover recently enact federal incentive new business equipment investment along outlook continued robust gain productivity expect help boost business capital spending,0
97,2002-03-19,time still depressed equity prices limited growth abroad dollar strength would tend hold pace recovery,time still depressed equity price limited growth abroad dollar strength would tend hold pace recovery,0
98,2002-03-19,balance recent developments suggested course final sales positive contour forecast horizon resource utilization would rise somewhat anticipated earlier despite higher projected growth structural productivity,balance recent development suggest course final sale positive contour forecast horizon resource utilization would rise somewhat anticipate earlier despite high project growth structural productivity,0
99,2002-03-19,even so overall activity would remain estimates economy potential output time persistence underutilized resources expected keep downward pressure core price inflation,even so overall activity would remain estimate economy potential output time persistence underutilized resource expect keep downward pressure core price inflation,0
100,2002-03-19,committee discussion current prospective economic developments members commented decidedly positive information received intermeeting period provided strong evidence economic recovery way though prospective strength remained subject substantial uncertainty,committee discussion current prospective economic development member comment decidedly positive information receive intermeeting period provide strong evidence economic recovery way though prospective strength remain subject substantial uncertainty,0
101,2002-03-19,regard noted economy undergoing significant structural changes changes adding usual difficulty projecting trajectory economic activity turning point,regard note economy undergo significant structural change change add usual difficulty project trajectory economic activity turn point,0
102,2002-03-19,unexpected strength household expenditures much reduced weakness business capital spending substantial slowing inventory liquidation produced earlier upturn economic activity many anticipated,unexpected strength household expenditure much reduce weakness business capital spending substantial slow inventory liquidation produce earlier upturn economic activity many anticipate,0
103,2002-03-19,strengthening inventory investment would probably generate appreciable growth business activity quarters ahead,strengthen inventory investment would probably generate appreciable growth business activity quarter ahead,0
104,2002-03-19,ongoing inventory correction completed however not clear extent final demand key sectors economy notably business capital investment would provide support economic growth,ongoing inventory correction complete however not clear extent final demand key sector economy notably business capital investment would provide support economic growth,0
105,2002-03-19,members agreed stimulative fiscal monetary policies currently place would undergird economic expansion continued anticipate relatively subdued rate expansion would gradually erode current margins underutilized productive resources,member agree stimulative fiscal monetary policy currently place would undergird economic expansion continued anticipate relatively subdue rate expansion would gradually erode current margin underutilized productive resource,0
106,2002-03-19,members viewed outlook core price inflation still quite benign largely reflecting ample availability labor producer resources accommodate rising economic activity favorable prospects robust growth productivity,member view outlook core price inflation still quite benign largely reflect ample availability labor producer resource accommodate rise economic activity favorable prospect robust growth productivity,0
107,2002-03-19,anecdotal commentary around country somewhat less positive whole recent macroeconomic data nation,anecdotal commentary around country somewhat less positive whole recent macroeconomic data nation,0
108,2002-03-19,business conditions reported improving areas industries pickup uneven continued weakness still characterizing numerous industries,business condition report improve area industry pickup uneven continued weakness still characterize numerous industry,0
109,2002-03-19,many business contacts although somewhat less pessimistic economic outlook still not appear anticipating strong upturn year,many business contact although somewhat less pessimistic economic outlook still not appear anticipate strong upturn year,0
110,2002-03-19,gradual recovery reported depressed tourism travel industries,gradual recovery report depressed tourism travel industry,0
111,2002-03-19,manufacturing sector much economy weakness concentrated displaying increased signs stabilizing activity actually picking number industries firms anticipating increases payrolls next several months experiencing large declines,manufacturing sector much economy weakness concentrate display increase sign stabilize activity actually pick number industry firm anticipate increase payroll next several month experience large decline,0
112,2002-03-19,however employers manufacturing sectors economy generally remained cautious hiring policies plans capital spending,however employer manufacturing sector economy generally remain cautious hire policy plan capital spending,0
113,2002-03-19,discussion developments key expenditure sectors economy members commented inventory investment likely remain pivotal factor nearer term performance economy,discussion development key expenditure sector economy member comment inventory investment likely remain pivotal factor nearer term performance economy,0
114,2002-03-19,firms moved rapidly correct earlier inventory imbalances,firm move rapidly correct earlier inventory imbalance,0
115,2002-03-19,data indicating large drawdown inventories fourth quarter further albeit much diminished liquidation january along anecdotal commentary suggested inventories close desired levels many industries notably retail sector swing toward smaller drawdowns giving boost industrial production,data indicate large drawdown inventory fourth quarter far albeit much diminish liquidation january along anecdotal commentary suggest inventory close desire level many industry notably retail sector swing toward small drawdowns give boost industrial production,0
116,2002-03-19,looking ahead inventory investment likely would turn toward accumulation business firms facing brisk demand depleted stocks stepped new orders providing source significant strength fostering economic recovery near term,look ahead inventory investment likely would turn toward accumulation business firm face brisk demand deplete stock step new order provide source significant strength foster economic recovery near term,0
117,2002-03-19,major uncertainty economic outlook extent growth final demand households business firms would provide ongoing support expansion impetus inventory investment dissipated,major uncertainty economic outlook extent growth final demand household business firm would provide ongoing support expansion impetus inventory investment dissipate,0
118,2002-03-19,prospects consumer spending remained favorable backdrop solid uptrend disposable incomes associated important extent improving employment picture robust underlying growth labor productivity phase personal income tax cuts enacted ,prospect consumer spending remain favorable backdrop solid uptrend disposable income associate important extent improve employment picture robust underlie growth labor productivity phase personal income tax cut enact,0
119,2002-03-19,consumer confidence improved considerably recent months consumer expenditures displayed surprising strength,consumer confidence improve considerably recent month consumer expenditure displayed surprising strength,0
120,2002-03-19,members nonetheless cited negatives outlook consumer spending including possibilities negative stock market wealth effect stemming large earlier declines somewhat elevated rate unemployment would weigh consumer confidence,member nonetheless cite negative outlook consumer spending include possibility negative stock market wealth effect stem large earlier decline somewhat elevate rate unemployment would weigh consumer confidence,0
121,2002-03-19,importantly consumer spending automobiles consumer durables well maintained extended period economic weakness gains expenditures likely limited coming quarters contrast typical surge past economic recoveries,importantly consumer spending automobile consumer durables well maintain extend period economic weakness gain expenditure likely limited come quarter contrast typical surge past economic recovery,0
122,2002-03-19,moreover energy price increases especially become pronounced would tend hold back household spending,moreover energy price increase especially become pronounce would tend hold back household spending,0
123,2002-03-19,balance members saw moderate growth consumer spending reasonable prospect coming quarters,balance member saw moderate growth consumer spending reasonable prospect come quarter,0
124,2002-03-19,lull fall  housing activity displayed renewed vigor recent months part consequence widely favorable weather conditions,lull fall housing activity displayed renew vigor recent month part consequence widely favorable weather condition,0
125,2002-03-19,indeed single family construction described particularly bright sector number local economies,indeed single family construction described particularly bright sector number local economy,0
126,2002-03-19,looking ahead favorable factors affecting consumer spending generally along relatively low mortgage interest rates expected sustain high level housing expenditures year,look ahead favorable factor affect consumer spending generally along relatively low mortgage interest rate expect sustain high level housing expenditure year,0
127,2002-03-19,keeping outlook consumer durables however long period active housing construction suggested significant additional strength housing unlikely coming quarters,keep outlook consumer durables however long period active housing construction suggest significant additional strength housing unlikely come quarter,0
128,2002-03-19,members generally viewed business fixed investment spending key strength economic activity thrust inventory restocking run course,member generally view business fix investment spending key strength economic activity thrust inventory restock run course,0
129,2002-03-19,outlook business capital expenditures would governed important extent business expectations regarding sales profits,outlook business capital expenditure would govern important extent business expectation regard sale profit,0
130,2002-03-19,steep declines business investment past year anecdotal reports around country provided scattered indications upturn no evidence point broad based improvement,steep decline business investment past year anecdotal report around country provide scatter indication upturn no evidence point broad base improvement,0
131,2002-03-19,according reports despite strength recent economic statistics boosted economic forecasts many observers business confidence remained low level evidently reflecting weak outlook profits business community context strong competitive pressures,accord report despite strength recent economic statistic boost economic forecast many observer business confidence remain low level evidently reflect weak outlook profit business community context strong competitive pressure,0
132,2002-03-19,negative factors bearing outlook investment capital equipment included persistence large margins excess capacity many industries,negative factor bearing outlook investment capital equipment include persistence large margin excess capacity many industry,0
133,2002-03-19,outlook commercial nonresidential construction seemed even less promising least next several quarters given high vacancy rates commercial structures many parts nation,outlook commercial nonresidential construction seem even less promising least next several quarter give high vacancy rate commercial structure many part nation,0
134,2002-03-19,members nonetheless cited positives outlook included favorable effects incentives purchase capital equipment stemming outlook relatively rapid growth productivity recent passage legislation providing temporary tax incentive investments equipment software,member nonetheless cite positive outlook include favorable effect incentive purchase capital equipment stem outlook relatively rapid growth productivity recent passage legislation provide temporary tax incentive investment equipment software,0
135,2002-03-19,balance substantial pickup overall capital spending seemed likely delayed absence surprising strength final demand wide range possible outcomes could not ruled key sector economy,balance substantial pickup overall capital spending seem likely delayed absence surprising strength final demand wide range possible outcome could not rule key sector economy,0
136,2002-03-19,several members referred currently high degree fiscal policy stimulus augmented recent legislation,several member refer currently high degree fiscal policy stimulus augment recent legislation,0
137,2002-03-19,much added stimulus investment incentive component legislation not likely felt period might occur time economy would already expanding solid pace,much add stimulus investment incentive component legislation not likely felt period might occur time economy would already expand solid pace,0
138,2002-03-19,federal spending increasing rapidly growth could taper slowly current budget estimates implied,federal spending increase rapidly growth could taper slowly current budget estimate imply,0
139,2002-03-19,least partially offsetting factor prospect state local government expenditures would increase reduced pace year amid widespread budget pressures emerged tax receipts weakened along economy,least partially offset factor prospect state local government expenditure would increase reduce pace year amid widespread budget pressure emerge tax receipt weaken along economy,0
140,2002-03-19,however reports indicated spending local infrastructure projects continuing solid pace parts nation,however report indicate spending local infrastructure project continue solid pace part nation,0
141,2002-03-19,members saw number downside risks potential developments abroad,member saw number downside risk potential development abroad,0
142,2002-03-19,particular concern expressed heightened tensions middle east possible impact oil markets cost energy,particular concern express heighten tension middle east possible impact oil market cost energy,0
143,2002-03-19,variety reasons oil prices already risen appreciably since start year,variety reason oil price already risen appreciably since start year,0
144,2002-03-19,regard outlook foreign trade members reported indications improving volume trade asian nations,regard outlook foreign trade member report indication improve volume trade asian nation,0
145,2002-03-19,however nation net export position could deteriorate much impetus world economic growth comings economy,however nation net export position could deteriorate much impetus world economic growth coming economy,0
146,2002-03-19,members expected price pressures remain relatively contained next several quarters context anticipated would gradual reduction excess capacity labor product markets recovery progressed,member expect price pressure remain relatively contain next several quarter context anticipate would gradual reduction excess capacity labor product market recovery progress,0
147,2002-03-19,moreover prospects relatively robust growth productivity highly flexible competitive economy likely would moderate extent potential buildup inflationary pressures future,moreover prospect relatively robust growth productivity highly flexible competitive economy likely would moderate extent potential buildup inflationary pressure future,0
148,2002-03-19,members nonetheless mentioned potential negatives outlook notably possibility rising wage pressures labor markets became fully employed upward price pressures stemming increasing steel energy insurance costs,member nonetheless mention potential negative outlook notably possibility rise wage pressure labor market become fully employ upward price pressure stem increase steel energy insurance cost,0
149,2002-03-19,committee discussion policy intermeeting period ahead members supported proposal maintain unchanged policy stance target federal funds rate staying   percent,committee discussion policy intermeeting period ahead member support proposal maintain unchanged policy stance target federal fund rate stay percent,0
150,2002-03-19,economy currently appeared expanding fairly vigorous pace advance importantly reflected temporary swing inventory investment considerable uncertainty surrounded outlook final demand quarters ahead,economy currently appear expand fairly vigorous pace advance importantly reflect temporary swing inventory investment considerable uncertainty surround outlook final demand quarter ahead,0
151,2002-03-19,background members judged currently accommodative stance monetary policy appropriate now especially light relatively high unemployment rate low capacity utilization rates numerous industries quiescent inflation pressures,background member judged currently accommodative stance monetary policy appropriate now especially light relatively high unemployment rate low capacity utilization rate numerous industry quiescent inflation pressure,0
152,2002-03-19,looking ahead however stance policy would need adjusted point provide less stimulus members gained confidence recovery becoming better entrenched risks shifted toward rising inflationary pressures,look ahead however stance policy would need adjust point provide less stimulus member gain confidence recovery become well entrench risk shift toward rise inflationary pressure,0
153,2002-03-19,need adjust monetary policy early stages recovery presented special challenge regard timing extent raising rates prematurely precipitately could weaken abort recovery waiting long could risk pickup inflationary pressures later,need adjust monetary policy early stage recovery present special challenge regard timing extent raise rate prematurely precipitately could weaken abort recovery wait long could risk pickup inflationary pressure later,0
