,Date,Original,Corpus,Class
0,2010-04-28,april   ,april,0
1,2010-04-28,present ben bernanke chairman william dudley vice chairman james bullard elizabeth duke thomas hoenig donald kohn sandra pianalto eric rosengren daniel tarullo kevin warsh,present ben bernanke chairman william dudley vice chairman james bullard elizabeth duke thomas hoenig donald kohn sandra pianalto eric rosengren daniel tarullo kevin warsh,0
2,2010-04-28,christine cumming charles evans narayana kocherlakota charles plosser alternate members federal open market committee,christine cumming charles evans narayana kocherlakota charles plosser alternate member federal open market committee,0
3,2010-04-28,jeffrey lacker dennis lockhart janet yellen presidents federal reserve banks richmond atlanta san francisco respectively,jeffrey lacker dennis lockhart janet yellen president federal reserve bank richmond atlanta san francisco respectively,0
4,2010-04-28,helen holcomb first vice president federal reserve bank dallas,helen holcomb first vice president federal reserve bank dallas,0
5,2010-04-28,brian madigan secretary economist matthew luecke assistant secretary david skidmore assistant secretary michelle smith assistant secretary scott alvarez general counsel thomas baxter deputy general counsel nathan sheets economist david stockton economist,brian madigan secretary economist matthew luecke assistant secretary david skidmore assistant secretary michelle smith assistant secretary scott alvarez general counsel thomas baxter deputy general counsel nathan sheet economist david stockton economist,0
6,2010-04-28,alan barkema thomas connors william english jeff fuhrer steven kamin simon potter lawrence slifman mark sniderman christopher waller david wilcox associate economists,alan barkema thomas connors william english jeff fuhrer steven kamin simon potter lawrence slifman mark sniderman christopher waller david wilcox associate economist,0
7,2010-04-28,brian sack manager system open market account,brian sack manager system open market account,0
8,2010-04-28,jennifer johnson secretary board office secretary board governors,jennifer johnson secretary board office secretary board governor,0
9,2010-04-28,patrick parkinson director division bank supervision regulation board governors,patrick parkinson director division bank supervision regulation board governor,0
10,2010-04-28,robert dev,robert dev,0
11,2010-04-28,frierson deputy secretary office secretary board governors,frierson deputy secretary office secretary board governor,0
12,2010-04-28,charles struckmeyer deputy staff director office staff director management board governors,charles struckmeyer deputy staff director office staff director management board governor,0
13,2010-04-28,james clouse deputy director division monetary affairs board governors,james clouse deputy director division monetary affair board governor,0
14,2010-04-28,linda robertson assistant board office board members board governors,linda robertson assistant board office board member board governor,0
15,2010-04-28,william nelson senior associate director division monetary affairs board governors nellie liang david reifschneider william wascher senior associate directors division research statistics board governors,william nelson senior associate director division monetary affair board governor nellie liang david reifschneider william wascher senior associate director division research statistic board governor,0
16,2010-04-28,seth carpenter associate director division monetary affairs board governors,seth carpenter associate director division monetary affair board governor,0
17,2010-04-28,christopher erceg deputy associate director division international finance board governors egon zakrajek deputy associate director division monetary affairs board governors,christopher erceg deputy associate director division international finance board governor egon zakrajek deputy associate director division monetary affair board governor,0
18,2010-04-28,brian gross special assistant board office board members board governors,brian gross special assistant board office board member board governor,0
19,2010-04-28,david small project manager division monetary affairs board governors,david small project manager division monetary affair board governor,0
