,Date,Original,Corpus,Class
0,2019-10-30,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2019-10-30,federal open market committee,federal open market committee,0
2,2019-10-30,monetary policy principles practice,monetary policy principle practice,0
3,2019-10-30,policy implementation,policy implementation,0
4,2019-10-30,reports,report,0
5,2019-10-30,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2019-10-30,institution supervision,institution supervision,0
7,2019-10-30,reports,report,0
8,2019-10-30,reporting forms,reporting form,0
9,2019-10-30,supervision  regulation letters,supervision regulation letter,0
10,2019-10-30,banking applications  legal developments,banking application legal development,0
11,2019-10-30,regulatory resources,regulatory resource,0
12,2019-10-30,banking  data structure,banking data structure,0
13,2019-10-30,regulations  statutes,regulation statute,0
14,2019-10-30,payment policies,payment policy,0
15,2019-10-30,reserve bank payment services  data,reserve bank payment service data,0
16,2019-10-30,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2019-10-30,research committees forums,research committee forum,0
18,2019-10-30,working papers notes,work paper note,0
19,2019-10-30,models tools,model tool,0
20,2019-10-30,bank assets liabilities,bank asset liability,0
21,2019-10-30,bank structure data,bank structure data,0
22,2019-10-30,business finance,business finance,0
23,2019-10-30,dealer financing terms,dealer financing term,0
24,2019-10-30,exchange rates international data,exchange rate international data,0
25,2019-10-30,financial accounts,financial account,0
26,2019-10-30,household finance,household finance,0
27,2019-10-30,industrial activity,industrial activity,0
28,2019-10-30,interest rates,interest rate,0
29,2019-10-30,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2019-10-30,money stock reserve balances,money stock reserve balance,0
31,2019-10-30,regulations,regulation,0
32,2019-10-30,supervision  enforcement,supervision enforcement,0
33,2019-10-30,community development,community development,0
34,2019-10-30,research  analysis,research analysis,0
35,2019-10-30,consumer resources,consumer resource,0
36,2019-10-30,october   ,october,0
37,2019-10-30,joint meeting federal open market committee board governors held offices board governors federal reserve system washington dc tuesday october   continued wednesday october   m,joint meeting federal open market committee board governor held office board governor federal reserve system washington dc tuesday october continued wednesday october m,0
38,2019-10-30,present jerome powell chair john williams vice chair michelle bowman lael brainard james bullard richard clarida charles evans esther george randal quarles eric rosengren,present jerome powell chair john williams vice chair michelle bowman lael brainard james bullard richard clarida charles evans esther george randal quarles eric rosengren,0
39,2019-10-30,patrick harker robert kaplan neel kashkari loretta mester michael strine alternate members federal open market committee,patrick harker robert kaplan neel kashkari loretta mester michael strine alternate member federal open market committee,0
40,2019-10-30,thomas barkin raphael bostic mary daly presidents federal reserve banks richmond atlanta san francisco respectively,thomas barkin raphael bostic mary daly president federal reserve bank richmond atlanta san francisco respectively,0
41,2019-10-30,james clouse secretary matthew luecke deputy secretary david skidmore assistant secretary michelle smith assistant secretary mark van der weide general counsel michael held deputy general counsel steven kamin economist thomas laubach economist stacey tevlin economist,james clouse secretary matthew luecke deputy secretary david skidmore assistant secretary michelle smith assistant secretary mark van der weide general counsel michael held deputy general counsel steven kamin economist thomas laubach economist stacey tevlin economist,0
42,2019-10-30,rochelle edge eric engen anna paulson christopher waller william wascher beth anne wilson associate economists,rochelle edge eric engen anna paulson christopher waller william wascher beth anne wilson associate economist,0
43,2019-10-30,lorie logan manager pro tem system open market account,lorie logan manager pro tem system open market account,0
44,2019-10-30,ann misback secretary office secretary board governors,ann misback secretary office secretary board governor,0
45,2019-10-30,eric belsky director division consumer community affairs board governors matthew eichner director division reserve bank operations payment systems board governors andreas lehnert director division financial stability board governors,eric belsky director division consumer community affair board governor matthew eichner director division reserve bank operation payment system board governor andreas lehnert director division financial stability board governor,0
46,2019-10-30,jennifer burns deputy director division supervision regulation board governors daniel covitz deputy director division research statistics board governors michael kiley deputy director division financial stability board governors trevor reeve deputy director division monetary affairs board governors,jennifer burn deputy director division supervision regulation board governor daniel covitz deputy director division research statistic board governor michael kiley deputy director division financial stability board governor trevor reeve deputy director division monetary affair board governor,0
47,2019-10-30,jon faust senior special adviser chair office board members board governors,jon faust senior special adviser chair office board member board governor,0
48,2019-10-30,joshua gallin special adviser chair office board members board governors,joshua gallin special adviser chair office board member board governor,0
49,2019-10-30,brian doyle wendy dunn joseph gruber ellen meade ivan vidangos special advisers board office board members board governors,brian doyle wendy dunn joseph gruber ellen meade ivan vidangos special adviser board office board member board governor,0
50,2019-10-30,linda robertson assistant board office board members board governors,linda robertson assistant board office board member board governor,0
51,2019-10-30,shaghil ahmed senior associate director division international finance board governors david lebow senior associate director division research statistics board governors,shaghil ahmed senior associate director division international finance board governor david lebow senior associate director division research statistic board governor,0
52,2019-10-30,antulio bomfim senior adviser division monetary affairs board governors,antulio bomfim senior adviser division monetary affair board governor,0
53,2019-10-30,michael hsu associate director division supervision regulation board governors david lpez salido min wei associate directors division monetary affairs board governors,michael hsu associate director division supervision regulation board governor david lpez salido min wei associate director division monetary affair board governor,0
54,2019-10-30,glenn follette deputy associate director division research statistics board governors christopher gust deputy associate director division monetary affairs board governors jeffrey walker deputy associate director division reserve bank operations payment systems board governors paul wood deputy associate director division international finance board governors,glenn follette deputy associate director division research statistic board governor christopher gust deputy associate director division monetary affair board governor jeffrey walker deputy associate director division reserve bank operation payment system board governor paul wood deputy associate director division international finance board governor,0
55,2019-10-30,eric engstrom senior adviser division research statistics deputy associate director division monetary affairs board governors,eric engstrom senior adviser division research statistic deputy associate director division monetary affair board governor,0
56,2019-10-30,stephanie curcuru assistant director division international finance board governors giovanni favara laura lipscomb zeynep senyuz rebecca zarutskie assistant directors division monetary affairs board governors shane sherlund assistant director division research statistics board governors,stephanie curcuru assistant director division international finance board governor giovanni favara laura lipscomb zeynep senyuz rebecca zarutskie assistant director division monetary affair board governor shane sherlund assistant director division research statistic board governor,0
57,2019-10-30,penelope beattie section chief office secretary board governors matthew malloy section chief division monetary affairs board governors,penelope beattie section chief office secretary board governor matthew malloy section chief division monetary affair board governor,0
58,2019-10-30,mark carlson senior economic project manager division monetary affairs board governors,mark carlson senior economic project manager division monetary affair board governor,0
59,2019-10-30,david small project manager division monetary affairs board governors,david small project manager division monetary affair board governor,0
60,2019-10-30,alyssa anderson anna orlik bernd schlusche principal economists division monetary affairs board governors cristina fuentes albero christopher nekarda principal economists division research statistics board governors,alyssa anderson anna orlik bernd schlusche principal economist division monetary affair board governor cristina fuentes albero christopher nekarda principal economist division research statistic board governor,0
61,2019-10-30,valerie hinojosa senior information manager division monetary affairs board governors,valerie hinojosa senior information manager division monetary affair board governor,0
62,2019-10-30,kelly dubbert first vice president federal reserve bank kansas city,kelly dubbert first vice president federal reserve bank kansa city,0
63,2019-10-30,david altig kartik athreya jeffrey fuhrer glenn rudebusch executive vice presidents federal reserve banks atlanta richmond boston san francisco respectively,david altig kartik athreya jeffrey fuhrer glenn rudebusch executive vice president federal reserve bank atlanta richmond boston san francisco respectively,0
64,2019-10-30,angelaconnor marc giannoni paolo pesenti samuel schulhofer wohl raymond testa nathaniel wuerffel senior vice presidents federal reserve banks new york dallas new york chicago new york new york respectively,angelaconnor marc giannoni paolo pesenti samuel schulhofer wohl raymond testa nathaniel wuerffel senior vice president federal reserve bank new york dallas new york chicago new york new york respectively,0
65,2019-10-30,satyajit chatterjee richard crump george kahn rebecca mccaughrin patricia zobel vice presidents federal reserve banks philadelphia new york kansas city new york new york respectively,satyajit chatterjee richard crump george kahn rebecca mccaughrin patricia zobel vice president federal reserve bank philadelphia new york kansa city new york new york respectively,0
66,2019-10-30,larry wall executive director federal reserve bank atlanta,larry wall executive director federal reserve bank atlanta,0
67,2019-10-30,edward prescott senior economic policy advisor federal reserve bank cleveland,edward prescott senior economic policy advisor federal reserve bank cleveland,0
68,2019-10-30,nicolas petrosky nadeau senior research advisor federal reserve bank san francisco,nicolas petrosky nadeau senior research advisor federal reserve bank san francisco,0
69,2019-10-30,stefaniaamico thomas king senior economists research advisors federal reserve bank chicago,stefaniaamico thomas king senior economist research advisor federal reserve bank chicago,0
70,2019-10-30,alex richter senior research economist advisor federal reserve bank dallas,alex richter senior research economist advisor federal reserve bank dallas,0
71,2019-10-30,benjamin malin senior research economist federal reserve bank minneapolis,benjamin malin senior research economist federal reserve bank minneapolis,0
72,2019-10-30,review monetary policy strategy tools communication practices committee participants continued discussions related ongoing review federal reserve monetary policy strategy tools communication practices,review monetary policy strategy tool communication practice committee participant continued discussion related ongoing review federal reserve monetary policy strategy tool communication practice,0
