,Date,Original,Corpus,Class
0,2008-10-29,october   ,october,0
1,2008-10-29,presentmr bernanke chairmanmr geithner vice chairmanms dukemr fishermr kohnmr krosznerms pianaltomr plossermr sternmr warsh,presentmr bernanke chairmanmr geithner vice chairmanms dukemr fishermr kohnmr krosznerms pianaltomr plossermr sternmr warsh,0
2,2008-10-29,ms cumming messrs,m cumming messrs,0
3,2008-10-29,evans lacker lockhart ms yellen alternate members federal open market committee,evans lacker lockhart m yellen alternate member federal open market committee,0
4,2008-10-29,messrs,messrs,0
5,2008-10-29,bullard hoenig rosengren presidents federal reserve banks st louis kansas city boston respectively,bullard hoenig rosengren president federal reserve bank st louis kansa city boston respectively,0
6,2008-10-29,mr madigan secretary economistms danker deputy secretarymr skidmore assistant secretaryms smith assistant secretarymr alvarez general counselmr baxter deputy general counselmr sheets economist mr stockton economist,mr madigan secretary economistms danker deputy secretarymr skidmore assistant secretaryms smith assistant secretarymr alvarez general counselmr baxter deputy general counselmr sheet economist mr stockton economist,0
7,2008-10-29,messrs,messrs,0
8,2008-10-29,connors english kamin ms mester messrs,connors english kamin m mester messrs,0
9,2008-10-29,rosenblum slifman sniderman wilcox associate economists,rosenblum slifman sniderman wilcox associate economist,0
10,2008-10-29,mr dudley manager system open market account,mr dudley manager system open market account,0
11,2008-10-29,ms bailey deputy director division banking supervision regulation board governors,m bailey deputy director division banking supervision regulation board governor,0
12,2008-10-29,mr clouse deputy director division monetary affairs board governors,mr clouse deputy director division monetary affair board governor,0
13,2008-10-29,mr struckmeyer deputy staff director office staff director management board governors,mr struckmeyer deputy staff director office staff director management board governor,0
14,2008-10-29,mr blanchard assistant board office board members board governors,mr blanchard assistant board office board member board governor,0
15,2008-10-29,messrs,messrs,0
16,2008-10-29,reifschneider wascher associate directors division research statistics board governors,reifschneider wascher associate director division research statistic board governor,0
17,2008-10-29,messrs,messrs,0
18,2008-10-29,levin nelson associate directors division monetary affairs board governors,levin nelson associate director division monetary affair board governor,0
19,2008-10-29,ms kole assistant director division international finance board governors,m kole assistant director division international finance board governor,0
20,2008-10-29,mr mccarthy visiting reserve bank officer division monetary affairs board governors,mr mccarthy visit reserve bank officer division monetary affair board governor,0
21,2008-10-29,mr oliner senior adviser division research statistics board governors,mr oliner senior adviser division research statistic board governor,0
