,Date,Original,Corpus,Class
0,2012-10-24,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2012-10-24,federal open market committee,federal open market committee,0
2,2012-10-24,monetary policy principles practice,monetary policy principle practice,0
3,2012-10-24,policy implementation,policy implementation,0
4,2012-10-24,reports,report,0
5,2012-10-24,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2012-10-24,institution supervision,institution supervision,0
7,2012-10-24,reports,report,0
8,2012-10-24,reporting forms,reporting form,0
9,2012-10-24,supervision  regulation letters,supervision regulation letter,0
10,2012-10-24,banking applications  legal developments,banking application legal development,0
11,2012-10-24,regulatory resources,regulatory resource,0
12,2012-10-24,banking  data structure,banking data structure,0
13,2012-10-24,regulations  statutes,regulation statute,0
14,2012-10-24,payment policies,payment policy,0
15,2012-10-24,reserve bank payment services  data,reserve bank payment service data,0
16,2012-10-24,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2012-10-24,research committees forums,research committee forum,0
18,2012-10-24,working papers notes,work paper note,0
19,2012-10-24,models tools,model tool,0
20,2012-10-24,bank assets liabilities,bank asset liability,0
21,2012-10-24,bank structure data,bank structure data,0
22,2012-10-24,business finance,business finance,0
23,2012-10-24,dealer financing terms,dealer financing term,0
24,2012-10-24,exchange rates international data,exchange rate international data,0
25,2012-10-24,financial accounts,financial account,0
26,2012-10-24,household finance,household finance,0
27,2012-10-24,industrial activity,industrial activity,0
28,2012-10-24,interest rates,interest rate,0
29,2012-10-24,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2012-10-24,money stock reserve balances,money stock reserve balance,0
31,2012-10-24,regulations,regulation,0
32,2012-10-24,supervision  enforcement,supervision enforcement,0
33,2012-10-24,community development,community development,0
34,2012-10-24,research  analysis,research analysis,0
35,2012-10-24,consumer resources,consumer resource,0
36,2012-10-24,october  ,october,0
37,2012-10-24,meeting federal open market committee held offices board governors federal reserve system washington dc tuesday october   continued wednesday october   m,meeting federal open market committee held office board governor federal reserve system washington dc tuesday october continued wednesday october m,0
38,2012-10-24,present ben bernanke chairman william dudley vice chairman elizabeth duke jeffrey lacker dennis lockhart sandra pianalto jerome powell sarah bloom raskin jeremy stein daniel tarullo john williams janet yellen,present ben bernanke chairman william dudley vice chairman elizabeth duke jeffrey lacker dennis lockhart sandra pianalto jerome powell sarah bloom raskin jeremy stein daniel tarullo john williams janet yellen,0
39,2012-10-24,james bullard charles evans esther george eric rosengren alternate members federal open market committee,james bullard charles evans esther george eric rosengren alternate member federal open market committee,0
40,2012-10-24,richard fisher narayana kocherlakota charles plosser presidents federal reserve banks dallas minneapolis philadelphia respectively,richard fisher narayana kocherlakota charles plosser president federal reserve bank dallas minneapolis philadelphia respectively,0
41,2012-10-24,william english secretary economist deborah danker deputy secretary matthew luecke assistant secretary david skidmore assistant secretary michelle smith assistant secretary scott alvarez general counsel thomas baxter deputy general counsel steven kamin economist david wilcox economist,william english secretary economist deborah danker deputy secretary matthew luecke assistant secretary david skidmore assistant secretary michelle smith assistant secretary scott alvarez general counsel thomas baxter deputy general counsel steven kamin economist david wilcox economist,0
42,2012-10-24,david altig thomas connors michael leahy william nelson david reifschneider mark sniderman william wascher associate economists,david altig thomas connors michael leahy william nelson david reifschneider mark sniderman william wascher associate economist,0
43,2012-10-24,simon potter manager system open market account,simon potter manager system open market account,0
44,2012-10-24,michael gibson director division banking supervision regulation board governors,michael gibson director division banking supervision regulation board governor,0
45,2012-10-24,james clouse deputy director division monetary affairs board governors,james clouse deputy director division monetary affair board governor,0
46,2012-10-24,andreas lehnert deputy director office financial stability policy research board governors,andreas lehnert deputy director office financial stability policy research board governor,0
