,Date,Original,Corpus,Class
0,2017-12-13,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2017-12-13,federal open market committee,federal open market committee,0
2,2017-12-13,monetary policy principles practice,monetary policy principle practice,0
3,2017-12-13,policy implementation,policy implementation,0
4,2017-12-13,reports,report,0
5,2017-12-13,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2017-12-13,institution supervision,institution supervision,0
7,2017-12-13,reports,report,0
8,2017-12-13,reporting forms,reporting form,0
9,2017-12-13,supervision  regulation letters,supervision regulation letter,0
10,2017-12-13,banking applications  legal developments,banking application legal development,0
11,2017-12-13,regulatory resources,regulatory resource,0
12,2017-12-13,banking  data structure,banking data structure,0
13,2017-12-13,regulations  statutes,regulation statute,0
14,2017-12-13,payment policies,payment policy,0
15,2017-12-13,reserve bank payment services  data,reserve bank payment service data,0
16,2017-12-13,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2017-12-13,research committees forums,research committee forum,0
18,2017-12-13,working papers notes,work paper note,0
19,2017-12-13,models tools,model tool,0
20,2017-12-13,bank assets liabilities,bank asset liability,0
21,2017-12-13,bank structure data,bank structure data,0
22,2017-12-13,business finance,business finance,0
23,2017-12-13,dealer financing terms,dealer financing term,0
24,2017-12-13,exchange rates international data,exchange rate international data,0
25,2017-12-13,financial accounts,financial account,0
26,2017-12-13,household finance,household finance,0
27,2017-12-13,industrial activity,industrial activity,0
28,2017-12-13,interest rates,interest rate,0
29,2017-12-13,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2017-12-13,money stock reserve balances,money stock reserve balance,0
31,2017-12-13,regulations,regulation,0
32,2017-12-13,supervision  enforcement,supervision enforcement,0
33,2017-12-13,community development,community development,0
34,2017-12-13,research  analysis,research analysis,0
35,2017-12-13,consumer resources,consumer resource,0
36,2017-12-13,december   ,december,0
37,2017-12-13,joint meeting federal open market committee board governors held offices board governors federal reserve system washington dc tuesday december   continued wednesday december   m,joint meeting federal open market committee board governor held office board governor federal reserve system washington dc tuesday december continued wednesday december m,0
38,2017-12-13,present,present,0
39,2017-12-13,janet yellen chair william dudley vice chairman lael brainard charles evans patrick harker robert kaplan neel kashkari jerome powell randal quarles,janet yellen chair william dudley vice chairman lael brainard charles evans patrick harker robert kaplan neel kashkari jerome powell randal quarles,0
40,2017-12-13,raphael bostic loretta mester mark mullinix michael strine john williams alternate members federal open market committee,raphael bostic loretta mester mark mullinix michael strine john williams alternate member federal open market committee,0
41,2017-12-13,james bullard esther george eric rosengren presidents federal reserve banks st louis kansas city boston respectively,james bullard esther george eric rosengren president federal reserve bank st louis kansa city boston respectively,0
42,2017-12-13,james clouse secretary matthew luecke deputy secretary david skidmore assistant secretary michelle smith assistant secretary mark van der weide general counsel michael held deputy general counsel steven kamin economist thomas laubach economist david wilcox economist,james clouse secretary matthew luecke deputy secretary david skidmore assistant secretary michelle smith assistant secretary mark van der weide general counsel michael held deputy general counsel steven kamin economist thomas laubach economist david wilcox economist,0
43,2017-12-13,thomas connors michael dotsey eric engen evan koenig daniel sullivan william wascher beth anne wilson associate economists,thomas connors michael dotsey eric engen evan koenig daniel sullivan william wascher beth anne wilson associate economist,0
44,2017-12-13,simon potter manager system open market account,simon potter manager system open market account,0
45,2017-12-13,lorie logan deputy manager system open market account,lorie logan deputy manager system open market account,0
46,2017-12-13,ann misback secretary office secretary board governors,ann misback secretary office secretary board governor,0
47,2017-12-13,matthew eichner director division reserve bank operations payment systems board governors andreas lehnert director division financial stability board governors,matthew eichner director division reserve bank operation payment system board governor andreas lehnert director division financial stability board governor,0
48,2017-12-13,jennifer burns deputy director division supervision regulation board governors rochelle edge stephen meyer deputy directors division monetary affairs board governors michael kiley deputy director division financial stability board governors,jennifer burn deputy director division supervision regulation board governor rochelle edge stephen meyer deputy director division monetary affair board governor michael kiley deputy director division financial stability board governor,0
49,2017-12-13,trevor reeve senior special adviser chair office board members board governors,trevor reeve senior special adviser chair office board member board governor,0
50,2017-12-13,joseph gruber david reifschneider john roberts special advisers board office board members board governors,joseph gruber david reifschneider john robert special adviser board office board member board governor,0
51,2017-12-13,linda robertson assistant board office board members board governors,linda robertson assistant board office board member board governor,0
52,2017-12-13,antulio bomfim edward nelson ellen meade robert tetlow senior advisers division monetary affairs board governors,antulio bomfim edward nelson ellen meade robert tetlow senior adviser division monetary affair board governor,0
53,2017-12-13,shaghil ahmed associate director division international finance board governors elizabeth kiser john stevens stacey tevlin associate directors division research statistics board governors david lpez salido associate director division monetary affairs board governors,shaghil ahmed associate director division international finance board governor elizabeth kiser john stevens stacey tevlin associate director division research statistic board governor david lpez salido associate director division monetary affair board governor,0
54,2017-12-13,norman morin shane sherlund assistant directors division research statistics board governors,norman morin shane sherlund assistant director division research statistic board governor,0
55,2017-12-13,eric engstrom adviser division monetary affairs adviser division research statistics board governors,eric engstrom adviser division monetary affair adviser division research statistic board governor,0
56,2017-12-13,penelope beattie assistant secretary office secretary board governors,penelope beattie assistant secretary office secretary board governor,0
57,2017-12-13,david small project manager division monetary affairs board governors,david small project manager division monetary affair board governor,0
58,2017-12-13,cynthia doniger senior economist division monetary affairs board governors,cynthia doniger senior economist division monetary affair board governor,0
