,Date,Original,Corpus,Class
0,2013-07-31,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2013-07-31,federal open market committee,federal open market committee,0
2,2013-07-31,monetary policy principles practice,monetary policy principle practice,0
3,2013-07-31,policy implementation,policy implementation,0
4,2013-07-31,reports,report,0
5,2013-07-31,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2013-07-31,institution supervision,institution supervision,0
7,2013-07-31,reports,report,0
8,2013-07-31,reporting forms,reporting form,0
9,2013-07-31,supervision  regulation letters,supervision regulation letter,0
10,2013-07-31,banking applications  legal developments,banking application legal development,0
11,2013-07-31,regulatory resources,regulatory resource,0
12,2013-07-31,banking  data structure,banking data structure,0
13,2013-07-31,regulations  statutes,regulation statute,0
14,2013-07-31,payment policies,payment policy,0
15,2013-07-31,reserve bank payment services  data,reserve bank payment service data,0
16,2013-07-31,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2013-07-31,research committees forums,research committee forum,0
18,2013-07-31,working papers notes,work paper note,0
19,2013-07-31,models tools,model tool,0
20,2013-07-31,bank assets liabilities,bank asset liability,0
21,2013-07-31,bank structure data,bank structure data,0
22,2013-07-31,business finance,business finance,0
23,2013-07-31,dealer financing terms,dealer financing term,0
24,2013-07-31,exchange rates international data,exchange rate international data,0
25,2013-07-31,financial accounts,financial account,0
26,2013-07-31,household finance,household finance,0
27,2013-07-31,industrial activity,industrial activity,0
28,2013-07-31,interest rates,interest rate,0
29,2013-07-31,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2013-07-31,money stock reserve balances,money stock reserve balance,0
31,2013-07-31,regulations,regulation,0
32,2013-07-31,supervision  enforcement,supervision enforcement,0
33,2013-07-31,community development,community development,0
34,2013-07-31,research  analysis,research analysis,0
35,2013-07-31,consumer resources,consumer resource,0
36,2013-07-31,july  ,july,0
37,2013-07-31,immediate release share,immediate release share,0
38,2013-07-31,information received since federal open market committee met june suggests economic activity expanded modest pace first half year,information receive since federal open market committee met june suggests economic activity expand modest pace first half year,0
39,2013-07-31,labor market conditions shown improvement recent months balance unemployment rate remains elevated,labor market condition show improvement recent month balance unemployment rate remains elevate,0
40,2013-07-31,household spending business fixed investment advanced housing sector strengthening mortgage rates risen somewhat fiscal policy restraining economic growth,household spending business fix investment advanced housing sector strengthen mortgage rate risen somewhat fiscal policy restrain economic growth,0
41,2013-07-31,partly reflecting transitory influences inflation running committee longer run objective longer term inflation expectations remained stable,partly reflect transitory influence inflation run committee longer run objective longer term inflation expectation remain stable,0
42,2013-07-31,consistent statutory mandate committee seeks foster maximum employment price stability,consistent statutory mandate committee seek foster maximum employment price stability,0
43,2013-07-31,committee expects that appropriate policy accommodation economic growth pick recent pace unemployment rate gradually decline toward levels committee judges consistent dual mandate,committee expect that appropriate policy accommodation economic growth pick recent pace unemployment rate gradually decline toward level committee judge consistent dual mandate,0
44,2013-07-31,committee sees downside risks outlook economy labor market diminished since fall,committee see downside risk outlook economy labor market diminish since fall,0
45,2013-07-31,committee recognizes inflation persistently  percent objective could pose risks economic performance anticipates inflation move back toward objective medium term,committee recognizes inflation persistently percent objective could pose risk economic performance anticipates inflation move back toward objective medium term,0
46,2013-07-31,support stronger economic recovery help ensure inflation time rate consistent dual mandate committee decided continue purchasing additional agency mortgage backed securities pace  billion per month longer term treasury securities pace  billion per month,support strong economic recovery help ensure inflation time rate consistent dual mandate committee decide continue purchasing additional agency mortgage back security pace billion per month longer term treasury security pace billion per month,0
47,2013-07-31,committee maintaining existing policy reinvesting principal payments holdings agency debt agency mortgage backed securities agency mortgage backed securities rolling maturing treasury securities auction,committee maintain exist policy reinvesting principal payment holding agency debt agency mortgage back security agency mortgage back security roll mature treasury security auction,0
48,2013-07-31,taken together actions maintain downward pressure longer term interest rates support mortgage markets help make broader financial conditions accommodative,take together action maintain downward pressure longer term interest rate support mortgage market help make broader financial condition accommodative,0
49,2013-07-31,committee closely monitor incoming information economic financial developments coming months,committee closely monitor incoming information economic financial development come month,0
50,2013-07-31,committee continue purchases treasury agency mortgage backed securities employ policy tools appropriate outlook labor market improved substantially context price stability,committee continue purchase treasury agency mortgage back security employ policy tool appropriate outlook labor market improve substantially context price stability,0
51,2013-07-31,committee prepared increase reduce pace purchases maintain appropriate policy accommodation outlook labor market inflation changes,committee prepared increase reduce pace purchase maintain appropriate policy accommodation outlook labor market inflation change,0
52,2013-07-31,determining size pace composition asset purchases committee continue take appropriate account likely efficacy costs purchases well extent progress toward economic objectives,determine size pace composition asset purchase committee continue take appropriate account likely efficacy cost purchase well extent progress toward economic objective,0
53,2013-07-31,support continued progress toward maximum employment price stability committee today reaffirmed view highly accommodative stance monetary policy remain appropriate considerable time asset purchase program ends economic recovery strengthens,support continued progress toward maximum employment price stability committee today reaffirm view highly accommodative stance monetary policy remain appropriate considerable time asset purchase program end economic recovery strengthens,0
54,2013-07-31,particular committee decided keep target range federal funds rate   percent currently anticipates exceptionally low range federal funds rate appropriate least long unemployment rate remains   percent inflation one two years ahead projected no half percentage point committee  percent longer run goal longer term inflation expectations continue well anchored,particular committee decide keep target range federal fund rate percent currently anticipates exceptionally low range federal fund rate appropriate least long unemployment rate remains percent inflation one two year ahead project no half percentage point committee percent longer run goal longer term inflation expectation continue well anchor,0
55,2013-07-31,determining long maintain highly accommodative stance monetary policy committee also consider information including additional measures labor market conditions indicators inflation pressures inflation expectations readings financial developments,determine long maintain highly accommodative stance monetary policy committee also consider information include additional measure labor market condition indicator inflation pressure inflation expectation reading financial development,0
56,2013-07-31,committee decides begin remove policy accommodation take balanced approach consistent longer run goals maximum employment inflation  percent,committee decides begin remove policy accommodation take balance approach consistent longer run goal maximum employment inflation percent,0
57,2013-07-31,voting fomc monetary policy action were ben bernanke chairman william dudley vice chairman james bullard elizabeth duke charles evans jerome powell sarah bloom raskin eric rosengren jeremy stein daniel tarullo janet yellen,voting fomc monetary policy action be ben bernanke chairman william dudley vice chairman james bullard elizabeth duke charles evans jerome powell sarah bloom raskin eric rosengren jeremy stein daniel tarullo janet yellen,0
58,2013-07-31,voting action esther george concerned continued high level monetary accommodation increased risks future economic financial imbalances and time could cause increase long term inflation expectations,voting action esther george concerned continued high level monetary accommodation increase risk future economic financial imbalance and time could cause increase long term inflation expectation,0
59,2013-07-31,board governors federal reserve system,board governor federal reserve system,0
