,Date,Original,Corpus,Class
0,2010-09-21,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2010-09-21,federal open market committee,federal open market committee,0
2,2010-09-21,monetary policy principles practice,monetary policy principle practice,0
3,2010-09-21,policy implementation,policy implementation,0
4,2010-09-21,reports,report,0
5,2010-09-21,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2010-09-21,institution supervision,institution supervision,0
7,2010-09-21,reports,report,0
8,2010-09-21,reporting forms,reporting form,0
9,2010-09-21,supervision  regulation letters,supervision regulation letter,0
10,2010-09-21,banking applications  legal developments,banking application legal development,0
11,2010-09-21,regulatory resources,regulatory resource,0
12,2010-09-21,banking  data structure,banking data structure,0
13,2010-09-21,regulations  statutes,regulation statute,0
14,2010-09-21,payment policies,payment policy,0
15,2010-09-21,reserve bank payment services  data,reserve bank payment service data,0
16,2010-09-21,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2010-09-21,research committees forums,research committee forum,0
18,2010-09-21,working papers notes,work paper note,0
19,2010-09-21,models tools,model tool,0
20,2010-09-21,bank assets liabilities,bank asset liability,0
21,2010-09-21,bank structure data,bank structure data,0
22,2010-09-21,business finance,business finance,0
23,2010-09-21,dealer financing terms,dealer financing term,0
24,2010-09-21,exchange rates international data,exchange rate international data,0
25,2010-09-21,financial accounts,financial account,0
26,2010-09-21,household finance,household finance,0
27,2010-09-21,industrial activity,industrial activity,0
28,2010-09-21,interest rates,interest rate,0
29,2010-09-21,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2010-09-21,money stock reserve balances,money stock reserve balance,0
31,2010-09-21,regulations,regulation,0
32,2010-09-21,supervision  enforcement,supervision enforcement,0
33,2010-09-21,community development,community development,0
34,2010-09-21,research  analysis,research analysis,0
35,2010-09-21,consumer resources,consumer resource,0
36,2010-09-21,september  ,september,0
37,2010-09-21,immediate release share,immediate release share,0
38,2010-09-21,information received since federal open market committee met august indicates pace recovery output employment slowed recent months,information receive since federal open market committee met august indicates pace recovery output employment slow recent month,0
39,2010-09-21,household spending increasing gradually remains constrained high unemployment modest income growth lower housing wealth tight credit,household spending increase gradually remains constrain high unemployment modest income growth low housing wealth tight credit,0
40,2010-09-21,business spending equipment software rising though less rapidly earlier year investment nonresidential structures continues weak,business spending equipment software rise though less rapidly earlier year investment nonresidential structure continue weak,0
41,2010-09-21,employers remain reluctant add payrolls,employer remain reluctant add payroll,0
42,2010-09-21,housing starts depressed level,housing start depressed level,0
43,2010-09-21,bank lending continued contract reduced rate recent months,bank lending continued contract reduce rate recent month,0
44,2010-09-21,committee anticipates gradual return higher levels resource utilization context price stability although pace economic recovery likely modest near term,committee anticipates gradual return high level resource utilization context price stability although pace economic recovery likely modest near term,0
45,2010-09-21,measures underlying inflation currently levels somewhat committee judges consistent longer run mandate promote maximum employment price stability,measure underlie inflation currently level somewhat committee judge consistent longer run mandate promote maximum employment price stability,0
46,2010-09-21,substantial resource slack continuing restrain cost pressures longer term inflation expectations stable inflation likely remain subdued time rising levels committee considers consistent mandate,substantial resource slack continue restrain cost pressure longer term inflation expectation stable inflation likely remain subdue time rise level committee considers consistent mandate,0
47,2010-09-21,committee maintain target range federal funds rate   percent continues anticipate economic conditions including low rates resource utilization subdued inflation trends stable inflation expectations likely warrant exceptionally low levels federal funds rate extended period,committee maintain target range federal fund rate percent continue anticipate economic condition include low rate resource utilization subdue inflation trend stable inflation expectation likely warrant exceptionally low level federal fund rate extend period,0
48,2010-09-21,committee also maintain existing policy reinvesting principal payments securities holdings,committee also maintain exist policy reinvesting principal payment security holding,0
49,2010-09-21,committee continue monitor economic outlook financial developments prepared provide additional accommodation needed support economic recovery return inflation time levels consistent mandate,committee continue monitor economic outlook financial development prepared provide additional accommodation need support economic recovery return inflation time level consistent mandate,0
50,2010-09-21,voting fomc monetary policy action were ben bernanke chairman william dudley vice chairman james bullard elizabeth duke sandra pianalto eric rosengren daniel tarullo kevin warsh,voting fomc monetary policy action be ben bernanke chairman william dudley vice chairman james bullard elizabeth duke sandra pianalto eric rosengren daniel tarullo kevin warsh,0
51,2010-09-21,voting policy thomas hoenig judged economy continues recover moderate pace,voting policy thomas hoenig judged economy continue recover moderate pace,0
52,2010-09-21,accordingly believed continuing express expectation exceptionally low levels federal funds rate extended period no longer warranted lead future imbalances undermine stable long run growth,accordingly believe continue express expectation exceptionally low level federal fund rate extend period no longer warrant lead future imbalance undermine stable long run growth,0
53,2010-09-21,addition given economic financial conditions mr hoenig not believe continuing reinvest principal payments securities holdings required support committeepolicy objectives,addition give economic financial condition mr hoenig not believe continue reinvest principal payment security holding require support committeepolicy objective,0
54,2010-09-21,board governors federal reserve system,board governor federal reserve system,0
