,Date,Original,Corpus,Class
0,2020-03-31,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2020-03-31,federal open market committee,federal open market committee,0
2,2020-03-31,monetary policy principles practice,monetary policy principle practice,0
3,2020-03-31,policy implementation,policy implementation,0
4,2020-03-31,reports,report,0
5,2020-03-31,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2020-03-31,institution supervision,institution supervision,0
7,2020-03-31,reports,report,0
8,2020-03-31,reporting forms,reporting form,0
9,2020-03-31,supervision  regulation letters,supervision regulation letter,0
10,2020-03-31,banking applications  legal developments,banking application legal development,0
11,2020-03-31,regulatory resources,regulatory resource,0
12,2020-03-31,banking  data structure,banking data structure,0
13,2020-03-31,regulations  statutes,regulation statute,0
14,2020-03-31,payment policies,payment policy,0
15,2020-03-31,reserve bank payment services  data,reserve bank payment service data,0
16,2020-03-31,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2020-03-31,research committees forums,research committee forum,0
18,2020-03-31,working papers notes,work paper note,0
19,2020-03-31,models tools,model tool,0
20,2020-03-31,bank assets liabilities,bank asset liability,0
21,2020-03-31,bank structure data,bank structure data,0
22,2020-03-31,business finance,business finance,0
23,2020-03-31,dealer financing terms,dealer financing term,0
24,2020-03-31,exchange rates international data,exchange rate international data,0
25,2020-03-31,financial accounts,financial account,0
26,2020-03-31,household finance,household finance,0
27,2020-03-31,industrial activity,industrial activity,0
28,2020-03-31,interest rates,interest rate,0
29,2020-03-31,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2020-03-31,money stock reserve balances,money stock reserve balance,0
31,2020-03-31,regulations,regulation,0
32,2020-03-31,supervision  enforcement,supervision enforcement,0
33,2020-03-31,community development,community development,0
34,2020-03-31,research  analysis,research analysis,0
35,2020-03-31,consumer resources,consumer resource,0
36,2020-03-31,march  ,march,0
37,2020-03-31,release edt share,release edt share,0
38,2020-03-31,federal reserve tuesday announced establishment temporary repurchase agreement facility foreign international monetary authorities fima repo facility help support smooth functioning financial markets includings treasury market thus maintain supply credits households businesses,federal reserve tuesday announce establishment temporary repurchase agreement facility foreign international monetary authority fima repo facility help support smooth function financial market includings treasury market thus maintain supply credit household business,0
39,2020-03-31,fima repo facility allow fima account holders consist central banks international monetary authorities accounts federal reserve bank new york enter repurchase agreements federal reserve,fima repo facility allow fima account holder consist central bank international monetary authority account federal reserve bank new york enter repurchase agreement federal reserve,0
40,2020-03-31,transactions fima account holders temporarily exchanges treasury securities held federal reserves dollars made available institutions jurisdictions,transaction fima account holder temporarily exchange treasury security held federal reserve dollar make available institution jurisdiction,0
41,2020-03-31,facility help support smooth functionings treasury market providing alternative temporary sources dollars sales securities open market,facility help support smooth functioning treasury market provide alternative temporary source dollar sale security open market,0
42,2020-03-31,also serve alongs dollar liquidity swap lines federal reserve established central banks help ease strains globals dollar funding markets,also serve alongs dollar liquidity swap line federal reserve establish central bank help ease strain globals dollar funding market,0
43,2020-03-31,federal reserve providess dollar denominated banking services fima account holders support federal reserve objectives recognitions dollar predominant role international currency,federal reserve providess dollar denominate banking service fima account holder support federal reserve objective recognition dollar predominant role international currency,0
44,2020-03-31,fima repo facility adds range services federal reserve provides available beginning april  continue least  months,fima repo facility add range service federal reserve provide available begin april continue least month,0
45,2020-03-31,media inquiries call   ,medium inquiry call,0
46,2020-03-31,fima repo facility faqs,fima repo facility faq,0
47,2020-03-31,board governors federal reserve system,board governor federal reserve system,0
