,Date,Original,Corpus,Class
0,2010-08-10,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2010-08-10,federal open market committee,federal open market committee,0
2,2010-08-10,monetary policy principles practice,monetary policy principle practice,0
3,2010-08-10,policy implementation,policy implementation,0
4,2010-08-10,reports,report,0
5,2010-08-10,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2010-08-10,institution supervision,institution supervision,0
7,2010-08-10,reports,report,0
8,2010-08-10,reporting forms,reporting form,0
9,2010-08-10,supervision  regulation letters,supervision regulation letter,0
10,2010-08-10,banking applications  legal developments,banking application legal development,0
11,2010-08-10,regulatory resources,regulatory resource,0
12,2010-08-10,banking  data structure,banking data structure,0
13,2010-08-10,regulations  statutes,regulation statute,0
14,2010-08-10,payment policies,payment policy,0
15,2010-08-10,reserve bank payment services  data,reserve bank payment service data,0
16,2010-08-10,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2010-08-10,research committees forums,research committee forum,0
18,2010-08-10,working papers notes,work paper note,0
19,2010-08-10,models tools,model tool,0
20,2010-08-10,bank assets liabilities,bank asset liability,0
21,2010-08-10,bank structure data,bank structure data,0
22,2010-08-10,business finance,business finance,0
23,2010-08-10,dealer financing terms,dealer financing term,0
24,2010-08-10,exchange rates international data,exchange rate international data,0
25,2010-08-10,financial accounts,financial account,0
26,2010-08-10,household finance,household finance,0
27,2010-08-10,industrial activity,industrial activity,0
28,2010-08-10,interest rates,interest rate,0
29,2010-08-10,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2010-08-10,money stock reserve balances,money stock reserve balance,0
31,2010-08-10,regulations,regulation,0
32,2010-08-10,supervision  enforcement,supervision enforcement,0
33,2010-08-10,community development,community development,0
34,2010-08-10,research  analysis,research analysis,0
35,2010-08-10,consumer resources,consumer resource,0
36,2010-08-10,august  ,august,0
37,2010-08-10,immediate release share,immediate release share,0
38,2010-08-10,information received since federal open market committee met june indicates pace recovery output employment slowed recent months,information receive since federal open market committee met june indicates pace recovery output employment slow recent month,0
39,2010-08-10,household spending increasing gradually remains constrained high unemployment modest income growth lower housing wealth tight credit,household spending increase gradually remains constrain high unemployment modest income growth low housing wealth tight credit,0
40,2010-08-10,business spending equipment software rising however investment nonresidential structures continues weak employers remain reluctant add payrolls,business spending equipment software rise however investment nonresidential structure continue weak employer remain reluctant add payroll,0
41,2010-08-10,housing starts remain depressed level,housing start remain depressed level,0
42,2010-08-10,bank lending continued contract,bank lending continued contract,0
43,2010-08-10,nonetheless committee anticipates gradual return higher levels resource utilization context price stability although pace economic recovery likely modest near term anticipated,nonetheless committee anticipates gradual return high level resource utilization context price stability although pace economic recovery likely modest near term anticipate,0
44,2010-08-10,measures underlying inflation trended lower recent quarters and substantial resource slack continuing restrain cost pressures longer term inflation expectations stable inflation likely subdued time,measure underlie inflation trend low recent quarter and substantial resource slack continue restrain cost pressure longer term inflation expectation stable inflation likely subdue time,0
45,2010-08-10,committee maintain target range federal funds rate   percent continues anticipate economic conditions including low rates resource utilization subdued inflation trends stable inflation expectations likely warrant exceptionally low levels federal funds rate extended period,committee maintain target range federal fund rate percent continue anticipate economic condition include low rate resource utilization subdue inflation trend stable inflation expectation likely warrant exceptionally low level federal fund rate extend period,0
46,2010-08-10,help support economic recovery context price stability committee keep constant federal reserve holdings securities current level reinvesting principal payments agency debt agency mortgage backed securities longer term treasury securities,help support economic recovery context price stability committee keep constant federal reserve holding security current level reinvesting principal payment agency debt agency mortgage back security longer term treasury security,0
47,2010-08-10, committee continue roll federal reserve holdings treasury securities mature,committee continue roll federal reserve holding treasury security mature,0
48,2010-08-10,committee continue monitor economic outlook financial developments employ policy tools necessary promote economic recovery price stability,committee continue monitor economic outlook financial development employ policy tool necessary promote economic recovery price stability,0
49,2010-08-10,voting fomc monetary policy action were ben bernanke chairman william dudley vice chairman james bullard elizabeth duke donald kohn sandra pianalto eric rosengren daniel tarullo kevin warsh,voting fomc monetary policy action be ben bernanke chairman william dudley vice chairman james bullard elizabeth duke donald kohn sandra pianalto eric rosengren daniel tarullo kevin warsh,0
50,2010-08-10,voting policy thomas hoenig judges economy recovering modestly projected,voting policy thomas hoenig judge economy recover modestly project,0
51,2010-08-10,accordingly believed continuing express expectation exceptionally low levels federal funds rate extended period no longer warranted limits committee ability adjust policy needed,accordingly believe continue express expectation exceptionally low level federal fund rate extend period no longer warrant limit committee ability adjust policy need,0
52,2010-08-10,addition given economic financial conditions mr hoenig not believe keeping constant size federal reserve holdings longer term securities current level required support return committee policy objectives,addition give economic financial condition mr hoenig not believe keep constant size federal reserve holding longer term security current level require support return committee policy objective,0
53,2010-08-10,open market desk issue technical note shortly statement providing operational details carry transactions,open market desk issue technical note shortly statement provide operational detail carry transaction,0
54,2010-08-10,return text,return text,0
55,2010-08-10,board governors federal reserve system,board governor federal reserve system,0
