,Date,Original,Corpus,Class
0,2017-12-13,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2017-12-13,federal open market committee,federal open market committee,0
2,2017-12-13,monetary policy principles practice,monetary policy principle practice,0
3,2017-12-13,policy implementation,policy implementation,0
4,2017-12-13,reports,report,0
5,2017-12-13,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2017-12-13,institution supervision,institution supervision,0
7,2017-12-13,reports,report,0
8,2017-12-13,reporting forms,reporting form,0
9,2017-12-13,supervision  regulation letters,supervision regulation letter,0
10,2017-12-13,banking applications  legal developments,banking application legal development,0
11,2017-12-13,regulatory resources,regulatory resource,0
12,2017-12-13,banking  data structure,banking data structure,0
13,2017-12-13,regulations  statutes,regulation statute,0
14,2017-12-13,payment policies,payment policy,0
15,2017-12-13,reserve bank payment services  data,reserve bank payment service data,0
16,2017-12-13,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2017-12-13,research committees forums,research committee forum,0
18,2017-12-13,working papers notes,work paper note,0
19,2017-12-13,models tools,model tool,0
20,2017-12-13,bank assets liabilities,bank asset liability,0
21,2017-12-13,bank structure data,bank structure data,0
22,2017-12-13,business finance,business finance,0
23,2017-12-13,dealer financing terms,dealer financing term,0
24,2017-12-13,exchange rates international data,exchange rate international data,0
25,2017-12-13,financial accounts,financial account,0
26,2017-12-13,household finance,household finance,0
27,2017-12-13,industrial activity,industrial activity,0
28,2017-12-13,interest rates,interest rate,0
29,2017-12-13,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2017-12-13,money stock reserve balances,money stock reserve balance,0
31,2017-12-13,regulations,regulation,0
32,2017-12-13,supervision  enforcement,supervision enforcement,0
33,2017-12-13,community development,community development,0
34,2017-12-13,research  analysis,research analysis,0
35,2017-12-13,consumer resources,consumer resource,0
36,2017-12-13,december  ,december,0
37,2017-12-13,release est share,release est share,0
38,2017-12-13,information received since federal open market committee met november indicates labor market continued strengthen economic activity rising solid rate,information receive since federal open market committee met november indicates labor market continued strengthen economic activity rise solid rate,0
39,2017-12-13,averaging hurricane related fluctuations job gains solid unemployment rate declined further,average hurricane related fluctuation job gain solid unemployment rate decline far,0
40,2017-12-13,household spending expanding moderate rate growth business fixed investment picked recent quarters,household spending expand moderate rate growth business fix investment picked recent quarter,0
41,2017-12-13, month basis overall inflation inflation items food energy declined year running  percent,month basis overall inflation inflation item food energy decline year run percent,0
42,2017-12-13,market based measures inflation compensation remain low survey based measures longer term inflation expectations little changed balance,market base measure inflation compensation remain low survey base measure longer term inflation expectation little change balance,0
43,2017-12-13,consistent statutory mandate committee seeks foster maximum employment price stability,consistent statutory mandate committee seek foster maximum employment price stability,0
44,2017-12-13,hurricane related disruptions rebuilding affected economic activity employment inflation recent months not materially altered outlook national economy,hurricane related disruption rebuild affected economic activity employment inflation recent month not materially alter outlook national economy,0
45,2017-12-13,consequently committee continues expect that gradual adjustments stance monetary policy economic activity expand moderate pace labor market conditions remain strong,consequently committee continue expect that gradual adjustment stance monetary policy economic activity expand moderate pace labor market condition remain strong,0
46,2017-12-13,inflation month basis expected remain somewhat  percent near term stabilize around committee  percent objective medium term,inflation month basis expect remain somewhat percent near term stabilize around committee percent objective medium term,0
47,2017-12-13,near term risks economic outlook appear roughly balanced committee monitoring inflation developments closely,near term risk economic outlook appear roughly balance committee monitoring inflation development closely,0
48,2017-12-13,view realized expected labor market conditions inflation committee decided raise target range federal funds rate    percent,view realize expect labor market condition inflation committee decide raise target range federal fund rate percent,0
49,2017-12-13,stance monetary policy remains accommodative thereby supporting strong labor market conditions sustained return  percent inflation,stance monetary policy remains accommodative thereby support strong labor market condition sustain return percent inflation,0
50,2017-12-13,determining timing size future adjustments target range federal funds rate committee assess realized expected economic conditions relative objectives maximum employment  percent inflation,determine timing size future adjustment target range federal fund rate committee ass realize expect economic condition relative objective maximum employment percent inflation,0
51,2017-12-13,assessment take account wide range information including measures labor market conditions indicators inflation pressures inflation expectations readings financial international developments,assessment take account wide range information include measure labor market condition indicator inflation pressure inflation expectation reading financial international development,0
52,2017-12-13,committee carefully monitor actual expected inflation developments relative symmetric inflation goal,committee carefully monitor actual expect inflation development relative symmetric inflation goal,0
53,2017-12-13,committee expects economic conditions evolve manner warrant gradual increases federal funds rate federal funds rate likely remain time levels expected prevail longer run,committee expect economic condition evolve manner warrant gradual increase federal fund rate federal fund rate likely remain time level expect prevail longer run,0
54,2017-12-13,however actual path federal funds rate depend economic outlook informed incoming data,however actual path federal fund rate depend economic outlook inform incoming data,0
55,2017-12-13,voting fomc monetary policy action janet yellen chair william dudley vice chairman lael brainard patrick harker robert kaplan jerome powell randal quarles,voting fomc monetary policy action janet yellen chair william dudley vice chairman lael brainard patrick harker robert kaplan jerome powell randal quarles,0
56,2017-12-13,voting action charles evans neel kashkari preferred meeting maintain existing target range federal funds rate,voting action charles evans neel kashkari prefer meeting maintain exist target range federal fund rate,0
57,2017-12-13,implementation note issued december  ,implementation note issue december,0
58,2017-12-13,board governors federal reserve system,board governor federal reserve system,0
