,Date,Original,Corpus,Class
0,2014-12-17,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2014-12-17,federal open market committee,federal open market committee,0
2,2014-12-17,monetary policy principles practice,monetary policy principle practice,0
3,2014-12-17,policy implementation,policy implementation,0
4,2014-12-17,reports,report,0
5,2014-12-17,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2014-12-17,institution supervision,institution supervision,0
7,2014-12-17,reports,report,0
8,2014-12-17,reporting forms,reporting form,0
9,2014-12-17,supervision  regulation letters,supervision regulation letter,0
10,2014-12-17,banking applications  legal developments,banking application legal development,0
11,2014-12-17,regulatory resources,regulatory resource,0
12,2014-12-17,banking  data structure,banking data structure,0
13,2014-12-17,regulations  statutes,regulation statute,0
14,2014-12-17,payment policies,payment policy,0
15,2014-12-17,reserve bank payment services  data,reserve bank payment service data,0
16,2014-12-17,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2014-12-17,research committees forums,research committee forum,0
18,2014-12-17,working papers notes,work paper note,0
19,2014-12-17,models tools,model tool,0
20,2014-12-17,bank assets liabilities,bank asset liability,0
21,2014-12-17,bank structure data,bank structure data,0
22,2014-12-17,business finance,business finance,0
23,2014-12-17,dealer financing terms,dealer financing term,0
24,2014-12-17,exchange rates international data,exchange rate international data,0
25,2014-12-17,financial accounts,financial account,0
26,2014-12-17,household finance,household finance,0
27,2014-12-17,industrial activity,industrial activity,0
28,2014-12-17,interest rates,interest rate,0
29,2014-12-17,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2014-12-17,money stock reserve balances,money stock reserve balance,0
31,2014-12-17,regulations,regulation,0
32,2014-12-17,supervision  enforcement,supervision enforcement,0
33,2014-12-17,community development,community development,0
34,2014-12-17,research  analysis,research analysis,0
35,2014-12-17,consumer resources,consumer resource,0
36,2014-12-17,december  ,december,0
37,2014-12-17,immediate release share,immediate release share,0
38,2014-12-17,information received since federal open market committee met october suggests economic activity expanding moderate pace,information receive since federal open market committee met october suggests economic activity expand moderate pace,0
39,2014-12-17,labor market conditions improved further solid job gains lower unemployment rate,labor market condition improve far solid job gain low unemployment rate,0
40,2014-12-17,balance range labor market indicators suggests underutilization labor resources continues diminish,balance range labor market indicator suggests underutilization labor resource continue diminish,0
41,2014-12-17,household spending rising moderately business fixed investment advancing recovery housing sector remains slow,household spending rise moderately business fix investment advance recovery housing sector remains slow,0
42,2014-12-17,inflation continued run committee longer run objective partly reflecting declines energy prices,inflation continued run committee longer run objective partly reflect decline energy price,0
43,2014-12-17,market based measures inflation compensation declined somewhat further survey based measures longer term inflation expectations remained stable,market base measure inflation compensation decline somewhat far survey base measure longer term inflation expectation remain stable,0
44,2014-12-17,consistent statutory mandate committee seeks foster maximum employment price stability,consistent statutory mandate committee seek foster maximum employment price stability,0
45,2014-12-17,committee expects that appropriate policy accommodation economic activity expand moderate pace labor market indicators moving toward levels committee judges consistent dual mandate,committee expect that appropriate policy accommodation economic activity expand moderate pace labor market indicator move toward level committee judge consistent dual mandate,0
46,2014-12-17,committee sees risks outlook economic activity labor market nearly balanced,committee see risk outlook economic activity labor market nearly balance,0
47,2014-12-17,committee expects inflation rise gradually toward  percent labor market improves transitory effects lower energy prices factors dissipate,committee expect inflation rise gradually toward percent labor market improves transitory effect low energy price factor dissipate,0
48,2014-12-17,committee continues monitor inflation developments closely,committee continue monitor inflation development closely,0
49,2014-12-17,support continued progress toward maximum employment price stability committee today reaffirmed view current   percent target range federal funds rate remains appropriate,support continued progress toward maximum employment price stability committee today reaffirm view current percent target range federal fund rate remains appropriate,0
