,Date,Original,Corpus,Class
0,2017-11-01,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2017-11-01,federal open market committee,federal open market committee,0
2,2017-11-01,monetary policy principles practice,monetary policy principle practice,0
3,2017-11-01,policy implementation,policy implementation,0
4,2017-11-01,reports,report,0
5,2017-11-01,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2017-11-01,institution supervision,institution supervision,0
7,2017-11-01,reports,report,0
8,2017-11-01,reporting forms,reporting form,0
9,2017-11-01,supervision  regulation letters,supervision regulation letter,0
10,2017-11-01,banking applications  legal developments,banking application legal development,0
11,2017-11-01,regulatory resources,regulatory resource,0
12,2017-11-01,banking  data structure,banking data structure,0
13,2017-11-01,regulations  statutes,regulation statute,0
14,2017-11-01,payment policies,payment policy,0
15,2017-11-01,reserve bank payment services  data,reserve bank payment service data,0
16,2017-11-01,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2017-11-01,research committees forums,research committee forum,0
18,2017-11-01,working papers notes,work paper note,0
19,2017-11-01,models tools,model tool,0
20,2017-11-01,bank assets liabilities,bank asset liability,0
21,2017-11-01,bank structure data,bank structure data,0
22,2017-11-01,business finance,business finance,0
23,2017-11-01,dealer financing terms,dealer financing term,0
24,2017-11-01,exchange rates international data,exchange rate international data,0
25,2017-11-01,financial accounts,financial account,0
26,2017-11-01,household finance,household finance,0
27,2017-11-01,industrial activity,industrial activity,0
28,2017-11-01,interest rates,interest rate,0
29,2017-11-01,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2017-11-01,money stock reserve balances,money stock reserve balance,0
31,2017-11-01,regulations,regulation,0
32,2017-11-01,supervision  enforcement,supervision enforcement,0
33,2017-11-01,community development,community development,0
34,2017-11-01,research  analysis,research analysis,0
35,2017-11-01,consumer resources,consumer resource,0
36,2017-11-01,november  ,november,0
37,2017-11-01,release edt share,release edt share,0
38,2017-11-01,information received since federal open market committee met september indicates labor market continued strengthen economic activity rising solid rate despite hurricane related disruptions,information receive since federal open market committee met september indicates labor market continued strengthen economic activity rise solid rate despite hurricane related disruption,0
39,2017-11-01,although hurricanes caused drop payroll employment september unemployment rate declined further,although hurricane cause drop payroll employment september unemployment rate decline far,0
40,2017-11-01,household spending expanding moderate rate growth business fixed investment picked recent quarters,household spending expand moderate rate growth business fix investment picked recent quarter,0
41,2017-11-01,gasoline prices rose aftermath hurricanes boosting overall inflation september however inflation items food energy remained soft,gasoline price rise aftermath hurricane boost overall inflation september however inflation item food energy remain soft,0
42,2017-11-01, month basis inflation measures declined year running  percent,month basis inflation measure decline year run percent,0
43,2017-11-01,market based measures inflation compensation remain low survey based measures longer term inflation expectations little changed balance,market base measure inflation compensation remain low survey base measure longer term inflation expectation little change balance,0
44,2017-11-01,consistent statutory mandate committee seeks foster maximum employment price stability,consistent statutory mandate committee seek foster maximum employment price stability,0
45,2017-11-01,hurricane related disruptions rebuilding continue affect economic activity employment inflation near term past experience suggests storms unlikely materially alter course national economy medium term,hurricane related disruption rebuild continue affect economic activity employment inflation near term past experience suggests storm unlikely materially alter course national economy medium term,0
46,2017-11-01,consequently committee continues expect that gradual adjustments stance monetary policy economic activity expand moderate pace labor market conditions strengthen somewhat further,consequently committee continue expect that gradual adjustment stance monetary policy economic activity expand moderate pace labor market condition strengthen somewhat far,0
47,2017-11-01,inflation  month basis expected remain somewhat  percent near term stabilize around committee  percent objective medium term,inflation month basis expect remain somewhat percent near term stabilize around committee percent objective medium term,0
48,2017-11-01,near term risks economic outlook appear roughly balanced committee monitoring inflation developments closely,near term risk economic outlook appear roughly balance committee monitoring inflation development closely,0
49,2017-11-01,view realized expected labor market conditions inflation committee decided maintain target range federal funds rate    percent,view realize expect labor market condition inflation committee decide maintain target range federal fund rate percent,0
50,2017-11-01,stance monetary policy remains accommodative thereby supporting strengthening labor market conditions sustained return  percent inflation,stance monetary policy remains accommodative thereby support strengthen labor market condition sustain return percent inflation,0
51,2017-11-01,determining timing size future adjustments target range federal funds rate committee assess realized expected economic conditions relative objectives maximum employment  percent inflation,determine timing size future adjustment target range federal fund rate committee ass realize expect economic condition relative objective maximum employment percent inflation,0
52,2017-11-01,assessment take account wide range information including measures labor market conditions indicators inflation pressures inflation expectations readings financial international developments,assessment take account wide range information include measure labor market condition indicator inflation pressure inflation expectation reading financial international development,0
53,2017-11-01,committee carefully monitor actual expected inflation developments relative symmetric inflation goal,committee carefully monitor actual expect inflation development relative symmetric inflation goal,0
54,2017-11-01,committee expects economic conditions evolve manner warrant gradual increases federal funds rate federal funds rate likely remain time levels expected prevail longer run,committee expect economic condition evolve manner warrant gradual increase federal fund rate federal fund rate likely remain time level expect prevail longer run,0
55,2017-11-01,however actual path federal funds rate depend economic outlook informed incoming data,however actual path federal fund rate depend economic outlook inform incoming data,0
56,2017-11-01,balance sheet normalization program initiated october  proceeding,balance sheet normalization program initiate october proceed,0
57,2017-11-01,voting fomc monetary policy action were janet yellen chair william dudley vice chairman lael brainard charles evans patrick harker robert kaplan neel kashkari jerome powell randal quarles,voting fomc monetary policy action be janet yellen chair william dudley vice chairman lael brainard charles evans patrick harker robert kaplan neel kashkari jerome powell randal quarles,0
58,2017-11-01,implementation note issued november  ,implementation note issue november,0
59,2017-11-01,board governors federal reserve system,board governor federal reserve system,0
