,Date,Original,Corpus,Class
0,2007-08-07,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2007-08-07,federal open market committee,federal open market committee,0
2,2007-08-07,monetary policy principles practice,monetary policy principle practice,0
3,2007-08-07,policy implementation,policy implementation,0
4,2007-08-07,reports,report,0
5,2007-08-07,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2007-08-07,institution supervision,institution supervision,0
7,2007-08-07,reports,report,0
8,2007-08-07,reporting forms,reporting form,0
9,2007-08-07,supervision  regulation letters,supervision regulation letter,0
10,2007-08-07,banking applications  legal developments,banking application legal development,0
11,2007-08-07,regulatory resources,regulatory resource,0
12,2007-08-07,banking  data structure,banking data structure,0
13,2007-08-07,regulations  statutes,regulation statute,0
14,2007-08-07,payment policies,payment policy,0
15,2007-08-07,reserve bank payment services  data,reserve bank payment service data,0
16,2007-08-07,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2007-08-07,research committees forums,research committee forum,0
18,2007-08-07,working papers notes,work paper note,0
19,2007-08-07,models tools,model tool,0
20,2007-08-07,bank assets liabilities,bank asset liability,0
21,2007-08-07,bank structure data,bank structure data,0
22,2007-08-07,business finance,business finance,0
23,2007-08-07,dealer financing terms,dealer financing term,0
24,2007-08-07,exchange rates international data,exchange rate international data,0
25,2007-08-07,financial accounts,financial account,0
26,2007-08-07,household finance,household finance,0
27,2007-08-07,industrial activity,industrial activity,0
28,2007-08-07,interest rates,interest rate,0
29,2007-08-07,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2007-08-07,money stock reserve balances,money stock reserve balance,0
31,2007-08-07,regulations,regulation,0
32,2007-08-07,supervision  enforcement,supervision enforcement,0
33,2007-08-07,community development,community development,0
34,2007-08-07,research  analysis,research analysis,0
35,2007-08-07,consumer resources,consumer resource,0
36,2007-08-07,august  ,august,0
37,2007-08-07,immediate release share,immediate release share,0
38,2007-08-07,federal open market committee decided today keep target federal funds rate   percent,federal open market committee decide today keep target federal fund rate percent,0
39,2007-08-07,economic growth moderate first half year,economic growth moderate first half year,0
40,2007-08-07,financial markets volatile recent weeks credit conditions become tighter households businesses housing correction ongoing,financial market volatile recent week credit condition become tighter household business housing correction ongoing,0
41,2007-08-07,nevertheless economy seems likely continue expand moderate pace coming quarters supported solid growth employment incomes robust global economy,nevertheless economy seem likely continue expand moderate pace come quarter support solid growth employment income robust global economy,0
42,2007-08-07,readings core inflation improved modestly recent months,reading core inflation improve modestly recent month,0
43,2007-08-07,however sustained moderation inflation pressures yet convincingly demonstrated,however sustain moderation inflation pressure yet convincingly demonstrate,0
44,2007-08-07,moreover high level resource utilization potential sustain pressures,moreover high level resource utilization potential sustain pressure,0
45,2007-08-07,although downside risks growth increased somewhat committee predominant policy concern remains risk inflation fail moderate expected,although downside risk growth increase somewhat committee predominant policy concern remains risk inflation fail moderate expect,0
46,2007-08-07,future policy adjustments depend outlook inflation economic growth implied incoming information,future policy adjustment depend outlook inflation economic growth imply incoming information,0
47,2007-08-07,voting fomc monetary policy action were ben bernanke chairman timothy geithner vice chairman thomas hoenig donald kohn randall kroszner frederic mishkin michael moskow william poole eric rosengren kevin warsh,voting fomc monetary policy action be ben bernanke chairman timothy geithner vice chairman thomas hoenig donald kohn randall kroszner frederic mishkin michael moskow william poole eric rosengren kevin warsh,0
48,2007-08-07,board governors federal reserve system,board governor federal reserve system,0
