,Date,Original,Corpus,Class
0,2007-09-18,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2007-09-18,federal open market committee,federal open market committee,0
2,2007-09-18,monetary policy principles practice,monetary policy principle practice,0
3,2007-09-18,policy implementation,policy implementation,0
4,2007-09-18,reports,report,0
5,2007-09-18,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2007-09-18,institution supervision,institution supervision,0
7,2007-09-18,reports,report,0
8,2007-09-18,reporting forms,reporting form,0
9,2007-09-18,supervision  regulation letters,supervision regulation letter,0
10,2007-09-18,banking applications  legal developments,banking application legal development,0
11,2007-09-18,regulatory resources,regulatory resource,0
12,2007-09-18,banking  data structure,banking data structure,0
13,2007-09-18,regulations  statutes,regulation statute,0
14,2007-09-18,payment policies,payment policy,0
15,2007-09-18,reserve bank payment services  data,reserve bank payment service data,0
16,2007-09-18,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2007-09-18,research committees forums,research committee forum,0
18,2007-09-18,working papers notes,work paper note,0
19,2007-09-18,models tools,model tool,0
20,2007-09-18,bank assets liabilities,bank asset liability,0
21,2007-09-18,bank structure data,bank structure data,0
22,2007-09-18,business finance,business finance,0
23,2007-09-18,dealer financing terms,dealer financing term,0
24,2007-09-18,exchange rates international data,exchange rate international data,0
25,2007-09-18,financial accounts,financial account,0
26,2007-09-18,household finance,household finance,0
27,2007-09-18,industrial activity,industrial activity,0
28,2007-09-18,interest rates,interest rate,0
29,2007-09-18,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2007-09-18,money stock reserve balances,money stock reserve balance,0
31,2007-09-18,regulations,regulation,0
32,2007-09-18,supervision  enforcement,supervision enforcement,0
33,2007-09-18,community development,community development,0
34,2007-09-18,research  analysis,research analysis,0
35,2007-09-18,consumer resources,consumer resource,0
36,2007-09-18,september  ,september,0
37,2007-09-18,immediate release share,immediate release share,0
38,2007-09-18,federal open market committee decided today lower target federal funds rate  basis points   percent,federal open market committee decide today low target federal fund rate basis point percent,0
39,2007-09-18,economic growth moderate first half year tightening credit conditions potential intensify housing correction restrain economic growth generally,economic growth moderate first half year tighten credit condition potential intensify housing correction restrain economic growth generally,0
40,2007-09-18,todayaction intended help forestall adverse effects broader economy might otherwise arise disruptions financial markets promote moderate growth time,todayaction intend help forestall adverse effect broader economy might otherwise arise disruption financial market promote moderate growth time,0
41,2007-09-18,readings core inflation improved modestly year,reading core inflation improve modestly year,0
42,2007-09-18,however committee judges inflation risks remain continue monitor inflation developments carefully,however committee judge inflation risk remain continue monitor inflation development carefully,0
43,2007-09-18,developments financial markets since committeelast regular meeting increased uncertainty surrounding economic outlook,development financial market since committeelast regular meeting increase uncertainty surround economic outlook,0
44,2007-09-18,committee continue assess effects developments economic prospects act needed foster price stability sustainable economic growth,committee continue ass effect development economic prospect act need foster price stability sustainable economic growth,0
45,2007-09-18,voting fomc monetary policy action were ben bernanke chairman timothy geithner vice chairman charles evans thomas hoenig donald kohn randall kroszner frederic mishkin william poole eric rosengren kevin warsh,voting fomc monetary policy action be ben bernanke chairman timothy geithner vice chairman charles evans thomas hoenig donald kohn randall kroszner frederic mishkin william poole eric rosengren kevin warsh,0
46,2007-09-18,related action board governors unanimously approved  basis point decrease discount rate   percent,related action board governor unanimously approve basis point decrease discount rate percent,0
47,2007-09-18,taking action board approved requests submitted boards directors federal reserve banks boston new york cleveland st louis minneapolis kansas city san francisco,take action board approve request submit board director federal reserve bank boston new york cleveland st louis minneapolis kansa city san francisco,0
48,2007-09-18,board governors federal reserve system,board governor federal reserve system,0
