,Date,Original,Corpus,Class
0,2011-09-21,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2011-09-21,federal open market committee,federal open market committee,0
2,2011-09-21,monetary policy principles practice,monetary policy principle practice,0
3,2011-09-21,policy implementation,policy implementation,0
4,2011-09-21,reports,report,0
5,2011-09-21,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2011-09-21,institution supervision,institution supervision,0
7,2011-09-21,reports,report,0
8,2011-09-21,reporting forms,reporting form,0
9,2011-09-21,supervision  regulation letters,supervision regulation letter,0
10,2011-09-21,banking applications  legal developments,banking application legal development,0
11,2011-09-21,regulatory resources,regulatory resource,0
12,2011-09-21,banking  data structure,banking data structure,0
13,2011-09-21,regulations  statutes,regulation statute,0
14,2011-09-21,payment policies,payment policy,0
15,2011-09-21,reserve bank payment services  data,reserve bank payment service data,0
16,2011-09-21,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2011-09-21,research committees forums,research committee forum,0
18,2011-09-21,working papers notes,work paper note,0
19,2011-09-21,models tools,model tool,0
20,2011-09-21,bank assets liabilities,bank asset liability,0
21,2011-09-21,bank structure data,bank structure data,0
22,2011-09-21,business finance,business finance,0
23,2011-09-21,dealer financing terms,dealer financing term,0
24,2011-09-21,exchange rates international data,exchange rate international data,0
25,2011-09-21,financial accounts,financial account,0
26,2011-09-21,household finance,household finance,0
27,2011-09-21,industrial activity,industrial activity,0
28,2011-09-21,interest rates,interest rate,0
29,2011-09-21,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2011-09-21,money stock reserve balances,money stock reserve balance,0
31,2011-09-21,regulations,regulation,0
32,2011-09-21,supervision  enforcement,supervision enforcement,0
33,2011-09-21,community development,community development,0
34,2011-09-21,research  analysis,research analysis,0
35,2011-09-21,consumer resources,consumer resource,0
36,2011-09-21,september  ,september,0
37,2011-09-21,immediate release share,immediate release share,0
38,2011-09-21,information received since federal open market committee met august indicates economic growth remains slow,information receive since federal open market committee met august indicates economic growth remains slow,0
39,2011-09-21,recent indicators point continuing weakness overall labor market conditions unemployment rate remains elevated,recent indicator point continue weakness overall labor market condition unemployment rate remains elevate,0
40,2011-09-21,household spending increasing modest pace recent months despite recovery sales motor vehicles supply chain disruptions eased,household spending increase modest pace recent month despite recovery sale motor vehicle supply chain disruption ease,0
41,2011-09-21,investment nonresidential structures still weak housing sector remains depressed,investment nonresidential structure still weak housing sector remains depressed,0
42,2011-09-21,however business investment equipment software continues expand,however business investment equipment software continue expand,0
43,2011-09-21,inflation appears moderated since earlier year prices energy commodities declined peaks,inflation appear moderate since earlier year price energy commodity decline peak,0
44,2011-09-21,longer term inflation expectations remained stable,longer term inflation expectation remain stable,0
45,2011-09-21,consistent statutory mandate committee seeks foster maximum employment price stability,consistent statutory mandate committee seek foster maximum employment price stability,0
46,2011-09-21,committee continues expect pickup pace recovery coming quarters anticipates unemployment rate decline gradually toward levels committee judges consistent dual mandate,committee continue expect pickup pace recovery come quarter anticipates unemployment rate decline gradually toward level committee judge consistent dual mandate,0
47,2011-09-21,moreover significant downside risks economic outlook including strains global financial markets,moreover significant downside risk economic outlook include strain global financial market,0
48,2011-09-21,committee also anticipates inflation settle coming quarters levels consistent committee dual mandate effects past energy commodity price increases dissipate further,committee also anticipates inflation settle come quarter level consistent committee dual mandate effect past energy commodity price increase dissipate far,0
49,2011-09-21,however committee continue pay close attention evolution inflation inflation expectations,however committee continue pay close attention evolution inflation inflation expectation,0
50,2011-09-21,support stronger economic recovery help ensure inflation time levels consistent dual mandate committee decided today extend average maturity holdings securities,support strong economic recovery help ensure inflation time level consistent dual mandate committee decide today extend average maturity holding security,0
51,2011-09-21,committee intends purchase end june   billion treasury securities remaining maturities  years  years sell equal amount treasury securities remaining maturities  years less,committee intend purchase end june billion treasury security remain maturity year year sell equal amount treasury security remain maturity year less,0
52,2011-09-21,program put downward pressure longer term interest rates help make broader financial conditions accommodative,program put downward pressure longer term interest rate help make broader financial condition accommodative,0
53,2011-09-21,committee regularly review size composition securities holdings prepared adjust holdings appropriate,committee regularly review size composition security holding prepared adjust holding appropriate,0
54,2011-09-21,help support conditions mortgage markets committee reinvest principal payments holdings agency debt agency mortgage backed securities agency mortgage backed securities,help support condition mortgage market committee reinvest principal payment holding agency debt agency mortgage back security agency mortgage back security,0
55,2011-09-21,addition committee maintain existing policy rolling maturing treasury securities auction,addition committee maintain exist policy roll mature treasury security auction,0
56,2011-09-21,committee also decided keep target range federal funds rate   percent currently anticipates economic conditions including low rates resource utilization subdued outlook inflation medium run likely warrant exceptionally low levels federal funds rate least mid ,committee also decide keep target range federal fund rate percent currently anticipates economic condition include low rate resource utilization subdue outlook inflation medium run likely warrant exceptionally low level federal fund rate least mid,0
57,2011-09-21,committee discussed range policy tools available promote stronger economic recovery context price stability,committee discuss range policy tool available promote strong economic recovery context price stability,0
58,2011-09-21,continue assess economic outlook light incoming information prepared employ tools appropriate,continue ass economic outlook light incoming information prepared employ tool appropriate,0
59,2011-09-21,voting fomc monetary policy action were ben bernanke chairman william dudley vice chairman elizabeth duke charles evans sarah bloom raskin daniel tarullo janet yellen,voting fomc monetary policy action be ben bernanke chairman william dudley vice chairman elizabeth duke charles evans sarah bloom raskin daniel tarullo janet yellen,0
60,2011-09-21,voting action richard fisher narayana kocherlakota charles plosser not support additional policy accommodation time,voting action richard fisher narayana kocherlakota charles plosser not support additional policy accommodation time,0
61,2011-09-21,maturity extension program reinvestment policy,maturity extension program reinvestment policy,0
62,2011-09-21,frequently asked questions maturity extension program reinvestment policy,frequently ask question maturity extension program reinvestment policy,0
63,2011-09-21,current faqs,current faq,0
64,2011-09-21,september  ,september,0
