,Date,Original,Corpus,Class
0,2007-05-09,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2007-05-09,federal open market committee,federal open market committee,0
2,2007-05-09,monetary policy principles practice,monetary policy principle practice,0
3,2007-05-09,policy implementation,policy implementation,0
4,2007-05-09,reports,report,0
5,2007-05-09,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2007-05-09,institution supervision,institution supervision,0
7,2007-05-09,reports,report,0
8,2007-05-09,reporting forms,reporting form,0
9,2007-05-09,supervision  regulation letters,supervision regulation letter,0
10,2007-05-09,banking applications  legal developments,banking application legal development,0
11,2007-05-09,regulatory resources,regulatory resource,0
12,2007-05-09,banking  data structure,banking data structure,0
13,2007-05-09,regulations  statutes,regulation statute,0
14,2007-05-09,payment policies,payment policy,0
15,2007-05-09,reserve bank payment services  data,reserve bank payment service data,0
16,2007-05-09,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2007-05-09,research committees forums,research committee forum,0
18,2007-05-09,working papers notes,work paper note,0
19,2007-05-09,models tools,model tool,0
20,2007-05-09,bank assets liabilities,bank asset liability,0
21,2007-05-09,bank structure data,bank structure data,0
22,2007-05-09,business finance,business finance,0
23,2007-05-09,dealer financing terms,dealer financing term,0
24,2007-05-09,exchange rates international data,exchange rate international data,0
25,2007-05-09,financial accounts,financial account,0
26,2007-05-09,household finance,household finance,0
27,2007-05-09,industrial activity,industrial activity,0
28,2007-05-09,interest rates,interest rate,0
29,2007-05-09,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2007-05-09,money stock reserve balances,money stock reserve balance,0
31,2007-05-09,regulations,regulation,0
32,2007-05-09,supervision  enforcement,supervision enforcement,0
33,2007-05-09,community development,community development,0
34,2007-05-09,research  analysis,research analysis,0
35,2007-05-09,consumer resources,consumer resource,0
36,2007-05-09,may  ,may,0
37,2007-05-09,immediate release share,immediate release share,0
38,2007-05-09,federal open market committee decided today keep target federal funds rate   percent,federal open market committee decide today keep target federal fund rate percent,0
39,2007-05-09,economic growth slowed first part year adjustment housing sector ongoing,economic growth slow first part year adjustment housing sector ongoing,0
40,2007-05-09,nevertheless economy seems likely expand moderate pace coming quarters,nevertheless economy seem likely expand moderate pace come quarter,0
41,2007-05-09,core inflation remains somewhat elevated,core inflation remains somewhat elevate,0
42,2007-05-09,although inflation pressures seem likely moderate time high level resource utilization potential sustain pressures,although inflation pressure seem likely moderate time high level resource utilization potential sustain pressure,0
43,2007-05-09,circumstances committee predominant policy concern remains risk inflation fail moderate expected,circumstance committee predominant policy concern remains risk inflation fail moderate expect,0
44,2007-05-09,future policy adjustments depend evolution outlook inflation economic growth implied incoming information,future policy adjustment depend evolution outlook inflation economic growth imply incoming information,0
45,2007-05-09,voting fomc monetary policy action were ben bernanke chairman timothy geithner vice chairman thomas hoenig donald kohn randall kroszner cathy minehan frederic mishkin michael moskow william poole kevin warsh,voting fomc monetary policy action be ben bernanke chairman timothy geithner vice chairman thomas hoenig donald kohn randall kroszner cathy minehan frederic mishkin michael moskow william poole kevin warsh,0
46,2007-05-09,board governors federal reserve system,board governor federal reserve system,0
