,Date,Original,Corpus,Class
0,2020-03-23,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2020-03-23,federal open market committee,federal open market committee,0
2,2020-03-23,monetary policy principles practice,monetary policy principle practice,0
3,2020-03-23,policy implementation,policy implementation,0
4,2020-03-23,reports,report,0
5,2020-03-23,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2020-03-23,institution supervision,institution supervision,0
7,2020-03-23,reports,report,0
8,2020-03-23,reporting forms,reporting form,0
9,2020-03-23,supervision  regulation letters,supervision regulation letter,0
10,2020-03-23,banking applications  legal developments,banking application legal development,0
11,2020-03-23,regulatory resources,regulatory resource,0
12,2020-03-23,banking  data structure,banking data structure,0
13,2020-03-23,regulations  statutes,regulation statute,0
14,2020-03-23,payment policies,payment policy,0
15,2020-03-23,reserve bank payment services  data,reserve bank payment service data,0
16,2020-03-23,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2020-03-23,research committees forums,research committee forum,0
18,2020-03-23,working papers notes,work paper note,0
19,2020-03-23,models tools,model tool,0
20,2020-03-23,bank assets liabilities,bank asset liability,0
21,2020-03-23,bank structure data,bank structure data,0
22,2020-03-23,business finance,business finance,0
23,2020-03-23,dealer financing terms,dealer financing term,0
24,2020-03-23,exchange rates international data,exchange rate international data,0
25,2020-03-23,financial accounts,financial account,0
26,2020-03-23,household finance,household finance,0
27,2020-03-23,industrial activity,industrial activity,0
28,2020-03-23,interest rates,interest rate,0
29,2020-03-23,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2020-03-23,money stock reserve balances,money stock reserve balance,0
31,2020-03-23,regulations,regulation,0
32,2020-03-23,supervision  enforcement,supervision enforcement,0
33,2020-03-23,community development,community development,0
34,2020-03-23,research  analysis,research analysis,0
35,2020-03-23,consumer resources,consumer resource,0
36,2020-03-23,march  ,march,0
37,2020-03-23,release edt share,release edt share,0
38,2020-03-23,federal reserve committed use full range tools supports economy challenging time thereby promote maximum employment price stability goals,federal reserve commit use full range tool support economy challenge time thereby promote maximum employment price stability goal,0
39,2020-03-23,federal open market committee taking actions support flow credit households businesses addressing strains markets treasury securities agency mortgage backed securities,federal open market committee take action support flow credit household business address strain market treasury security agency mortgage back security,0
40,2020-03-23,federal reserve continue purchase treasury securities agency mortgage backed securities amounts needed support smooth market functioning effective transmission monetary policy broader financial conditions,federal reserve continue purchase treasury security agency mortgage back security amount need support smooth market function effective transmission monetary policy broader financial condition,0
41,2020-03-23,committee include purchases agency commercial mortgage backed securities agency mortgage backed security purchases,committee include purchase agency commercial mortgage back security agency mortgage back security purchase,0
42,2020-03-23,addition open market desk continue offer large scale overnight term repurchase agreement operations,addition open market desk continue offer large scale overnight term repurchase agreement operation,0
43,2020-03-23,committee continue closely monitor market conditions assess appropriate pace securities purchases future meetings,committee continue closely monitor market condition ass appropriate pace security purchase future meeting,0
44,2020-03-23,voting by notation monetary policy action jerome powell chair john williams vice chair michelle bowman lael brainard richard clarida patrick harker robert kaplan neel kashkari loretta mester randal quarles,voting by notation monetary policy action jerome powell chair john williams vice chair michelle bowman lael brainard richard clarida patrick harker robert kaplan neel kashkari loretta mester randal quarles,0
45,2020-03-23,related set actions federal reserve announced additional measures support flow credit households businesses,related set action federal reserve announce additional measure support flow credit household business,0
46,2020-03-23,information found federal reserve board website,information found federal reserve board website,0
47,2020-03-23,connection plans committee voted unanimously authorize direct federal reserve bank new york instructed otherwise execute transactions system open market account accordance following domestic policy directive,connection plan committee vote unanimously authorize direct federal reserve bank new york instruct otherwise execute transaction system open market account accordance follow domestic policy directive,0
48,2020-03-23,effective march   federal open market committee directs desk undertake open market operations necessary maintain federal funds rate target range   percent,effective march federal open market committee directs desk undertake open market operation necessary maintain federal fund rate target range percent,0
49,2020-03-23,committee directs desk increase system open market account holdings treasury securities agency mortgage backed securities mbs amounts needed support smooth functioning markets treasury securities agency mbs,committee directs desk increase system open market account holding treasury security agency mortgage back security mb amount need support smooth function market treasury security agency mb,0
50,2020-03-23,committee also directs desk include purchases agency commercial mortgage backed securities agency mortgage backed security purchases,committee also directs desk include purchase agency commercial mortgage back security agency mortgage back security purchase,0
51,2020-03-23,committee also directs desk continue conducting term overnight repurchase agreement operations ensure supply reserves remains ample support smooth functioning short terms dollar funding markets,committee also directs desk continue conduct term overnight repurchase agreement operation ensure supply reserve remains ample support smooth function short term dollar funding market,0
52,2020-03-23,addition committee directs desk conduct overnight reverse repurchase operations and reverse repurchase operations maturities one day necessary accommodate weekend holiday similar trading conventions offering rate ,addition committee directs desk conduct overnight reverse repurchase operation and reverse repurchase operation maturity one day necessary accommodate weekend holiday similar trading convention offering rate,0
53,2020-03-23, percent amounts limited value treasury securities held outright system open market account available operations per counterparty limit  billion per day,percent amount limited value treasury security held outright system open market account available operation per counterparty limit billion per day,0
54,2020-03-23,committee directs desk continue rolling auction principal payments federal reserve holdings treasury securities reinvest principal payments federal reserve holdings agency debt agency mortgage backed securities received calendar month agency mortgage backed securities,committee directs desk continue roll auction principal payment federal reserve holding treasury security reinvest principal payment federal reserve holding agency debt agency mortgage back security receive calendar month agency mortgage back security,0
55,2020-03-23,small deviations amounts operational reasons acceptable,small deviation amount operational reason acceptable,0
56,2020-03-23,committee also directs desk engage dollar roll coupon swap transactions necessary facilitate settlement federal reserve agency mortgage backed securities transactions,committee also directs desk engage dollar roll coupon swap transaction necessary facilitate settlement federal reserve agency mortgage back security transaction,0
57,2020-03-23,information regarding open market operations reinvestments may found federal reserve bank new york website,information regard open market operation reinvestments may found federal reserve bank new york website,0
58,2020-03-23,media inquiries call   ,medium inquiry call,0
59,2020-03-23,federal reserve announces extensive new measures support economy,federal reserve announces extensive new measure support economy,0
60,2020-03-23,statement regarding treasury securities agency mortgage backed securities operations,statement regard treasury security agency mortgage back security operation,0
61,2020-03-23,board governors federal reserve system,board governor federal reserve system,0
