,Date,Original,Corpus,Class
0,2008-03-18,federal reserve central bank united states provides nation safe flexible stable monetary financial system,federal reserve central bank united state provide nation safe flexible stable monetary financial system,0
1,2008-03-18,federal open market committee,federal open market committee,0
2,2008-03-18,monetary policy principles practice,monetary policy principle practice,0
3,2008-03-18,policy implementation,policy implementation,0
4,2008-03-18,reports,report,0
5,2008-03-18,review monetary policy strategy tools communications,review monetary policy strategy tool communication,0
6,2008-03-18,institution supervision,institution supervision,0
7,2008-03-18,reports,report,0
8,2008-03-18,reporting forms,reporting form,0
9,2008-03-18,supervision  regulation letters,supervision regulation letter,0
10,2008-03-18,banking applications  legal developments,banking application legal development,0
11,2008-03-18,regulatory resources,regulatory resource,0
12,2008-03-18,banking  data structure,banking data structure,0
13,2008-03-18,regulations  statutes,regulation statute,0
14,2008-03-18,payment policies,payment policy,0
15,2008-03-18,reserve bank payment services  data,reserve bank payment service data,0
16,2008-03-18,financial market utilities  infrastructures,financial market utility infrastructure,0
17,2008-03-18,research committees forums,research committee forum,0
18,2008-03-18,working papers notes,work paper note,0
19,2008-03-18,models tools,model tool,0
20,2008-03-18,bank assets liabilities,bank asset liability,0
21,2008-03-18,bank structure data,bank structure data,0
22,2008-03-18,business finance,business finance,0
23,2008-03-18,dealer financing terms,dealer financing term,0
24,2008-03-18,exchange rates international data,exchange rate international data,0
25,2008-03-18,financial accounts,financial account,0
26,2008-03-18,household finance,household finance,0
27,2008-03-18,industrial activity,industrial activity,0
28,2008-03-18,interest rates,interest rate,0
29,2008-03-18,micro data reference manual mdrm,micro data reference manual mdrm,0
30,2008-03-18,money stock reserve balances,money stock reserve balance,0
31,2008-03-18,regulations,regulation,0
32,2008-03-18,supervision  enforcement,supervision enforcement,0
33,2008-03-18,community development,community development,0
34,2008-03-18,research  analysis,research analysis,0
35,2008-03-18,consumer resources,consumer resource,0
36,2008-03-18,march  ,march,0
37,2008-03-18,immediate release share,immediate release share,0
38,2008-03-18,federal open market committee decided today lower target federal funds rate  basis points   percent,federal open market committee decide today low target federal fund rate basis point percent,0
39,2008-03-18,recent information indicates outlook economic activity weakened further,recent information indicates outlook economic activity weaken far,0
40,2008-03-18,growth consumer spending slowed labor markets softened,growth consumer spending slow labor market soften,0
41,2008-03-18,financial markets remain considerable stress tightening credit conditions deepening housing contraction likely weigh economic growth next quarters,financial market remain considerable stress tighten credit condition deepen housing contraction likely weigh economic growth next quarter,0
42,2008-03-18,inflation elevated indicators inflation expectations risen,inflation elevate indicator inflation expectation risen,0
43,2008-03-18,committee expects inflation moderate coming quarters reflecting projected leveling energy commodity prices easing pressures resource utilization,committee expect inflation moderate come quarter reflect project leveling energy commodity price ease pressure resource utilization,0
44,2008-03-18,still uncertainty inflation outlook increased,still uncertainty inflation outlook increase,0
45,2008-03-18,necessary continue monitor inflation developments carefully,necessary continue monitor inflation development carefully,0
46,2008-03-18,todaypolicy action combined taken earlier including measures foster market liquidity help promote moderate growth time mitigate risks economic activity,todaypolicy action combine take earlier include measure foster market liquidity help promote moderate growth time mitigate risk economic activity,0
47,2008-03-18,however downside risks growth remain,however downside risk growth remain,0
48,2008-03-18,committee act timely manner needed promote sustainable economic growth price stability,committee act timely manner need promote sustainable economic growth price stability,0
49,2008-03-18,voting fomc monetary policy action were ben bernanke chairman timothy geithner vice chairman donald kohn randall kroszner frederic mishkin sandra pianalto gary stern kevin warsh,voting fomc monetary policy action be ben bernanke chairman timothy geithner vice chairman donald kohn randall kroszner frederic mishkin sandra pianalto gary stern kevin warsh,0
50,2008-03-18,voting richard fisher charles plosser preferred less aggressive action meeting,voting richard fisher charles plosser prefer less aggressive action meeting,0
51,2008-03-18,related action board governors unanimously approved  basis point decrease discount rate   percent,related action board governor unanimously approve basis point decrease discount rate percent,0
52,2008-03-18,taking action board approved requests submitted boards directors federal reserve banks boston new york san francisco,take action board approve request submit board director federal reserve bank boston new york san francisco,0
53,2008-03-18,board governors federal reserve system,board governor federal reserve system,0
