,Date,Original,Corpus,Class
0,2016-03-16,information received since federal open market committee met january suggests economic activity expanding moderate pace despite global economic financial developments recent months,information receive since federal open market committee met january suggests economic activity expand moderate pace despite global economic financial development recent month,0
1,2016-03-16,household spending increasing moderate rate housing sector improved further however business fixed investment net exports soft,household spending increase moderate rate housing sector improve far however business fix investment net export soft,0
2,2016-03-16,range recent indicators including strong job gains points additional strengthening labor market,range recent indicator include strong job gain point additional strengthen labor market,0
3,2016-03-16,inflation picked recent months however continued run committee  percent longer run objective partly reflecting declines energy prices prices non energy imports,inflation picked recent month however continued run committee percent longer run objective partly reflect decline energy price price non energy import,0
4,2016-03-16,market based measures inflation compensation remain low survey based measures longer term inflation expectations little changed balance recent months,market base measure inflation compensation remain low survey base measure longer term inflation expectation little change balance recent month,0
5,2016-03-16,consistent statutory mandate committee seeks foster maximum employment price stability,consistent statutory mandate committee seek foster maximum employment price stability,0
6,2016-03-16,committee currently expects that gradual adjustments stance monetary policy economic activity expand moderate pace labor market indicators continue strengthen,committee currently expect that gradual adjustment stance monetary policy economic activity expand moderate pace labor market indicator continue strengthen,0
7,2016-03-16,however global economic financial developments continue pose risks,however global economic financial development continue pose risk,0
8,2016-03-16,inflation expected remain low near term part earlier declines energy prices rise  percent medium term transitory effects declines energy import prices dissipate labor market strengthens further,inflation expect remain low near term part earlier decline energy price rise percent medium term transitory effect decline energy import price dissipate labor market strengthens far,0
9,2016-03-16,committee continues monitor inflation developments closely,committee continue monitor inflation development closely,0
10,2016-03-16,stance monetary policy remains accommodative thereby supporting improvement labor market conditions return  percent inflation,stance monetary policy remains accommodative thereby support improvement labor market condition return percent inflation,0
11,2016-03-16,determining timing size future adjustments target range federal funds rate committee assess realized expected economic conditions relative objectives maximum employment  percent inflation,determine timing size future adjustment target range federal fund rate committee ass realize expect economic condition relative objective maximum employment percent inflation,0
12,2016-03-16,assessment take account wide range information including measures labor market conditions indicators inflation pressures inflation expectations readings financial international developments,assessment take account wide range information include measure labor market condition indicator inflation pressure inflation expectation reading financial international development,0
13,2016-03-16,light current shortfall inflation  percent committee carefully monitor actual expected progress toward inflation goal,light current shortfall inflation percent committee carefully monitor actual expect progress toward inflation goal,0
14,2016-03-16,committee expects economic conditions evolve manner warrant gradual increases federal funds rate federal funds rate likely remain time levels expected prevail longer run,committee expect economic condition evolve manner warrant gradual increase federal fund rate federal fund rate likely remain time level expect prevail longer run,0
15,2016-03-16,however actual path federal funds rate depend economic outlook informed incoming data,however actual path federal fund rate depend economic outlook inform incoming data,0
