,Date,Original,Corpus,Class
0,2001-08-21,household demand sustained business profits capital spending continue weaken growth abroad slowing weighings economy,household demand sustain business profit capital spending continue weaken growth abroad slow weighing economy,0
1,2001-08-21,associated easing pressures labor product markets expected keep inflation contained,associate ease pressure labor product market expect keep inflation contain,0
2,2001-08-21,although long term prospects productivity growth economy remain favorable committee continues believe background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness foreseeable future,although long term prospect productivity growth economy remain favorable committee continue believe background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness foreseeable future,0
3,2001-08-21,household demand sustained business profits capital spending continue weaken growth abroad slowing weighings economy,household demand sustain business profit capital spending continue weaken growth abroad slow weighing economy,0
4,2001-08-21,associated easing pressures labor product markets expected keep inflation contained,associate ease pressure labor product market expect keep inflation contain,0
5,2001-08-21,although long term prospects productivity growth economy remain favorable committee continues believe background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness foreseeable future,although long term prospect productivity growth economy remain favorable committee continue believe background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness foreseeable future,0
6,2001-08-21,household demand sustained business profits capital spending continue weaken growth abroad slowing weighings economy,household demand sustain business profit capital spending continue weaken growth abroad slow weighing economy,0
7,2001-08-21,associated easing pressures labor product markets expected keep inflation contained,associate ease pressure labor product market expect keep inflation contain,0
8,2001-08-21,although long term prospects productivity growth economy remain favorable committee continues believe background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness foreseeable future,although long term prospect productivity growth economy remain favorable committee continue believe background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness foreseeable future,0
9,2001-08-21,household demand sustained business profits capital spending continue weaken growth abroad slowing weighings economy,household demand sustain business profit capital spending continue weaken growth abroad slow weighing economy,0
10,2001-08-21,associated easing pressures labor product markets expected keep inflation contained,associate ease pressure labor product market expect keep inflation contain,0
11,2001-08-21,although long term prospects productivity growth economy remain favorable committee continues believe background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness foreseeable future,although long term prospect productivity growth economy remain favorable committee continue believe background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness foreseeable future,0
12,2001-08-21,household demand sustained business profits capital spending continue weaken growth abroad slowing weighings economy,household demand sustain business profit capital spending continue weaken growth abroad slow weighing economy,0
13,2001-08-21,associated easing pressures labor product markets expected keep inflation contained,associate ease pressure labor product market expect keep inflation contain,0
14,2001-08-21,although long term prospects productivity growth economy remain favorable committee continues believe background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness foreseeable future,although long term prospect productivity growth economy remain favorable committee continue believe background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness foreseeable future,0
15,2001-08-21,although long term prospects productivity growth economy remain favorable committee continues believe background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness foreseeable future,although long term prospect productivity growth economy remain favorable committee continue believe background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness foreseeable future,0
