,Date,Original,Corpus,Class
0,2002-03-19,information become available since last meeting committee indicates economy bolstered marked swing inventory investment expanding significant pace,information become available since last meeting committee indicates economy bolster marked swing inventory investment expand significant pace,0
1,2002-03-19,nonetheless degree strengthening final demand coming quarters essential element sustained economic expansion still uncertain,nonetheless degree strengthen final demand come quarter essential element sustain economic expansion still uncertain,0
2,2002-03-19,circumstances although stance monetary policy currently accommodative committee believes that foreseeable future background long run goals price stability sustainable economic growth information currently available risks balanced respect prospects goals,circumstance although stance monetary policy currently accommodative committee believe that foreseeable future background long run goal price stability sustainable economic growth information currently available risk balance respect prospect goal,0
3,2002-03-19,information become available since last meeting committee indicates economy bolstered marked swing inventory investment expanding significant pace,information become available since last meeting committee indicates economy bolster marked swing inventory investment expand significant pace,0
4,2002-03-19,nonetheless degree strengthening final demand coming quarters essential element sustained economic expansion still uncertain,nonetheless degree strengthen final demand come quarter essential element sustain economic expansion still uncertain,0
5,2002-03-19,circumstances although stance monetary policy currently accommodative committee believes that foreseeable future background long run goals price stability sustainable economic growth information currently available risks balanced respect prospects goals,circumstance although stance monetary policy currently accommodative committee believe that foreseeable future background long run goal price stability sustainable economic growth information currently available risk balance respect prospect goal,0
6,2002-03-19,information become available since last meeting committee indicates economy bolstered marked swing inventory investment expanding significant pace,information become available since last meeting committee indicates economy bolster marked swing inventory investment expand significant pace,0
7,2002-03-19,nonetheless degree strengthening final demand coming quarters essential element sustained economic expansion still uncertain,nonetheless degree strengthen final demand come quarter essential element sustain economic expansion still uncertain,0
8,2002-03-19,circumstances although stance monetary policy currently accommodative committee believes that foreseeable future background long run goals price stability sustainable economic growth information currently available risks balanced respect prospects goals,circumstance although stance monetary policy currently accommodative committee believe that foreseeable future background long run goal price stability sustainable economic growth information currently available risk balance respect prospect goal,0
9,2002-03-19,information become available since last meeting committee indicates economy bolstered marked swing inventory investment expanding significant pace,information become available since last meeting committee indicates economy bolster marked swing inventory investment expand significant pace,0
10,2002-03-19,nonetheless degree strengthening final demand coming quarters essential element sustained economic expansion still uncertain,nonetheless degree strengthen final demand come quarter essential element sustain economic expansion still uncertain,0
11,2002-03-19,circumstances although stance monetary policy currently accommodative committee believes that foreseeable future background long run goals price stability sustainable economic growth information currently available risks balanced respect prospects goals,circumstance although stance monetary policy currently accommodative committee believe that foreseeable future background long run goal price stability sustainable economic growth information currently available risk balance respect prospect goal,0
12,2002-03-19,information become available since last meeting committee indicates economy bolstered marked swing inventory investment expanding significant pace,information become available since last meeting committee indicates economy bolster marked swing inventory investment expand significant pace,0
13,2002-03-19,nonetheless degree strengthening final demand coming quarters essential element sustained economic expansion still uncertain,nonetheless degree strengthen final demand come quarter essential element sustain economic expansion still uncertain,0
14,2002-03-19,circumstances although stance monetary policy currently accommodative committee believes that foreseeable future background long run goals price stability sustainable economic growth information currently available risks balanced respect prospects goals,circumstance although stance monetary policy currently accommodative committee believe that foreseeable future background long run goal price stability sustainable economic growth information currently available risk balance respect prospect goal,0
15,2002-03-19,circumstances although stance monetary policy currently accommodative committee believes that foreseeable future background long run goals price stability sustainable economic growth information currently available risks balanced respect prospects goals,circumstance although stance monetary policy currently accommodative committee believe that foreseeable future background long run goal price stability sustainable economic growth information currently available risk balance respect prospect goal,0
