,Date,Original,Corpus,Class
0,2012-04-25,information received since federal open market committee met march suggests economy expanding moderately,information receive since federal open market committee met march suggests economy expand moderately,0
1,2012-04-25,labor market conditions improved recent months unemployment rate declined remains elevated,labor market condition improve recent month unemployment rate decline remains elevate,0
2,2012-04-25,household spending business fixed investment continued advance,household spending business fix investment continued advance,0
3,2012-04-25,inflation picked somewhat mainly reflecting higher prices crude oil gasoline,inflation picked somewhat mainly reflect high price crude oil gasoline,0
4,2012-04-25,however longer term inflation expectations remained stable,however longer term inflation expectation remain stable,0
5,2012-04-25,consistent statutory mandate committee seeks foster maximum employment price stability,consistent statutory mandate committee seek foster maximum employment price stability,0
6,2012-04-25,committee expects economic growth remain moderate coming quarters pick gradually,committee expect economic growth remain moderate come quarter pick gradually,0
7,2012-04-25,consequently committee anticipates unemployment rate decline gradually toward levels judges consistent dual mandate,consequently committee anticipates unemployment rate decline gradually toward level judge consistent dual mandate,0
8,2012-04-25,strains global financial markets continue pose significant downside risks economic outlook,strain global financial market continue pose significant downside risk economic outlook,0
9,2012-04-25,increase oil gasoline prices earlier year expected affect inflation temporarily committee anticipates subsequently inflation run rate judges consistent dual mandate,increase oil gasoline price earlier year expect affect inflation temporarily committee anticipates subsequently inflation run rate judge consistent dual mandate,0
10,2012-04-25,support stronger economic recovery help ensure inflation time rate consistent dual mandate committee expects maintain highly accommodative stance monetary policy,support strong economic recovery help ensure inflation time rate consistent dual mandate committee expect maintain highly accommodative stance monetary policy,0
11,2012-04-25,particular committee decided today keep target range federal funds rate   percent currently anticipates economic conditions including low rates resource utilization subdued outlook inflation medium run likely warrant exceptionally low levels federal funds rate least late ,particular committee decide today keep target range federal fund rate percent currently anticipates economic condition include low rate resource utilization subdue outlook inflation medium run likely warrant exceptionally low level federal fund rate least late,0
12,2012-04-25,committee regularly review size composition securities holdings prepared adjust holdings appropriate promote stronger economic recovery context price stability,committee regularly review size composition security holding prepared adjust holding appropriate promote strong economic recovery context price stability,0
13,2012-04-25,voting action jeffrey lacker not anticipate economic conditions likely warrant exceptionally low levels federal funds rate late ,voting action jeffrey lacker not anticipate economic condition likely warrant exceptionally low level federal fund rate late,0
