,Date,Original,Corpus,Class
0,2000-10-03,recent data indicated expansion aggregate demand moderated pace closer enhanced rate growth economy potential produce,recent data indicate expansion aggregate demand moderate pace closer enhance rate growth economy potential produce,0
1,2000-10-03,rapid advances productivity also continue help contain costs hold underlying price pressures,rapid advance productivity also continue help contain cost hold underlie price pressure,0
2,2000-10-03,moreover increase energy prices though limited effect core measures prices date poses risk raising inflation expectations,moreover increase energy price though limited effect core measure price date pose risk raise inflation expectation,0
3,2000-10-03,subdued behavior expectations far contributed importantly maintaining environment conducive maximum sustainable growth,subdue behavior expectation far contribute importantly maintain environment conducive maximum sustainable growth,0
4,2000-10-03,background long term goals price stability sustainable economic growth information currently available committee believes risks continue weighted mainly toward conditions may generate heightened inflation pressures future,background long term goal price stability sustainable economic growth information currently available committee believe risk continue weight mainly toward condition may generate heighten inflation pressure future,0
5,2000-10-03,recent data indicated expansion aggregate demand moderated pace closer enhanced rate growth economy potential produce,recent data indicate expansion aggregate demand moderate pace closer enhance rate growth economy potential produce,0
6,2000-10-03,rapid advances productivity also continue help contain costs hold underlying price pressures,rapid advance productivity also continue help contain cost hold underlie price pressure,0
7,2000-10-03,moreover increase energy prices though limited effect core measures prices date poses risk raising inflation expectations,moreover increase energy price though limited effect core measure price date pose risk raise inflation expectation,0
8,2000-10-03,subdued behavior expectations far contributed importantly maintaining environment conducive maximum sustainable growth,subdue behavior expectation far contribute importantly maintain environment conducive maximum sustainable growth,0
9,2000-10-03,background long term goals price stability sustainable economic growth information currently available committee believes risks continue weighted mainly toward conditions may generate heightened inflation pressures future,background long term goal price stability sustainable economic growth information currently available committee believe risk continue weight mainly toward condition may generate heighten inflation pressure future,0
10,2000-10-03,recent data indicated expansion aggregate demand moderated pace closer enhanced rate growth economy potential produce,recent data indicate expansion aggregate demand moderate pace closer enhance rate growth economy potential produce,0
11,2000-10-03,rapid advances productivity also continue help contain costs hold underlying price pressures,rapid advance productivity also continue help contain cost hold underlie price pressure,0
12,2000-10-03,moreover increase energy prices though limited effect core measures prices date poses risk raising inflation expectations,moreover increase energy price though limited effect core measure price date pose risk raise inflation expectation,0
13,2000-10-03,subdued behavior expectations far contributed importantly maintaining environment conducive maximum sustainable growth,subdue behavior expectation far contribute importantly maintain environment conducive maximum sustainable growth,0
14,2000-10-03,background long term goals price stability sustainable economic growth information currently available committee believes risks continue weighted mainly toward conditions may generate heightened inflation pressures future,background long term goal price stability sustainable economic growth information currently available committee believe risk continue weight mainly toward condition may generate heighten inflation pressure future,0
15,2000-10-03,recent data indicated expansion aggregate demand moderated pace closer enhanced rate growth economy potential produce,recent data indicate expansion aggregate demand moderate pace closer enhance rate growth economy potential produce,0
16,2000-10-03,rapid advances productivity also continue help contain costs hold underlying price pressures,rapid advance productivity also continue help contain cost hold underlie price pressure,0
17,2000-10-03,moreover increase energy prices though limited effect core measures prices date poses risk raising inflation expectations,moreover increase energy price though limited effect core measure price date pose risk raise inflation expectation,0
18,2000-10-03,subdued behavior expectations far contributed importantly maintaining environment conducive maximum sustainable growth,subdue behavior expectation far contribute importantly maintain environment conducive maximum sustainable growth,0
19,2000-10-03,background long term goals price stability sustainable economic growth information currently available committee believes risks continue weighted mainly toward conditions may generate heightened inflation pressures future,background long term goal price stability sustainable economic growth information currently available committee believe risk continue weight mainly toward condition may generate heighten inflation pressure future,0
20,2000-10-03,recent data indicated expansion aggregate demand moderated pace closer enhanced rate growth economy potential produce,recent data indicate expansion aggregate demand moderate pace closer enhance rate growth economy potential produce,0
21,2000-10-03,rapid advances productivity also continue help contain costs hold underlying price pressures,rapid advance productivity also continue help contain cost hold underlie price pressure,0
22,2000-10-03,moreover increase energy prices though limited effect core measures prices date poses risk raising inflation expectations,moreover increase energy price though limited effect core measure price date pose risk raise inflation expectation,0
23,2000-10-03,subdued behavior expectations far contributed importantly maintaining environment conducive maximum sustainable growth,subdue behavior expectation far contribute importantly maintain environment conducive maximum sustainable growth,0
24,2000-10-03,background long term goals price stability sustainable economic growth information currently available committee believes risks continue weighted mainly toward conditions may generate heightened inflation pressures future,background long term goal price stability sustainable economic growth information currently available committee believe risk continue weight mainly toward condition may generate heighten inflation pressure future,0
25,2000-10-03,moreover increase energy prices though limited effect core measures prices date poses risk raising inflation expectations,moreover increase energy price though limited effect core measure price date pose risk raise inflation expectation,0
26,2000-10-03,subdued behavior expectations far contributed importantly maintaining environment conducive maximum sustainable growth,subdue behavior expectation far contribute importantly maintain environment conducive maximum sustainable growth,0
27,2000-10-03,background long term goals price stability sustainable economic growth information currently available committee believes risks continue weighted mainly toward conditions may generate heightened inflation pressures future,background long term goal price stability sustainable economic growth information currently available committee believe risk continue weight mainly toward condition may generate heighten inflation pressure future,0
28,2000-10-03,background long term goals price stability sustainable economic growth information currently available committee believes risks continue weighted mainly toward conditions may generate heightened inflation pressures future,background long term goal price stability sustainable economic growth information currently available committee believe risk continue weight mainly toward condition may generate heighten inflation pressure future,0
