,Date,Original,Corpus,Class
0,2002-08-13,softening growth aggregate demand emerged spring prolonged large measure weakness financial markets heightened uncertainty related problems corporate reporting governance,soften growth aggregate demand emerge spring prolong large measure weakness financial market heighten uncertainty related problem corporate reporting governance,0
1,2002-08-13,current accommodative stance monetary policy coupled still robust underlying growth productivity sufficient foster improving business climate time,current accommodative stance monetary policy couple still robust underlie growth productivity sufficient foster improve business climate time,0
2,2002-08-13,nonetheless committee recognizes that foreseeable future background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness,nonetheless committee recognizes that foreseeable future background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness,0
3,2002-08-13,softening growth aggregate demand emerged spring prolonged large measure weakness financial markets heightened uncertainty related problems corporate reporting governance,soften growth aggregate demand emerge spring prolong large measure weakness financial market heighten uncertainty related problem corporate reporting governance,0
4,2002-08-13,current accommodative stance monetary policy coupled still robust underlying growth productivity sufficient foster improving business climate time,current accommodative stance monetary policy couple still robust underlie growth productivity sufficient foster improve business climate time,0
5,2002-08-13,nonetheless committee recognizes that foreseeable future background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness,nonetheless committee recognizes that foreseeable future background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness,0
6,2002-08-13,softening growth aggregate demand emerged spring prolonged large measure weakness financial markets heightened uncertainty related problems corporate reporting governance,soften growth aggregate demand emerge spring prolong large measure weakness financial market heighten uncertainty related problem corporate reporting governance,0
7,2002-08-13,current accommodative stance monetary policy coupled still robust underlying growth productivity sufficient foster improving business climate time,current accommodative stance monetary policy couple still robust underlie growth productivity sufficient foster improve business climate time,0
8,2002-08-13,nonetheless committee recognizes that foreseeable future background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness,nonetheless committee recognizes that foreseeable future background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness,0
9,2002-08-13,softening growth aggregate demand emerged spring prolonged large measure weakness financial markets heightened uncertainty related problems corporate reporting governance,soften growth aggregate demand emerge spring prolong large measure weakness financial market heighten uncertainty related problem corporate reporting governance,0
10,2002-08-13,current accommodative stance monetary policy coupled still robust underlying growth productivity sufficient foster improving business climate time,current accommodative stance monetary policy couple still robust underlie growth productivity sufficient foster improve business climate time,0
11,2002-08-13,nonetheless committee recognizes that foreseeable future background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness,nonetheless committee recognizes that foreseeable future background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness,0
12,2002-08-13,softening growth aggregate demand emerged spring prolonged large measure weakness financial markets heightened uncertainty related problems corporate reporting governance,soften growth aggregate demand emerge spring prolong large measure weakness financial market heighten uncertainty related problem corporate reporting governance,0
13,2002-08-13,current accommodative stance monetary policy coupled still robust underlying growth productivity sufficient foster improving business climate time,current accommodative stance monetary policy couple still robust underlie growth productivity sufficient foster improve business climate time,0
14,2002-08-13,nonetheless committee recognizes that foreseeable future background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness,nonetheless committee recognizes that foreseeable future background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness,0
15,2002-08-13,current accommodative stance monetary policy coupled still robust underlying growth productivity sufficient foster improving business climate time,current accommodative stance monetary policy couple still robust underlie growth productivity sufficient foster improve business climate time,0
16,2002-08-13,nonetheless committee recognizes that foreseeable future background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness,nonetheless committee recognizes that foreseeable future background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness,0
17,2002-08-13,nonetheless committee recognizes that foreseeable future background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness,nonetheless committee recognizes that foreseeable future background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness,0
