,Date,Original,Corpus,Class
0,2020-09-16,federal reserve committed using full range tools supports economy challenging time thereby promoting maximum employment price stability goals,federal reserve commit use full range tool support economy challenge time thereby promote maximum employment price stability goal,0
1,2020-09-16,covid  pandemic causing tremendous human economic hardship across united states around world,covid pandemic cause tremendous human economic hardship across united state around world,0
2,2020-09-16,economic activity employment picked recent months remain well levels beginning year,economic activity employment picked recent month remain well level begin year,0
3,2020-09-16,weaker demand significantly lower oil prices holding consumer price inflation,weaker demand significantly low oil price hold consumer price inflation,0
4,2020-09-16,overall financial conditions improved recent months part reflecting policy measures support economy flow credits households businesses,overall financial condition improve recent month part reflect policy measure support economy flow credit household business,0
5,2020-09-16,path economy depend significantly course virus,path economy depend significantly course virus,0
6,2020-09-16,ongoing public health crisis continue weigh economic activity employment inflation near term poses considerable risks economic outlook medium term,ongoing public health crisis continue weigh economic activity employment inflation near term pose considerable risk economic outlook medium term,0
7,2020-09-16,committee seeks achieve maximum employment inflation rate  percent longer run,committee seek achieve maximum employment inflation rate percent longer run,0
8,2020-09-16,inflation running persistently longer run goal committee aim achieve inflation moderately  percent time inflation averages  percent time longer term inflation expectations remain well anchored  percent,inflation run persistently longer run goal committee aim achieve inflation moderately percent time inflation average percent time longer term inflation expectation remain well anchor percent,0
9,2020-09-16,committee decided keep target range federal funds rate   percent expects appropriate maintain target range labor market conditions reached levels consistent committee assessments maximum employment inflation risen  percent track moderately exceed  percent time,committee decide keep target range federal fund rate percent expect appropriate maintain target range labor market condition reach level consistent committee assessment maximum employment inflation risen percent track moderately exceed percent time,0
10,2020-09-16,assessing appropriate stance monetary policy committee continue monitor implications incoming information economic outlook,assess appropriate stance monetary policy committee continue monitor implication incoming information economic outlook,0
11,2020-09-16,committee assessments take account wide range information including readings public health labor market conditions inflation pressures inflation expectations financial international developments,committee assessment take account wide range information include reading public health labor market condition inflation pressure inflation expectation financial international development,0
12,2020-09-16,voting action robert kaplan expects appropriate maintain current target range committee confident economy weathered recent events track achieve maximum employment price stability goals articulated new policy strategy statement prefers committee retain greater policy rate flexibility beyond point neel kashkari prefers committee indicate expects maintain current target range core inflation reached  percent sustained basis,voting action robert kaplan expect appropriate maintain current target range committee confident economy weather recent event track achieve maximum employment price stability goal articulate new policy strategy statement prefers committee retain great policy rate flexibility beyond point neel kashkari prefers committee indicate expect maintain current target range core inflation reach percent sustain basis,0
