,Date,Original,Corpus,Class
0,2013-12-18,information received since federal open market committee met october indicates economic activity expanding moderate pace,information receive since federal open market committee met october indicates economic activity expand moderate pace,0
1,2013-12-18,labor market conditions shown improvement unemployment rate declined remains elevated,labor market condition show improvement unemployment rate decline remains elevate,0
2,2013-12-18,household spending business fixed investment advanced recovery housing sector slowed somewhat recent months,household spending business fix investment advanced recovery housing sector slow somewhat recent month,0
3,2013-12-18,fiscal policy restraining economic growth although extent restraint may diminishing,fiscal policy restrain economic growth although extent restraint may diminish,0
4,2013-12-18,inflation running committee longer run objective longer term inflation expectations remained stable,inflation run committee longer run objective longer term inflation expectation remain stable,0
5,2013-12-18,consistent statutory mandate committee seeks foster maximum employment price stability,consistent statutory mandate committee seek foster maximum employment price stability,0
6,2013-12-18,committee expects that appropriate policy accommodation economic growth pick recent pace unemployment rate gradually decline toward levels committee judges consistent dual mandate,committee expect that appropriate policy accommodation economic growth pick recent pace unemployment rate gradually decline toward level committee judge consistent dual mandate,0
7,2013-12-18,committee sees risks outlook economy labor market become nearly balanced,committee see risk outlook economy labor market become nearly balance,0
8,2013-12-18,committee recognizes inflation persistently  percent objective could pose risks economic performance monitoring inflation developments carefully evidence inflation move back toward objective medium term,committee recognizes inflation persistently percent objective could pose risk economic performance monitoring inflation development carefully evidence inflation move back toward objective medium term,0
9,2013-12-18,taking account extent federal fiscal retrenchment since inception current asset purchase program committee sees improvement economic activity labor market conditions period consistent growing underlying strength broader economy,take account extent federal fiscal retrenchment since inception current asset purchase program committee see improvement economic activity labor market condition period consistent grow underlie strength broader economy,0
10,2013-12-18,light cumulative progress toward maximum employment improvement outlook labor market conditions committee decided modestly reduce pace asset purchases,light cumulative progress toward maximum employment improvement outlook labor market condition committee decide modestly reduce pace asset purchase,0
11,2013-12-18,committee sizable still increasing holdings longer term securities maintain downward pressure longer term interest rates support mortgage markets help make broader financial conditions accommodative turn promote stronger economic recovery help ensure inflation time rate consistent committee dual mandate,committee sizable still increase holding longer term security maintain downward pressure longer term interest rate support mortgage market help make broader financial condition accommodative turn promote strong economic recovery help ensure inflation time rate consistent committee dual mandate,0
12,2013-12-18,committee closely monitor incoming information economic financial developments coming months continue purchases treasury agency mortgage backed securities employ policy tools appropriate outlook labor market improved substantially context price stability,committee closely monitor incoming information economic financial development come month continue purchase treasury agency mortgage back security employ policy tool appropriate outlook labor market improve substantially context price stability,0
13,2013-12-18,incoming information broadly supports committee expectation ongoing improvement labor market conditions inflation moving back toward longer run objective committee likely reduce pace asset purchases measured steps future meetings,incoming information broadly support committee expectation ongoing improvement labor market condition inflation move back toward longer run objective committee likely reduce pace asset purchase measure step future meeting,0
14,2013-12-18,however asset purchases not preset course committee decisions pace remain contingent committee outlook labor market inflation well assessment likely efficacy costs purchases,however asset purchase not preset course committee decision pace remain contingent committee outlook labor market inflation well assessment likely efficacy cost purchase,0
15,2013-12-18,support continued progress toward maximum employment price stability committee today reaffirmed view highly accommodative stance monetary policy remain appropriate considerable time asset purchase program ends economic recovery strengthens,support continued progress toward maximum employment price stability committee today reaffirm view highly accommodative stance monetary policy remain appropriate considerable time asset purchase program end economic recovery strengthens,0
16,2013-12-18,committee also reaffirmed expectation current exceptionally low target range federal funds rate   percent appropriate least long unemployment rate remains   percent inflation one two years ahead projected no half percentage point committee  percent longer run goal longer term inflation expectations continue well anchored,committee also reaffirm expectation current exceptionally low target range federal fund rate percent appropriate least long unemployment rate remains percent inflation one two year ahead project no half percentage point committee percent longer run goal longer term inflation expectation continue well anchor,0
17,2013-12-18,determining long maintain highly accommodative stance monetary policy committee also consider information including additional measures labor market conditions indicators inflation pressures inflation expectations readings financial developments,determine long maintain highly accommodative stance monetary policy committee also consider information include additional measure labor market condition indicator inflation pressure inflation expectation reading financial development,0
18,2013-12-18,committee anticipates based assessment factors likely appropriate maintain current target range federal funds rate well past time unemployment rate declines   percent especially projected inflation continues run committee  percent longer run goal,committee anticipates base assessment factor likely appropriate maintain current target range federal fund rate well past time unemployment rate decline percent especially project inflation continue run committee percent longer run goal,0
19,2013-12-18,committee decides begin remove policy accommodation take balanced approach consistent longer run goals maximum employment inflation  percent,committee decides begin remove policy accommodation take balance approach consistent longer run goal maximum employment inflation percent,0
20,2013-12-18,voting action eric rosengren believes that unemployment rate still elevated inflation rate well target changes purchase program premature incoming data clearly indicate economic growth likely sustained potential rate,voting action eric rosengren believe that unemployment rate still elevate inflation rate well target change purchase program premature incoming data clearly indicate economic growth likely sustain potential rate,0
