,Date,Original,Corpus,Class
0,2000-11-15,utilization pool available workers remains unusually high level increase energy prices though limited effect core measures prices date still harbors possibility raising inflation expectations,utilization pool available worker remains unusually high level increase energy price though limited effect core measure price date still harbor possibility raise inflation expectation,0
1,2000-11-15,committee accordingly continues see risk heightened inflation pressures,committee accordingly continue see risk heighten inflation pressure,0
2,2000-11-15,however softening business household demand tightening conditions financial markets recent months suggest economy could expand time pace productivity enhanced rate growth potential produce,however soften business household demand tighten condition financial market recent month suggest economy could expand time pace productivity enhance rate growth potential produce,0
3,2000-11-15,nonetheless date easing demand pressures not sufficient warrant change committee judgment background long run goals price stability sustainable economic growth information currently available risks continue weighted mainly toward conditions may generate heightened inflation pressures foreseeable future,nonetheless date ease demand pressure not sufficient warrant change committee judgment background long run goal price stability sustainable economic growth information currently available risk continue weight mainly toward condition may generate heighten inflation pressure foreseeable future,0
4,2000-11-15,utilization pool available workers remains unusually high level increase energy prices though limited effect core measures prices date still harbors possibility raising inflation expectations,utilization pool available worker remains unusually high level increase energy price though limited effect core measure price date still harbor possibility raise inflation expectation,0
5,2000-11-15,committee accordingly continues see risk heightened inflation pressures,committee accordingly continue see risk heighten inflation pressure,0
6,2000-11-15,however softening business household demand tightening conditions financial markets recent months suggest economy could expand time pace productivity enhanced rate growth potential produce,however soften business household demand tighten condition financial market recent month suggest economy could expand time pace productivity enhance rate growth potential produce,0
7,2000-11-15,nonetheless date easing demand pressures not sufficient warrant change committee judgment background long run goals price stability sustainable economic growth information currently available risks continue weighted mainly toward conditions may generate heightened inflation pressures foreseeable future,nonetheless date ease demand pressure not sufficient warrant change committee judgment background long run goal price stability sustainable economic growth information currently available risk continue weight mainly toward condition may generate heighten inflation pressure foreseeable future,0
8,2000-11-15,utilization pool available workers remains unusually high level increase energy prices though limited effect core measures prices date still harbors possibility raising inflation expectations,utilization pool available worker remains unusually high level increase energy price though limited effect core measure price date still harbor possibility raise inflation expectation,0
9,2000-11-15,committee accordingly continues see risk heightened inflation pressures,committee accordingly continue see risk heighten inflation pressure,0
10,2000-11-15,however softening business household demand tightening conditions financial markets recent months suggest economy could expand time pace productivity enhanced rate growth potential produce,however soften business household demand tighten condition financial market recent month suggest economy could expand time pace productivity enhance rate growth potential produce,0
11,2000-11-15,nonetheless date easing demand pressures not sufficient warrant change committee judgment background long run goals price stability sustainable economic growth information currently available risks continue weighted mainly toward conditions may generate heightened inflation pressures foreseeable future,nonetheless date ease demand pressure not sufficient warrant change committee judgment background long run goal price stability sustainable economic growth information currently available risk continue weight mainly toward condition may generate heighten inflation pressure foreseeable future,0
12,2000-11-15,utilization pool available workers remains unusually high level increase energy prices though limited effect core measures prices date still harbors possibility raising inflation expectations,utilization pool available worker remains unusually high level increase energy price though limited effect core measure price date still harbor possibility raise inflation expectation,0
13,2000-11-15,committee accordingly continues see risk heightened inflation pressures,committee accordingly continue see risk heighten inflation pressure,0
14,2000-11-15,however softening business household demand tightening conditions financial markets recent months suggest economy could expand time pace productivity enhanced rate growth potential produce,however soften business household demand tighten condition financial market recent month suggest economy could expand time pace productivity enhance rate growth potential produce,0
15,2000-11-15,nonetheless date easing demand pressures not sufficient warrant change committee judgment background long run goals price stability sustainable economic growth information currently available risks continue weighted mainly toward conditions may generate heightened inflation pressures foreseeable future,nonetheless date ease demand pressure not sufficient warrant change committee judgment background long run goal price stability sustainable economic growth information currently available risk continue weight mainly toward condition may generate heighten inflation pressure foreseeable future,0
16,2000-11-15,utilization pool available workers remains unusually high level increase energy prices though limited effect core measures prices date still harbors possibility raising inflation expectations,utilization pool available worker remains unusually high level increase energy price though limited effect core measure price date still harbor possibility raise inflation expectation,0
17,2000-11-15,committee accordingly continues see risk heightened inflation pressures,committee accordingly continue see risk heighten inflation pressure,0
18,2000-11-15,however softening business household demand tightening conditions financial markets recent months suggest economy could expand time pace productivity enhanced rate growth potential produce,however soften business household demand tighten condition financial market recent month suggest economy could expand time pace productivity enhance rate growth potential produce,0
19,2000-11-15,nonetheless date easing demand pressures not sufficient warrant change committee judgment background long run goals price stability sustainable economic growth information currently available risks continue weighted mainly toward conditions may generate heightened inflation pressures foreseeable future,nonetheless date ease demand pressure not sufficient warrant change committee judgment background long run goal price stability sustainable economic growth information currently available risk continue weight mainly toward condition may generate heighten inflation pressure foreseeable future,0
20,2000-11-15,nonetheless date easing demand pressures not sufficient warrant change committee judgment background long run goals price stability sustainable economic growth information currently available risks continue weighted mainly toward conditions may generate heightened inflation pressures foreseeable future,nonetheless date ease demand pressure not sufficient warrant change committee judgment background long run goal price stability sustainable economic growth information currently available risk continue weight mainly toward condition may generate heighten inflation pressure foreseeable future,0
