,Date,Original,Corpus,Class
0,2001-01-31,consumer business confidence eroded further exacerbated rising energy costs continue drain consumer purchasing power press business profit margins,consumer business confidence erode far exacerbate rise energy cost continue drain consumer purchasing power press business profit margin,0
1,2001-01-31,partly consequence retail sales business spending capital equipment weakened appreciably,partly consequence retail sale business spending capital equipment weaken appreciably,0
2,2001-01-31,taken together inflation contained circumstances called rapid forceful response monetary policy,take together inflation contain circumstance call rapid forceful response monetary policy,0
3,2001-01-31,longer term advances technology accompanying gains productivity however exhibit signs abating gains along lower interest rates support growth economy time,longer term advance technology accompany gain productivity however exhibit sign abate gain along low interest rate support growth economy time,0
4,2001-01-31,nonetheless committee continues believe background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness foreseeable future,nonetheless committee continue believe background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness foreseeable future,0
5,2001-01-31,consumer business confidence eroded further exacerbated rising energy costs continue drain consumer purchasing power press business profit margins,consumer business confidence erode far exacerbate rise energy cost continue drain consumer purchasing power press business profit margin,0
6,2001-01-31,partly consequence retail sales business spending capital equipment weakened appreciably,partly consequence retail sale business spending capital equipment weaken appreciably,0
7,2001-01-31,taken together inflation contained circumstances called rapid forceful response monetary policy,take together inflation contain circumstance call rapid forceful response monetary policy,0
8,2001-01-31,longer term advances technology accompanying gains productivity however exhibit signs abating gains along lower interest rates support growth economy time,longer term advance technology accompany gain productivity however exhibit sign abate gain along low interest rate support growth economy time,0
9,2001-01-31,nonetheless committee continues believe background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness foreseeable future,nonetheless committee continue believe background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness foreseeable future,0
10,2001-01-31,consumer business confidence eroded further exacerbated rising energy costs continue drain consumer purchasing power press business profit margins,consumer business confidence erode far exacerbate rise energy cost continue drain consumer purchasing power press business profit margin,0
11,2001-01-31,partly consequence retail sales business spending capital equipment weakened appreciably,partly consequence retail sale business spending capital equipment weaken appreciably,0
12,2001-01-31,taken together inflation contained circumstances called rapid forceful response monetary policy,take together inflation contain circumstance call rapid forceful response monetary policy,0
13,2001-01-31,longer term advances technology accompanying gains productivity however exhibit signs abating gains along lower interest rates support growth economy time,longer term advance technology accompany gain productivity however exhibit sign abate gain along low interest rate support growth economy time,0
14,2001-01-31,nonetheless committee continues believe background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness foreseeable future,nonetheless committee continue believe background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness foreseeable future,0
15,2001-01-31,consumer business confidence eroded further exacerbated rising energy costs continue drain consumer purchasing power press business profit margins,consumer business confidence erode far exacerbate rise energy cost continue drain consumer purchasing power press business profit margin,0
16,2001-01-31,partly consequence retail sales business spending capital equipment weakened appreciably,partly consequence retail sale business spending capital equipment weaken appreciably,0
17,2001-01-31,taken together inflation contained circumstances called rapid forceful response monetary policy,take together inflation contain circumstance call rapid forceful response monetary policy,0
18,2001-01-31,longer term advances technology accompanying gains productivity however exhibit signs abating gains along lower interest rates support growth economy time,longer term advance technology accompany gain productivity however exhibit sign abate gain along low interest rate support growth economy time,0
19,2001-01-31,nonetheless committee continues believe background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness foreseeable future,nonetheless committee continue believe background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness foreseeable future,0
20,2001-01-31,consumer business confidence eroded further exacerbated rising energy costs continue drain consumer purchasing power press business profit margins,consumer business confidence erode far exacerbate rise energy cost continue drain consumer purchasing power press business profit margin,0
21,2001-01-31,partly consequence retail sales business spending capital equipment weakened appreciably,partly consequence retail sale business spending capital equipment weaken appreciably,0
22,2001-01-31,taken together inflation contained circumstances called rapid forceful response monetary policy,take together inflation contain circumstance call rapid forceful response monetary policy,0
23,2001-01-31,longer term advances technology accompanying gains productivity however exhibit signs abating gains along lower interest rates support growth economy time,longer term advance technology accompany gain productivity however exhibit sign abate gain along low interest rate support growth economy time,0
24,2001-01-31,nonetheless committee continues believe background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness foreseeable future,nonetheless committee continue believe background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness foreseeable future,0
25,2001-01-31,taken together inflation contained circumstances called rapid forceful response monetary policy,take together inflation contain circumstance call rapid forceful response monetary policy,0
26,2001-01-31,longer term advances technology accompanying gains productivity however exhibit signs abating gains along lower interest rates support growth economy time,longer term advance technology accompany gain productivity however exhibit sign abate gain along low interest rate support growth economy time,0
27,2001-01-31,nonetheless committee continues believe background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness foreseeable future,nonetheless committee continue believe background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness foreseeable future,0
28,2001-01-31,nonetheless committee continues believe background long run goals price stability sustainable economic growth information currently available risks weighted mainly toward conditions may generate economic weakness foreseeable future,nonetheless committee continue believe background long run goal price stability sustainable economic growth information currently available risk weight mainly toward condition may generate economic weakness foreseeable future,0
