,Date,Original,Corpus,Class
0,2003-09-16,committee continues believe accommodative stance monetary policy coupled robust underlying growth productivity providing important ongoing support economic activity,committee continue believe accommodative stance monetary policy couple robust underlie growth productivity provide important ongoing support economic activity,0
1,2003-09-16,evidence accumulated intermeeting period confirms spending firming although labor market weakening,evidence accumulate intermeeting period confirms spending firm although labor market weaken,0
2,2003-09-16,business pricing power increases core consumer prices remain muted,business pricing power increase core consumer price remain mute,0
3,2003-09-16,committee perceives upside downside risks attainment sustainable growth next quarters roughly equal,committee perceives upside downside risk attainment sustainable growth next quarter roughly equal,0
4,2003-09-16,contrast probability though minor unwelcome fall inflation exceeds rise inflation already low level,contrast probability though minor unwelcome fall inflation exceeds rise inflation already low level,0
5,2003-09-16,committee judges that balance risk inflation becoming undesirably low remains predominant concern foreseeable future,committee judge that balance risk inflation become undesirably low remains predominant concern foreseeable future,0
6,2003-09-16,committee continues believe accommodative stance monetary policy coupled robust underlying growth productivity providing important ongoing support economic activity,committee continue believe accommodative stance monetary policy couple robust underlie growth productivity provide important ongoing support economic activity,0
7,2003-09-16,evidence accumulated intermeeting period confirms spending firming although labor market weakening,evidence accumulate intermeeting period confirms spending firm although labor market weaken,0
8,2003-09-16,business pricing power increases core consumer prices remain muted,business pricing power increase core consumer price remain mute,0
9,2003-09-16,committee perceives upside downside risks attainment sustainable growth next quarters roughly equal,committee perceives upside downside risk attainment sustainable growth next quarter roughly equal,0
10,2003-09-16,contrast probability though minor unwelcome fall inflation exceeds rise inflation already low level,contrast probability though minor unwelcome fall inflation exceeds rise inflation already low level,0
11,2003-09-16,committee judges that balance risk inflation becoming undesirably low remains predominant concern foreseeable future,committee judge that balance risk inflation become undesirably low remains predominant concern foreseeable future,0
12,2003-09-16,committee continues believe accommodative stance monetary policy coupled robust underlying growth productivity providing important ongoing support economic activity,committee continue believe accommodative stance monetary policy couple robust underlie growth productivity provide important ongoing support economic activity,0
13,2003-09-16,evidence accumulated intermeeting period confirms spending firming although labor market weakening,evidence accumulate intermeeting period confirms spending firm although labor market weaken,0
14,2003-09-16,business pricing power increases core consumer prices remain muted,business pricing power increase core consumer price remain mute,0
15,2003-09-16,committee perceives upside downside risks attainment sustainable growth next quarters roughly equal,committee perceives upside downside risk attainment sustainable growth next quarter roughly equal,0
16,2003-09-16,contrast probability though minor unwelcome fall inflation exceeds rise inflation already low level,contrast probability though minor unwelcome fall inflation exceeds rise inflation already low level,0
17,2003-09-16,committee judges that balance risk inflation becoming undesirably low remains predominant concern foreseeable future,committee judge that balance risk inflation become undesirably low remains predominant concern foreseeable future,0
18,2003-09-16,committee continues believe accommodative stance monetary policy coupled robust underlying growth productivity providing important ongoing support economic activity,committee continue believe accommodative stance monetary policy couple robust underlie growth productivity provide important ongoing support economic activity,0
19,2003-09-16,evidence accumulated intermeeting period confirms spending firming although labor market weakening,evidence accumulate intermeeting period confirms spending firm although labor market weaken,0
20,2003-09-16,business pricing power increases core consumer prices remain muted,business pricing power increase core consumer price remain mute,0
21,2003-09-16,committee perceives upside downside risks attainment sustainable growth next quarters roughly equal,committee perceives upside downside risk attainment sustainable growth next quarter roughly equal,0
22,2003-09-16,contrast probability though minor unwelcome fall inflation exceeds rise inflation already low level,contrast probability though minor unwelcome fall inflation exceeds rise inflation already low level,0
23,2003-09-16,committee judges that balance risk inflation becoming undesirably low remains predominant concern foreseeable future,committee judge that balance risk inflation become undesirably low remains predominant concern foreseeable future,0
24,2003-09-16,committee continues believe accommodative stance monetary policy coupled robust underlying growth productivity providing important ongoing support economic activity,committee continue believe accommodative stance monetary policy couple robust underlie growth productivity provide important ongoing support economic activity,0
25,2003-09-16,evidence accumulated intermeeting period confirms spending firming although labor market weakening,evidence accumulate intermeeting period confirms spending firm although labor market weaken,0
26,2003-09-16,business pricing power increases core consumer prices remain muted,business pricing power increase core consumer price remain mute,0
27,2003-09-16,committee perceives upside downside risks attainment sustainable growth next quarters roughly equal,committee perceives upside downside risk attainment sustainable growth next quarter roughly equal,0
28,2003-09-16,contrast probability though minor unwelcome fall inflation exceeds rise inflation already low level,contrast probability though minor unwelcome fall inflation exceeds rise inflation already low level,0
29,2003-09-16,committee judges that balance risk inflation becoming undesirably low remains predominant concern foreseeable future,committee judge that balance risk inflation become undesirably low remains predominant concern foreseeable future,0
30,2003-09-16,committee perceives upside downside risks attainment sustainable growth next quarters roughly equal,committee perceives upside downside risk attainment sustainable growth next quarter roughly equal,0
31,2003-09-16,contrast probability though minor unwelcome fall inflation exceeds rise inflation already low level,contrast probability though minor unwelcome fall inflation exceeds rise inflation already low level,0
32,2003-09-16,committee judges that balance risk inflation becoming undesirably low remains predominant concern foreseeable future,committee judge that balance risk inflation become undesirably low remains predominant concern foreseeable future,0
