,Date,Original,Corpus,Class
0,2019-06-19,information received since federal open market committee met may indicates labor market remains strong economic activity rising moderate rate,information receive since federal open market committee met may indicates labor market remains strong economic activity rise moderate rate,0
1,2019-06-19,job gains solid average recent months unemployment rate remained low,job gain solid average recent month unemployment rate remain low,0
2,2019-06-19,although growth household spending appears picked earlier year indicators business fixed investment soft,although growth household spending appear picked earlier year indicator business fix investment soft,0
3,2019-06-19, month basis overall inflation inflation items food energy running  percent,month basis overall inflation inflation item food energy run percent,0
4,2019-06-19,market based measures inflation compensation declined survey based measures longer term inflation expectations little changed,market base measure inflation compensation decline survey base measure longer term inflation expectation little change,0
5,2019-06-19,consistent statutory mandate committee seeks foster maximum employment price stability,consistent statutory mandate committee seek foster maximum employment price stability,0
6,2019-06-19,committee continues view sustained expansion economic activity strong labor market conditions inflation near committee symmetric  percent objective likely outcomes uncertainties outlook increased,committee continue view sustain expansion economic activity strong labor market condition inflation near committee symmetric percent objective likely outcome uncertainty outlook increase,0
7,2019-06-19,light uncertainties muted inflation pressures committee closely monitor implications incoming information economic outlook act appropriate sustain expansion strong labor market inflation near symmetric  percent objective,light uncertainty mute inflation pressure committee closely monitor implication incoming information economic outlook act appropriate sustain expansion strong labor market inflation near symmetric percent objective,0
8,2019-06-19,determining timing size future adjustments target range federal funds rate committee assess realized expected economic conditions relative maximum employment objective symmetric  percent inflation objective,determine timing size future adjustment target range federal fund rate committee ass realize expect economic condition relative maximum employment objective symmetric percent inflation objective,0
9,2019-06-19,assessment take account wide range information including measures labor market conditions indicators inflation pressures inflation expectations readings financial international developments,assessment take account wide range information include measure labor market condition indicator inflation pressure inflation expectation reading financial international development,0
