,Date,Original,Corpus,Class
0,2010-09-21,information received since federal open market committee met august indicates pace recovery output employment slowed recent months,information receive since federal open market committee met august indicates pace recovery output employment slow recent month,0
1,2010-09-21,household spending increasing gradually remains constrained high unemployment modest income growth lower housing wealth tight credit,household spending increase gradually remains constrain high unemployment modest income growth low housing wealth tight credit,0
2,2010-09-21,business spending equipment software rising though less rapidly earlier year investment nonresidential structures continues weak,business spending equipment software rise though less rapidly earlier year investment nonresidential structure continue weak,0
3,2010-09-21,employers remain reluctant add payrolls,employer remain reluctant add payroll,0
4,2010-09-21,committee anticipates gradual return higher levels resource utilization context price stability although pace economic recovery likely modest near term,committee anticipates gradual return high level resource utilization context price stability although pace economic recovery likely modest near term,0
5,2010-09-21,measures underlying inflation currently levels somewhat committee judges consistent longer run mandate promote maximum employment price stability,measure underlie inflation currently level somewhat committee judge consistent longer run mandate promote maximum employment price stability,0
6,2010-09-21,substantial resource slack continuing restrain cost pressures longer term inflation expectations stable inflation likely remain subdued time rising levels committee considers consistent mandate,substantial resource slack continue restrain cost pressure longer term inflation expectation stable inflation likely remain subdue time rise level committee considers consistent mandate,0
7,2010-09-21,committee maintain target range federal funds rate   percent continues anticipate economic conditions including low rates resource utilization subdued inflation trends stable inflation expectations likely warrant exceptionally low levels federal funds rate extended period,committee maintain target range federal fund rate percent continue anticipate economic condition include low rate resource utilization subdue inflation trend stable inflation expectation likely warrant exceptionally low level federal fund rate extend period,0
8,2010-09-21,committee continue monitor economic outlook financial developments prepared provide additional accommodation needed support economic recovery return inflation time levels consistent mandate,committee continue monitor economic outlook financial development prepared provide additional accommodation need support economic recovery return inflation time level consistent mandate,0
9,2010-09-21,voting policy thomas hoenig judged economy continues recover moderate pace,voting policy thomas hoenig judged economy continue recover moderate pace,0
10,2010-09-21,accordingly believed continuing express expectation exceptionally low levels federal funds rate extended period no longer warranted lead future imbalances undermine stable long run growth,accordingly believe continue express expectation exceptionally low level federal fund rate extend period no longer warrant lead future imbalance undermine stable long run growth,0
11,2010-09-21,addition given economic financial conditions mr hoenig not believe continuing reinvest principal payments securities holdings required support committeepolicy objectives,addition give economic financial condition mr hoenig not believe continue reinvest principal payment security holding require support committeepolicy objective,0
